case,buy_wallet_ETH,no_seller_price_return
whole_current_buyback_balance_eventually,111.7189937774005,0.05744837649469248
current_POL_balance_half_swap_only,167.57849066610075,0.09032643866455348
all_remaining_licenses_fresh_bought_now,115.28155264679857,0.059530545820751124
