hours,elapsed_days,through_utc,buy_tax_exemption_assumed,ETH_spent,vault_remaining,price_return
1,0.041666666666666664,2026-09-16T02:47:19+00:00,False,6.592755715534398,105.1262380618661,0.0032224684637816026
1,0.041666666666666664,2026-09-16T02:47:19+00:00,True,6.592755715534398,105.1262380618661,0.0032882721903599865
6,0.25,2026-09-16T07:47:19+00:00,False,39.71606124653175,72.00293253086875,0.019487533800003343
6,0.25,2026-09-16T07:47:19+00:00,True,39.71932378435928,71.99966999304121,0.019888823263878974
24,1.0,2026-09-17T01:47:19+00:00,False,100.82108118297089,10.897912594429613,0.05109170836827048
24,1.0,2026-09-17T01:47:19+00:00,True,100.82184374826134,10.897150029139155,0.05229086075893985
48,2.0,2026-09-18T01:47:19+00:00,False,110.84970605278023,0.8692877246202642,0.05694062434651581
48,2.0,2026-09-18T01:47:19+00:00,True,110.84976687990105,0.8692268974994448,0.05826229168762698
