cohort,addresses,tokens,native_ETH,WETH,USDG,cash_observations
charter_operator,941,9712403.551939819,2595.1666567512625,48.164942109728166,1580787.144746,941
inactive_or_unattributed,15431,45696977.0280364,2740.920120921839,151.39895364665827,8178012.878988,6798
net_buyer,222,7401054.343810412,688.7703264639075,1.9839963342367768,624842.245454,222
net_seller,364,1956919.537258697,708.1682395632706,7.058415972637526,235026.044213,364
two_way_trader,61,265492.67296861415,120.61159020947488,15.332687742585508,75708.633212,61
