minutes,side,eth,transactions,attributed_eth,addresses,top_address,top_eth,top3_eth
20,buy,40.78009727423556,27,40.78009727423555,16,0x47d579fe2962cca1f2936b30be1981eae391b1fe,18.54552,37.023026839711164
20,sell,0.9810511229294668,11,0.9542515567841796,7,0xcdba91a0dda105c041d44f698730c96ff3a8dfbf,0.32434277625122176,0.9372005654939399
60,buy,41.54906487555181,32,41.549064875551814,21,0x47d579fe2962cca1f2936b30be1981eae391b1fe,18.54552,37.023026839711164
60,sell,1.1841466233124136,16,1.1573470571671263,11,0xcdba91a0dda105c041d44f698730c96ff3a8dfbf,0.32434277625122176,0.9372005654939399
120,buy,68.04597684249967,48,67.96858099165966,33,0x3821c23b51515086e0aa91400b5fe00199b47e4a,23.73623274885874,52.571752748858735
120,sell,27.77963145315571,50,27.752831887010423,40,0x8585e035a8cea3741f201c9e42ed8d821ecc6dfd,13.240904574819858,17.58430419959739
