address,initial_tokens,current_tokens,bought_canonical_tokens,buy_pool_ETH,sold_canonical_tokens,sell_pool_ETH,gross_external_incoming,canonical_swap_output,other_custody_output,same_group_inventory_via_relay,outside_wallet_inventory,verified_secondary_swap_output
0xd169335ec70ab4f3d3738935bce4d3a61c83382b,0.0,0.0,22340.31042169195,2.408058245239732,22340.31042169195,2.4427793528081194,22340.310421691946,22340.310421691946,0.0,0.0,0.0,0.0
0x327facc561234ebd02c933a4d4486fab6585c566,0.0,0.0,20662.51807649384,2.2657362180015217,0.0,0.0,20662.51807649384,20662.51807649384,0.0,0.0,0.0,0.0
0x5140087842da3cbc55ff69ba74b4239af219c4b6,78291.67178682526,70880.56368293715,0.0,0.0,26349.29047747046,2.7544903759576727,18938.182373582356,0.0,0.0,0.0,18938.182373582356,0.0
0x7c9457a775015eee6e098cb1a4ba6cf9b0fdf3c0,0.0,2.155676720988444,0.0,0.0,2265.4301765506902,0.2458141489176376,18125.59708912651,0.0,2.155676720988444,0.0,0.0,18123.441412405522
0xca8ab66188924815df38cac43165ae8c220f1a4b,7366.979295999061,25277.709308786856,0.0,0.0,0.0,0.0,17910.730012787797,0.0,17910.730012787797,0.0,0.0,0.0
0x49224d70a64e7e7dd5dadfad610f039ea6d08c8e,0.0,0.0,17480.072529863442,1.9404,17480.072529863442,1.8216492775045483,17480.072529863442,17480.072529863442,0.0,0.0,0.0,0.0
0xa82f4ba49b5e61ba8c1c3a1fababaa459761e324,0.0,16948.55577651093,0.0,0.0,0.0,0.0,16948.55577651093,0.0,16948.55577651093,0.0,0.0,0.0
0x368564edf8ec2d3cbe8ec3ad265a3207e663b93c,40000.17885991887,0.0,13157.454536879062,1.2985552090002566,1308.77,0.1377507276323271,13157.454536879062,13157.454536879062,0.0,0.0,0.0,0.0
0x90738366a044c13ea0a1393d1761d7625ed3f0a9,3686.107605361891,3574.846335342213,182.2632298832844,0.019536357327681497,423.9161017836739,0.0406263429958696,9624.423426626896,182.2632298832844,85.3536185261784,650.0048061700559,8631.217267833523,75.58450421385518
0xa91392aea58fc1543b0d9b314b0cfab7e1dc7da6,85196.40176164394,94435.9304564688,9239.52869482488,1.0145324414462846,0.0,0.0,9239.52869482488,9239.52869482488,0.0,0.0,0.0,0.0
0x1cda6af915399fd20d6b253b8cfdbd9feda73baf,3.869460081748e-06,1.352404760761e-06,0.0,0.0,0.0,0.0,8638.234030088606,0.0,8638.234030088606,0.0,0.0,0.0
0x85abb63d2fe9814443f841c2aa995d4dbaed3b86,0.0,8271.703355985157,0.0,0.0,0.0,0.0,8271.703355985155,0.0,3511.4980577789556,0.0,0.0,4760.2052982062005
0x8908253a36effaf7c284dc044f22d90fc9a3139d,0.0,4007.9463636159817,6465.234291497619,0.6949013947120672,863.1415241057,0.0914736121345271,6794.781379225282,6465.234291497619,0.0,329.54708772766253,0.0,0.0
0x1e3a56c1a7be6587bdbfa285d48797c4e121f173,8000.000000000005,6000.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,6000.0,0.0
0xd26a2bd8a59ea00bd836142cc6be9717361a3b51,0.0,0.0,5200.736500935042,0.5001390397593922,0.0,0.0,5200.736500935042,5200.736500935042,0.0,0.0,0.0,0.0
0x5f1d998a2681d13e41b16276640535ae1f422bbe,11231.444178387226,10839.874162042142,0.0,0.0,2338.0537525573745,0.2199919309103342,4774.664392358959,0.0,0.0,291.58169444623655,4483.082697912723,0.0
0x56311f46963d93eba214a95a5c55193d6bdaf4da,7932.803281777456,10457.2443539323,0.0,0.0,0.0,0.0,2524.4410721548447,0.0,0.0,0.0,0.0,2524.4410721548447
0xa0e72dc252da0f93de7350aa5bacf3e23c7f8626,8779.37203250664,11301.06015218149,0.0,0.0,0.0,0.0,2521.6881196748495,0.0,0.0,0.0,0.0,2521.6881196748495
0xab34e3836988273c0ffe6bf73cc5264a5098ee7a,7508.881951863079,10028.83365256822,0.0,0.0,0.0,0.0,2519.9517007051427,0.0,0.0,0.0,0.0,2519.9517007051427
0x5fd9571ff8160999f7d5b2c2596de3eebada7a94,8140.878624065956,10658.248755343937,0.0,0.0,0.0,0.0,2517.370131277981,0.0,0.0,0.0,0.0,2517.370131277981
0xf7f6d446980ae9b34f5be1822ad09885213dfc1b,7708.548949693649,10224.529024355816,0.0,0.0,0.0,0.0,2515.9800746621695,0.0,0.0,0.0,0.0,2515.9800746621695
0x62703263b64699da4c9c84bd96649aa7feb9738e,8004.141838005099,10519.618606213926,0.0,0.0,0.0,0.0,2515.4767682088273,0.0,0.0,0.0,0.0,2515.4767682088273
0xbcd6f5f8c4e6f7561723485455393bfb001dc5a8,8708.99568843159,11222.374077184322,0.0,0.0,0.0,0.0,2513.3783887527334,0.0,0.0,0.0,0.0,2513.3783887527334
0xb19933d0833ba135673b437b05623fa20ef8b124,7887.691668525616,10397.692899341024,0.0,0.0,0.0,0.0,2510.0012308154082,0.0,0.0,0.0,0.0,2510.0012308154082
0x725c287504f613c2c9601611800eb8dc5822c86f,8704.628124717146,11214.314735531992,0.0,0.0,0.0,0.0,2509.686610814846,0.0,0.0,0.0,0.0,2509.686610814846
0x1ac005e581133718a34de1fcd3c30f083bef8c50,3.71374e-13,2114.3093348469383,0.0,0.0,0.0,0.0,2114.3093348469383,0.0,1004.0980997167346,0.0,0.0,1110.2112351302037
0x8ab83793cafe1f88d3c875187a70344c31652c22,0.0,0.0,2062.1904285962078,0.2214422555200675,0.0,0.0,2062.1904285962073,2062.1904285962073,0.0,0.0,0.0,0.0
0x96477abe876a3e5474e4913249da69e26e5e2728,21149.84704024236,22860.68733566913,1710.8402954267715,0.164934,0.0,0.0,1710.8402954267717,1710.8402954267717,0.0,0.0,0.0,0.0
0x16070de6bc86d011f88fdc5883aa29498bd8a911,0.0,0.0,0.0,0.0,1239.7374032294013,0.1319176020928501,1239.7374032294013,0.0,1239.7374032294013,0.0,0.0,0.0
0x116cda031c0f1c23954052e595ffac12f804307d,1812.7972370111409,2751.826084272851,809.8917125761718,0.0881665343303157,0.0,0.0,939.0288472617101,809.8917125761718,0.0,129.13713468553829,0.0,0.0
0xb19e4456e26181897aaf08e76f09691a27d8cf47,1823.3189180934653,605.2041015555857,854.3151834621201,0.0912485459457964,2072.43,0.22848078393515017,854.3151834621201,854.3151834621201,0.0,0.0,0.0,0.0
0x910d051607ecba7ec107beff6a114ba77233e087,0.0,0.0,459.079798247537,0.0503546543713019,0.0,0.0,840.3728810665436,459.07979824753704,362.09792070543284,19.195162113573847,0.0,0.0
0x53426fb8d9f01b8419bdcd92b8266b3d733c490d,2274.767596061253,2230.9311893855674,409.5282497200591,0.0443121073988574,632.0971703259108,0.0670183767063909,699.8073231195038,409.5282497200591,0.0,290.27907339944477,0.0,0.0
0x788159b2fc582750cc665bd88482215d3fff1250,646.5085238502046,596.4409743239829,0.0,0.0,646.5085238502046,0.0606007339627713,596.4409743239829,0.0,0.0,0.0,0.0,596.4409743239829
0x1b36374d5a26c45726632162188f7162dcf39639,65.4630716622283,33.69529697376085,120.89142768047142,0.012355207577235001,152.65920236893888,0.015175525906267,120.89142768047141,120.89142768047141,0.0,0.0,0.0,0.0
0xb85f0e5f8b72cf5c81d82f7fc6c35703f5d229ad,0.0,95.29984737200652,95.29984737200652,0.009702,0.0,0.0,95.29984737200651,95.29984737200651,0.0,0.0,0.0,0.0
0xbdedc063f61566c3085dd858a1078df09a26aee0,0.0,0.0,19.174732815445992,0.002042807234039,19.174732815445992,0.0020000935755718,19.174732815445992,19.174732815445992,0.0,0.0,0.0,0.0
0x028facc04c63d3b558a90b94aa8d4fbaba909df0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xbfd9efa0b2a8dd476000d8965334c34b9f3a660d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xc017df7046e875727885ea58d74edaff1dea11fd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0bb28deb686acc95b0fcd92ca55de88c00f55e29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x1aa2a5faf6a74c2455072a1a17eca0ca5f217e04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe779e7e592b16ddded41cf3f95965e00d16cb559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x25ae85c65fef6089ce0d4d4618fb2fd5d8f40bb4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd50cac9a1b0d5bdaf4358544c10aa0274d0e1c54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6bf23d9f676ec7d22ce6d76c075d38d5834d3fef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2dbf8d4cbd78ef2b1ada1893d59b7c0cbeaf32a8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8a36bda4ef5ad2611a730dc0e311ce4722f33832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd2fef56768a5c5075f1be7a5a3d6ba5c0f7b769d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x061e9cf6d13895e681dd9b1f0475dc3957e51591,527.657992602034,527.657992602034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x38251cf37a5d554ab1003e28d39ba353a5388a24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe716919cad884217d4311169f304090dd2c70de4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6cbaaab3766d9a2e4912779912f3858b384af7ad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x15f578d55bcb1f200222a8e0970bc7f642f70ffc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe69c04afac1e0eea166cb0de8c00294efdbb5e6c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3160712aba46521d60ee8e6988a2e4eb11d740bd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x5c8e02921ba4b59908079566dc8cf4f6d8e108e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x7f6614bcbe404a78aeb8147fde495070a2b2de43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xecdbde77e3556beaf2b79cb07527cdaa3dec6cdc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x15470ac9dd7502323ba5cad584ff2aa0db6ba748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0e2038030eb8d0f489f1835bb01b8e64fdc6e977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x520d62d4942193102353b381d5afe25ecc502d52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0b65bca644e2d8eb83db69e8439d731e3a24b968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x17984f1fa4400b6d0ea3596d6464b850d1b34631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x7e5be92a83f6c3a13b4b76f012ed67ae2d1880f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfaabefe6e5c4e064d6bc5c7857fa3357f96ac103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x9676042f03b5d0da073a4ba37304d4939c73d948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x339c717aa591bc1a9625c3daf297c4b16799539e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd1cf6d8d922ac54e9b0b9e31c91f63aaa0ec295f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x87f530b9ecc4bff59ff823cea6ef67532339805b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6938fa94d58b42cdcd80ac7dab595d82ad18aab6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x23fc56800a4425cfe6cab4ba863f4305d08529d6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x802ca05d5d4372a15a4b50c684ae535f71148e05,2604.990676100196,2604.990676100196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x86ee74af308f2a2b336184bbf76212965ee30ff7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6524be37c49b085a067cee447932e6d2444c9b58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x1a03830b15b77d3afb96c17d3e04fa2aa7e10c42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3d54a330df6f1594d217c8e06b329b814b7e7cc0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xa007ccf234d7e5306615035bba0d32b0f5d25bde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x5a5c8e28afff836db854d7817f5937b18946104c,2618.6403653193884,2618.6403653193884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x71c75263696cb48ccf62b9145eefc6788f5094e5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x97af0c4597ab98853a8545e7eb0ec5211316621e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xa9df22a4574583057e28131dc73e66c68f5dfb1d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0505bfed047ee63796da81a40061136c918d7ec7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd5c0d910717604d5a822652036e41dba86c9bd42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x7fcfaccad8a693349253f9d104d41613617515fa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x1d7e5f97d7ca2697177d57d8f3a9b7b458b8e9c4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x5c05c60c6a6e1ac392f2b7de2c97036d29b34e6f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd8ed4164a7e08c5b58a61598a7534e58e62d1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x94e4a5ea172f20f4268794ad513fc66b1b949cc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xff5e06600acb2dc49a48a27e0c256a7a2af35a51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x79f07f8b7beaa11ff3985417a56a2667d619cae9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xc66cf03579ace4c4e2ace0897fb4c1818352c216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0bbe8959e5047c52e53c8296425937cfa38482ad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x1c3becc3000ec36300b260cdb19a67e02d35059a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x48046632ef49622f372a76925c30ebcfd6670770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2d70b8de1a89427cb44031d44c4a9c1e1dc9ff95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd78902a4d9394e3d159352ff6e8d969bf4c0742d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd46557055bc1761e83f62470372cf3aaffdd7304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x9d4a93e569769e549be5bb27ba3c77c45ac30531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x83e54891db9707752a37e9788aa31a30a00e107d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xbdf46069c9e68508e6dbfa7e0d7733ba13ec829c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x728aab1e0d9805298bb0ebd294d2ed42e2b00beb,1652.7837609308378,1652.7837609308378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x655a008b0d76cc301006bb676c5194bc03a5fed4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfdc0d5bac28f67baff2d06885eb961512ce1ec28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x78bb77e0c8c9bf71d0d101bae9a55128348577e6,8313.702655178207,8313.702655178207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x916934da62467c5d7f54e3825af31900195b906f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x75409b0f83cc80ac3cb8042d0a169a21e3c63c07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x74dda631c760a653e6d706d85a0823640c2044f3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x76b31d4ec61a5c687319868ed9211c2808894a2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2755e6d91aa574a106fdb76e4dee3a0e11cfbfa4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x93a692fe5477902c3cf5f6997c1cf59a3712ced4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4e820111df86e8ec7b8f54843084f49c01df3d0d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3194dc01d91db4422187f06c6a51b3875e70c443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x1cd6ea4a854b15083ee993211681f713217f4062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xc8dd1663fbc8adf7662e62a511328c166cba6570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3d21402780fbf386ca154851aa0e61a74324c701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x135413bb6883d648c4faf261e7d3a9e6ede740a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x71fd2543b1e0a97d5c7f3db6c1e1b733aa2b435b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x565a624860f330a79a672e42a2cf2cc71e27d0b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x38e6d89b7d7fddc5590342116bbbd07d8aace600,3.4594e-14,3.4594e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3796a177d315b1b1035887bdce9a71daa6a8bad6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf8c50a7dff1f13e89d15a43ff2908fe3f0d18d75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x01b88308e0cc94d103cc255fd12569f0ef8ba8fb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xafbe9b3a9d32bc7848b7fb83d57a6e09432a413d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2d9aed7f5ed6322cbcd863cdcdceaea7dea47f40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x84b2c3781b7eaf118ee2666477e52d63f5c4270a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf18eae010b44026c6b5f15f569f2761b730a0a80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe0f2ad6b24c4cdece39d49db0e6b943b71ec6208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xc37bdacda6a2b853e4bdc01332aa656af4ec02e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xce9df13a38fca853b6c3ef850d5a172e80363864,325.3062882849711,0.0,0.0,0.0,325.3062882849711,0.0337207861725571,0.0,0.0,0.0,0.0,0.0,0.0
0x4aa0ef835b790fa45bf8af500245e482f59e6537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x304520291421dbbcaf1ed1933454f0329aaf4536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd008a97c5e28514d6ad6f13d55aefc8ceabcacad,2.8048487583e-06,2.8048487583e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6f58c938a4162560d878d1c55024742cdf7661f3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf399dc4e3fce4e92c9de101ce347ed5906291aac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb64e6db5defa8668512ae1e54f955fb1c67c8bb1,365.7732694786369,0.0,0.0,0.0,365.7732694786369,0.0398244724891135,0.0,0.0,0.0,0.0,0.0,0.0
0xda04672a845dd7a2d48aeb5e2482efccb0578931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xafa7a7bcd846698be2990a78aee7c979880b5d81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3ef655dc725cabb11aa63b373147681151b41db1,301.3408139503875,301.3408139503875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb69b196d919e120fcdfcb1d26d8b70320a378f1f,12051.951553934956,6025.975776967478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x7874d25f0571edb77ec59390bee81487ef8a00a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x821e2e7537bd001052350b52842469f768be92c7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf9d9bd237948a4d7d6125fa64dae3efd227b0d34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x7a5453e935423e571ec5c51ae151eb794a58b584,6209.5465136125,6209.5465136125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2722551ab124eff6b6455dc1ff601365d061b098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb9e98a981adc50aacc93625990b86a6524c3d3e7,92761.31294261572,92761.31294261572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x9b8916c133c1c5ab2f358a26cbd9fc581d2b26e5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xef10604af68b85b4dfb283d88e611b650df9a9b4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x22f25c08cdcc28f1e86e9c547ff78fa672f07b3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x834e27b21ae759c39d7d1d265642ba99690a9639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xc12511bcd405805301b8da8f321e7d8283575336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x83c0af442cdecebcda22e00b67d061633b0c0edf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xa750477ae87082726cab101cb94478869c2bb621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
