address,wallet_tokens,native_eth,native_eth_observed,charter_count,branches,pending_tokens,deposited_tokens_lifetime,licenses_bought_lifetime,buy_tokens_lifetime,buy_tokens_6h,buy_pool_eth_lifetime,buy_pool_eth_6h,buy_count_6h,sell_tokens_lifetime,sell_tokens_6h,sell_pool_eth_lifetime,sell_pool_eth_6h,sell_count_6h,cohort,first_pool_buy_utc_approx,inventory_own_pool_buy,inventory_transferred_pool_buy,inventory_branch_withdrawal,inventory_transferred_branch_withdrawal,inventory_initial_allocation,inventory_transferred_allocation,inventory_other_custody_or_unresolved,inventory_own_other_pool_buy,inventory_transferred_other_pool_buy,strategy,cash_observed,native_ETH_budget,buy_event_rate_hour,sell_event_rate_hour,sale_fraction_median,buy_ticket_mean_ETH,previous_tokens
0x1c24cbbeafcd28d634ed13875b73d0eab59e6de5,17569.57047059237,0.0007298687495187,True,0,0,0.0,0.0,0,34926.43675772226,0.0,1.6348003819377996,0.0,0,11422.778763769762,6249.999999999999,1.335345654665454,0.6660620187741757,1,net_seller,2026-09-15T01:03:13.883871078+00:00,10345.124794107422,0.0,0.0,0.0,0.0,0.0,0.0,7224.445676484948,0.0,recent_seller,True,0.0007298687495187,0.0,0.1666666666666666,0.2623892822801421,,23819.570470592367
0x6594b6de59288e82b9ec6529d2ade6ff8e9c0714,10004.658448556102,0.0,True,0,0,0.0,0.0,0,14795.500503665038,0.0,2.0282901344958684,0.0,0,21218.035774154323,11200.0,2.5555342452101897,1.1910033149001944,1,net_seller,2026-09-15T03:57:48.977602720+00:00,2649.7599424851974,123.64335781255888,0.0,0.0,0.0,0.0,4373.950453934802,2777.476456465314,79.82823785822873,recent_seller,True,0.0,0.0,0.1666666666666666,0.5281858242221603,,21204.658448556103
0x9a3c72f01e5c2e5e43bef9887155b4931ff0d0ba,7722.781903257984,0.0,True,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1039.7142505421878,1039.7142505421878,0.1104000542757538,0.1104000542757538,1,net_seller,,0.0,1516.3755315301532,0.0,0.0,0.0,0.0,6206.406371727831,0.0,0.0,recent_seller,True,0.0,0.0,0.1666666666666666,0.118295110596557,,8789.156587275289
0xaff726578eb3e36219ba17d8a12578a3160c1fcc,6540.112826967553,17.581010381322844,True,1,3,2269.242086396536,23829.72,2,106022.35493458556,8999.390557065943,4.364252274832946,0.9702,1,50680.242526998416,5698.694802445412,6.703688984915669,0.6187965763799271,3,charter_operator,2026-09-15T01:03:44.658064604+00:00,6540.112826967553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,charter_owner,True,17.581010381322844,0.1666666666666666,0.5,0.25,0.99,12238.807629412964
0x14d6217818368e45167022c004e20a42b5d5fa20,6346.087941822807,0.0,True,0,0,0.0,0.0,0,8790.725105289157,0.0,0.2020300702473024,0.0,0,2908.62364000212,2908.62364000212,0.3041836267377183,0.3041836267377183,2,net_seller,2026-09-15T01:01:37.113166571+00:00,5933.739446070181,412.0882467453893,0.0,0.0,0.0,0.0,0.2602490072364574,0.0,0.0,recent_seller,True,0.0,0.0,0.3333333333333333,0.166875,,9401.611765663416
0x399a150a60ebd8ee91461cbc99829cfc0ada9855,6199.706068186129,0.0,True,0,0,0.0,0.0,0,21071.01345393265,0.0,2.362855707091948,0.0,0,6199.706068186129,6199.706068186129,0.6501609008193207,0.6501609008193207,1,net_seller,2026-09-15T01:22:35.990995884+00:00,0.0,0.0,0.0,0.0,0.0,0.0,6199.706068186129,0.0,0.0,recent_seller,True,0.0,0.0,0.1666666666666666,0.5,,0.0
0xf605c7d652a2aa7a0ab843e130a84b2c2afbdb75,5000.20187897563,0.8909168409677678,True,0,0,0.0,0.0,0,16155.913407203798,0.0,2.677985387,0.0,0,13755.87562817463,8402.0,1.86196242095273,0.9077339535431022,1,net_seller,2026-09-15T01:58:36.409000874+00:00,91.83055298225366,69.85353875232704,0.0,0.0,0.0,0.0,44.989549159457326,4742.42868644251,51.0995516390809,recent_seller,True,0.8909168409677678,0.0,0.1666666666666666,0.6269119116300156,,13402.201878975631
0x698afb8a3d1fc4867d0db52b5f78fd99bf2476ee,4500.2130781044325,0.0098741529116674,True,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1992.0,1992.0,0.2114022092772802,0.2114022092772802,2,net_seller,,0.0,0.0,0.0,0.0,0.0,0.0,4387.33671883003,112.8763592744025,0.0,recent_seller,True,0.0098741529116674,0.0,0.3333333333333333,0.1649047571498907,,6492.2130781044325
0x05fc1c99bb6f9ed82bf329a73645c9d360c392fc,4013.346089881716,0.0,True,0,0,0.0,0.0,0,2344.950139256178,0.0,0.3203324103154066,0.0,0,754.089485285565,754.089485285565,0.0802189267775545,0.0802189267775545,1,net_seller,2026-09-15T01:48:16.054615498+00:00,1966.0635683741848,68.19849265066453,0.0,0.0,0.0,0.0,1786.484845471075,121.71488619473756,70.88429719105417,recent_seller,True,0.0,0.0,0.1666666666666666,0.1575361456201888,,4653.515748497963
0x1e0cf3c380579586d15331c34267ef08864eea27,3176.4318735697952,6.290169237878432,True,0,0,0.0,0.0,0,22587.92374713959,0.0,0.5877135,0.0,0,19411.4918735698,3176.4318735697952,2.9371150736596783,0.3315849203382139,1,net_seller,2026-09-15T01:02:12.232903242+00:00,3176.4318735697952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,6.290169237878432,0.0,0.1666666666666666,0.5,,6352.863747139591
0x3b5cb055931ab2160e84bf219eddf288b3702a02,2782.754803814934,0.0190391933903677,True,0,0,0.0,0.0,0,356.7963442782081,356.7963442782081,0.0404318089587903,0.0404318089587903,1,927.584934604978,927.584934604978,0.0862179446599135,0.0862179446599135,1,two_way_trader,2026-09-16T01:12:28.803100109+00:00,267.59725820865606,2515.157545606278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,two_way,True,0.0190391933903677,0.1666666666666666,0.1666666666666666,0.25,0.0412569479171329,3710.339738419912
0x1e5fbd612b834ee6a7ce6eaa7e6aab8e0ea12a75,2645.0204657056784,0.0036843476505082,True,1,1,753.8187270616103,0.0,0,2809.4961254611226,0.0,0.3377629452878478,0.0,0,881.6734885685596,881.6734885685596,0.0830335003062725,0.0830335003062725,1,charter_operator,2026-09-15T01:24:57.674405098+00:00,2107.122094095841,525.3792017000421,0.0,0.0,0.0,0.0,12.519169909794618,0.0,0.0,charter_owner,True,0.0036843476505082,0.0,0.1666666666666666,0.25,,3526.6939542742384
0x036b2e4241e6754f8a36cc1a46bf7505d3078703,2240.310955807553,0.0017231351994623,True,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,780.2694836870501,780.2694836870501,0.0816900450700716,0.0816900450700716,1,net_seller,,0.0,0.0,0.0,0.0,0.0,0.0,2240.310955807553,0.0,0.0,recent_seller,True,0.0017231351994623,0.0,0.1666666666666666,0.2577807196924105,,3026.872935330789
0x01f470eea950bcc04d964750189993e6a0532dc1,1698.4691930778351,0.0,True,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1751.8149587435232,1751.8149587435232,0.1863746303012009,0.1863746303012009,1,net_seller,,0.0,241.685268990134,0.0,0.0,0.0,0.0,1433.2544023002667,0.0,23.529521787435325,recent_seller,True,0.0,0.0,0.1666666666666666,0.5,,2343.3931483795823
0x83c95b5b7e9c9c4209a8d96df9fe0f2235d8f066,1415.457124057756,0.0,True,0,0,0.0,0.0,0,2490.9501308420267,218.1471405830424,0.2135400103688521,0.0202009477468799,1,471.81904135258543,471.81904135258543,0.0511900526027648,0.0511900526027648,1,two_way_trader,2026-09-15T01:34:48.782178164+00:00,147.24931989355363,251.3000075169061,0.0,0.0,0.0,0.0,301.6016550300372,550.6064269961857,164.6997146210735,two_way,True,0.0,0.1666666666666666,0.1666666666666666,0.25,0.0206132119866121,1887.2761654103413
0x4dd69b23ab6f16f3f8219dba636354b67349b0e0,1318.9777384550862,7.586545703232939,True,0,0,0.0,0.0,0,97057.89672149988,0.0,1.554413615167706,0.0,0,58449.463508973015,266.9920698396353,5.097236072767771,0.0297399580346954,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1318.9777384550866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,7.586545703232939,0.0,0.6666666666666666,0.05,,1585.9698082947216
0x56c69177e88ea8c1c44fe5ae713fe1aabd09b94d,1318.2969253175943,7.749724140940663,True,0,0,0.0,0.0,0,86186.23584290192,0.0,1.39538025,0.0,0,57271.10734619263,266.85425727202824,4.974455704593465,0.0297239146886463,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1318.296925317594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,7.749724140940663,0.0,0.6666666666666666,0.05,,1585.1511825896223
0x3c86d511803afb9b7478a15527274f9b464bab89,1318.1268043957512,7.408880136050226,True,0,0,0.0,0.0,0,209543.5285191949,0.0,3.329627252890876,0.0,0,52630.010884776726,266.81982080223673,4.561391484695687,0.0296927971079183,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1318.1268043957512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,7.408880136050226,0.0,0.6666666666666666,0.0499999999999999,,1584.946625197988
0x384ea7b9754386f59894312f0bcf2b2d624b36f2,1317.7866613275903,7.680450647344245,True,0,0,0.0,0.0,0,97039.42755410157,0.0,1.5549086151677058,0.0,0,57491.934465976025,266.7509678571399,4.992374635943757,0.0296855061872123,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1317.7866613275903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,7.680450647344245,0.0,0.6666666666666666,0.05,,1584.53762918473
0x8004ce0fc1d60da4ebc15c8e0557532f44cdba9b,1317.6166391642807,7.312171916837587,True,1,1,753.8187270616103,0.0,0,109397.34570577405,0.0,1.7400404381908692,0.0,0,55637.62899143092,266.7165513783949,4.820147391938717,0.0296758487698429,4,charter_operator,2026-09-15T01:01:56.966267586+00:00,1317.6166391642807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,charter_owner,True,7.312171916837587,0.0,0.6666666666666666,0.0499999999999999,,1584.3331905426758
0xa37c7dc1f519c427518b409b423aee0b319e71ec,1317.4466499034947,7.124884875606564,True,0,0,0.0,0.0,0,86168.58463516831,0.0,1.39488525,0.0,0,53325.6584648512,266.6821415598934,4.651590415606673,0.0297048957725538,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1317.4466499034947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,7.124884875606564,0.0,0.6666666666666666,0.0499999999999999,,1584.1287914633883
0xd1836f28f43e3f451120db79f3e40629e3438cd3,1317.2766935367436,7.807472885938021,True,0,0,0.0,0.0,0,97093.44694456684,0.0,1.5549086151677058,0.0,0,60021.39659585675,266.64773839991705,5.232709868506678,0.0297238800575328,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1317.2766935367438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,7.807472885938021,0.0,0.6666666666666666,0.05,,1583.9244319366608
0xfb5ea923b63f2dfd2dd609bf56511d0cb28b91c3,1317.1067700555404,7.489480835984058,True,0,0,0.0,0.0,0,125439.25776068478,0.0,1.988677296066574,0.0,0,58196.22891390961,266.61334189674795,5.039793276788251,0.0296642037333148,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1317.106770055541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,7.489480835984058,0.0,0.6666666666666666,0.0499999999999999,,1583.7201119522886
0x7bca08c776a278f49cee431f66ec07013e53709c,1316.936879451402,6.82387073224695,True,0,0,0.0,0.0,0,96943.42345988574,0.0,1.5549086151677058,0.0,0,52832.47829222713,266.5789520486688,4.603590546201043,0.029660612681912,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1316.9368794514023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,6.82387073224695,0.0,0.6666666666666666,0.0499999999999999,,1583.515831500071
0xfcaaae0c322be427d4cff22d1f5318c12e262975,1316.7670217158477,7.977304563226348,True,0,0,0.0,0.0,0,96955.66481035098,0.0,1.5549086151677058,0.0,0,59315.35418290814,266.5445688539629,5.134979133472796,0.0296569001527247,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1316.7670217158472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,7.977304563226348,0.0,0.6666666666666666,0.05,,1583.31159056981
0xc7ea727095266741e48a949dd14a102d123b4e52,1316.597196840398,7.619999887732511,True,0,0,0.0,0.0,0,115865.29064966898,0.0,1.8370294600389203,0.0,0,56932.86892288126,266.510192310914,4.948892214747315,0.0296524987642742,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1316.597196840398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,7.619999887732511,0.0,0.6666666666666666,0.0499999999999999,,1583.1073891513122
0x4883d497b43e981cffa0c15c0008e0c9413af57a,1316.2576456359163,6.706699813956397,True,0,0,0.0,0.0,0,115836.73280715296,0.0,1.8370294600389203,0.0,0,48325.80627210591,266.44145917292553,4.199380868316526,0.0296452958744781,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1316.257645635916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,6.706699813956397,0.0,0.6666666666666666,0.05,,1582.699104808842
0xec230a7dbc09c9715f2918c36d7f217e178ab4cd,1316.0879192899415,7.1699620659403545,True,0,0,0.0,0.0,0,103153.43675474236,0.0,1.6471787565564533,0.0,0,52627.06553069386,266.4071025745562,4.569325498934998,0.0296413747330806,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1316.0879192899413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,7.1699620659403545,0.0,0.6666666666666666,0.05,,1582.4950218644976
0xf70d7aacbd551dc76636d7d90369ee12ba20dd5f,1315.9182257701866,8.350066363871546,True,0,0,0.0,0.0,0,134884.65936168804,0.0,2.140325132094228,0.0,0,59838.24128504651,266.3727526209847,5.1926293928957445,0.029637111328266,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1315.9182257701868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,8.350066363871546,0.0,0.6666666666666666,0.05,,1582.2909783911712
0x9cd71850a7f491e5c46b2cddd11c811a17532dc9,1315.7485650681872,7.850705899099504,True,0,0,0.0,0.0,0,109373.32705384644,0.0,1.7405354381908693,0.0,0,61909.15336752804,266.3384093104977,5.37266747067795,0.0296336174795638,4,net_seller,2026-09-15T01:01:56.966267586+00:00,1315.7485650681874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,7.850705899099504,0.0,0.6666666666666666,0.0499999999999999,,1582.086974378685
0xbf6cc1f7b3cc58ff1be5211ca2db75c29e8fec7c,1131.9801214657668,0.0,True,0,0,0.0,0.0,0,817.550047821597,817.550047821597,0.0871016151986438,0.0871016151986438,1,692.0825753380875,692.0825753380875,0.0722795919588437,0.0722795919588437,1,two_way_trader,2026-09-16T05:11:18.444999933+00:00,602.4923176918094,108.68120056018824,0.0,0.0,0.0,0.0,239.32115558437545,176.07055499184813,5.414892637545441,two_way,True,0.0,0.1666666666666666,0.1666666666666666,0.4649274749122313,0.0888791991822895,1488.581795405269
0x547a10b63ab4c784a49da5805610b9ee2d74377c,1064.6680127370896,8.166315181388992,True,0,0,0.0,0.0,0,125570.19705423704,0.0,1.988182296066574,0.0,0,57820.57291476845,353.81600027813147,5.019071785274921,0.0393690175926588,6,net_seller,2026-09-15T01:01:56.966267586+00:00,1064.6680127370894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,8.166315181388992,0.0,1.0,0.05,,1418.484013015221
0xbb21016a9f51db55e545e75fab5e6088490b5f27,1064.5305950076306,6.936004463131616,True,0,0,0.0,0.0,0,109520.6290759036,0.0,1.7400404381908692,0.0,0,54303.73445354855,353.7703329049947,4.764854772927111,0.0393493434965205,6,net_seller,2026-09-15T01:01:56.966267586+00:00,1064.5305950076302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,6.936004463131616,0.0,1.0,0.0499999999999999,,1418.300927912625
0xabef5cdfa79287acc6831223bec06e31875019da,1063.981190053559,7.145243527653227,True,0,0,0.0,0.0,0,109440.27043039411,0.0,1.7400404381908692,0.0,0,51434.37094706213,353.5877517989062,4.487986222420364,0.0392611173039136,6,net_seller,2026-09-15T01:01:56.966267586+00:00,1063.981190053559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,7.145243527653227,0.0,1.0,0.0499999999999999,,1417.5689418524653
0x2aa460bce4bd548fe402c8797de1db122fbcd7b6,1062.7465829224752,6.920139221486524,True,0,0,0.0,0.0,0,96964.22977604104,0.0,1.5549086151677058,0.0,0,53403.42986646788,353.17746074873,4.661231366333035,0.0392108267973931,6,net_seller,2026-09-15T01:01:56.966267586+00:00,1062.7465829224752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,6.920139221486524,0.0,1.0,0.0499999999999999,,1415.9240436712053
0xb223af6bbb2cc9f6697d73ec5204bba30443d23b,1058.0153537932104,0.0072207697702804,True,0,0,0.0,0.0,0,2116.0307075864207,0.0,0.29106,0.0,0,1058.0153537932104,1058.0153537932104,0.0987061540977897,0.0987061540977897,1,net_seller,2026-09-15T02:41:09.283855915+00:00,1058.0153537932104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,0.0072207697702804,0.0,0.1666666666666666,0.5,,2116.0307075864207
0xe28f3ed9774960e86f6f594dbbc4c1529ab17a6f,1016.2965978349404,0.0082239879924527,True,0,0,0.0,0.0,0,262.49687336108025,262.49687336108025,0.029106,0.029106,1,2261.3991734215806,2261.3991734215806,0.2461975569581326,0.2461975569581326,2,net_seller,2026-09-16T04:18:51.634399891+00:00,262.49687336108025,753.79972447386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,0.0082239879924527,0.1666666666666666,0.3333333333333333,0.5,0.0297,3015.1988978954405
0x8b77af2f1f0153c898148f279e71d3e24c176183,856.4673882726912,0.0,True,0,0,0.0,0.0,0,267.8539850719753,0.0,0.0356107865907491,0.0,0,183.03594381754905,44.71985719123391,0.0286462795585706,0.0048283859040359,1,net_seller,2026-09-15T03:42:26.222122669+00:00,7.049502601104687e-08,294.89934153028054,0.0,0.0,0.0,0.0,210.0025543472969,135.39547891545988,216.17001340915863,recent_seller,True,0.0,0.0,0.1666666666666666,0.0507341073603102,,965.6605192000368
0xcef7e025740028a5b0f73b80177e7be8d06de535,761.8512768015473,0.0,True,0,0,0.0,0.0,0,761.8512768015473,761.8512768015473,0.0811842131083405,0.0811842131083405,1,721.8111904229555,721.8111904229555,0.0756610132829308,0.0756610132829308,1,two_way_trader,2026-09-16T05:11:43.167999983+00:00,761.8512768015473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,two_way,True,0.0,0.1666666666666666,0.1666666666666666,1.0,0.0828410337840209,721.8111904229555
0x0a771437ee59dcd30429dda71a1a011db8957bd1,723.0495413450292,0.0263618273598834,True,0,0,0.0,0.0,0,1973.0487704613045,0.0,0.1908791368673872,0.0,0,723.0495413450292,723.0495413450292,0.0683421100124095,0.0683421100124095,1,net_seller,2026-09-15T01:24:25.804410934+00:00,366.53118569930143,356.4238866984208,0.0,0.0,0.0,0.0,0.0944689473067844,0.0,0.0,recent_seller,True,0.0263618273598834,0.0,0.1666666666666666,0.5,,1446.0990826900584
0x9b190752b3686b25b7c8ae2085bac073717615dc,619.9392788649674,0.0,True,0,0,0.0,0.0,0,1207.6836978078484,498.1872294050815,0.1493773083855619,0.0531865774139801,1,410.38651356568,410.38651356568,0.042940968855556,0.042940968855556,1,two_way_trader,2026-09-15T02:39:14.182758570+00:00,534.1889649313022,0.0,0.0,0.0,0.0,0.0,85.75031393366521,0.0,0.0,two_way,True,0.0,0.1666666666666666,0.1666666666666666,0.646547598297695,0.0542720177693674,634.7351914169859
0xa1b635a796a798c58d4e04247afa32c0c87220fe,611.9353883525577,0.0,True,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,535.4428528730996,535.4428528730996,0.0567836736706246,0.0567836736706246,1,net_seller,,0.0,142.53176619186047,0.0,0.0,0.0,0.0,415.2763301691666,54.12729199153057,0.0,recent_seller,True,0.0,0.0,0.1666666666666666,0.4374995,,1223.8707767051153
0x404367884c995aa010dfef85701fef872614f1ff,540.3273926615057,0.0,True,0,0,0.0,0.0,0,225.3387512062997,0.0,0.0391511527381744,0.0,0,540.3273926615057,540.3273926615057,0.0573073739478119,0.0573073739478119,1,net_seller,2026-09-15T07:03:49.816749096+00:00,18.167510948653707,49.47686960159332,0.0,0.0,0.0,0.0,200.30232262201028,238.84134685200064,33.53934263724773,recent_seller,True,0.0,0.0,0.1666666666666666,0.5,,1080.6547853230113
0xd083d2e970004cdc80600c8309c49b36588e1fad,518.8204821308271,0.0,True,0,0,0.0,0.0,0,705.8956361780586,0.0,0.0878059079322657,0.0,0,355.08561508719004,355.08561508719004,0.037130213264569,0.037130213264569,1,net_seller,2026-09-15T18:00:12.240283489+00:00,0.0,5.7916405126980175,0.0,0.0,0.0,0.0,3.515627345293737,505.7349009631591,3.77831330967632,recent_seller,True,0.0,0.0,0.1666666666666666,0.3887684964513157,,0.0
0x1a5861a1d957e24eafb5d28111e593bd118f06c5,469.9185523993638,1.933875981101243,True,0,0,0.0,0.0,0,2281.02665329616,469.9185523993639,0.2307046499999999,0.04851,2,4059.551431577315,3044.663573682986,0.4246845324703512,0.2864598317073518,2,net_seller,2026-09-15T01:04:20.150967836+00:00,469.9185523993639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recent_seller,True,1.933875981101243,0.3333333333333333,0.3333333333333333,0.75,0.0247499999999999,3044.663573682986
