cohort,addresses,wallet_tokens,native_eth_observed,native_eth_missing,buy_eth_6h,sell_eth_6h,buy_tokens_6h,sell_tokens_6h,branches,pending_tokens
charter_operator,941,9712403.551939819,2595.166656751262,0,146.23236011621947,86.59802586180315,1269035.2501659868,730870.7349036186,1151,1378276.5310829985
inactive_or_unattributed,15431,45696977.0280364,2740.920120921839,8633,0.0,0.0,0.0,0.0,0,0.0
net_buyer,222,7401054.343810412,688.7703264639075,0,315.81377658526293,0.5162722675324176,2634524.3718283563,4589.66187116726,0,0.0
net_seller,364,1956919.537258697,708.1682395632706,0,14.975167261183051,693.2913178738504,120932.26783069,5988144.613794547,0,0.0
two_way_trader,61,265492.67296861415,120.61159020947488,0,91.35332991673742,107.45263911968067,794714.0992422791,938628.4440270995,0,0.0
