hour,event,charter_id,count,gross_tokens,resolution_fee,price_tokens,internal_tokens,wallet_tokens,fresh_tokens,elapsed_days,timestamp_utc
0.0,retire,747,1.0,12573.137958418894,0.0203522832514547,,,,,0.0,2026-09-16T02:57:33+00:00
0.0,retire,444,1.0,11686.647958418896,0.0207656010155286,,,,,0.0,2026-09-16T02:57:33+00:00
0.0,retire,297,1.0,13786.647958418893,0.0214568797668629,,,,,0.0,2026-09-16T02:57:33+00:00
0.0,retire,589,1.0,78760.6479584189,0.0296337006289319,,,,,0.0,2026-09-16T02:57:33+00:00
0.0,retire,786,1.0,12578.997958418891,0.0316060321984541,,,,,0.0,2026-09-16T02:57:33+00:00
0.0,retire,814,1.0,12575.547958418892,0.0337612954983048,,,,,0.0,2026-09-16T02:57:33+00:00
0.0,retire,277,2.0,15891.311004714858,0.0367472095535584,,,,,0.0,2026-09-16T02:57:33+00:00
0.0,retire,92,1.0,24866.647958418896,0.0420073916946226,,,,,0.0,2026-09-16T02:57:33+00:00
0.0,license,644,,,,17488.076761708646,111.66296629142462,17376.413795417222,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,337,,,,17488.076761708646,116.84296629142464,17371.23379541722,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,75,,,,17488.076761708646,118.58226460362395,1244.6601989947626,16124.834298115224,0.0,2026-09-16T02:57:33+00:00
0.0,license,945,,,,17488.076761708646,686.6479584188932,16801.428803289753,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,596,,,,17488.076761708646,686.6479584188932,16801.428803289753,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,213,,,,17488.076761708646,686.6479584188932,16801.428803289753,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,379,,,,17488.076761708646,686.6479584188932,16801.428803289753,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,505,,,,17488.076761708646,686.6479584188932,16801.428803289753,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,864,,,,17488.076761708646,686.6479584188932,16801.428803289753,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,721,,,,17488.076761708646,686.6479584188932,16801.428803289753,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,101,,,,17488.076761708646,686.6479584188932,16801.428803289753,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,778,,,,17488.076761708646,686.6479584188932,16801.428803289753,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,323,,,,17488.076761708646,686.6479584188932,16801.428803289753,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,473,,,,17488.076761708646,686.6479584188932,13468.745870388911,3332.682932905853,0.0,2026-09-16T02:57:33+00:00
0.0,license,78,,,,17488.076761708646,786.6479584188932,16701.428803289753,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,437,,,,17488.076761708646,686.6479584188932,8655.458887336263,8145.969915952533,0.0,2026-09-16T02:57:33+00:00
0.0,license,965,,,,17488.076761708646,686.6479584188932,2412.3606437872068,14389.068159505725,0.0,2026-09-16T02:57:33+00:00
0.0,license,550,,,,17488.076761708646,686.6479584188932,0.0,16801.428803287446,0.0,2026-09-16T02:57:33+00:00
0.0,license,239,,,,17488.076761708646,686.6479584188932,0.0,16801.42880329117,0.0,2026-09-16T02:57:33+00:00
0.0,license,699,,,,17488.076761708646,686.6479584188932,0.0,16801.42880329117,0.0,2026-09-16T02:57:33+00:00
0.0,license,225,,,,17488.076761708646,686.6479584188932,0.0,16801.42880329117,0.0,2026-09-16T02:57:33+00:00
0.0,license,847,,,,17488.076761708646,686.6479584188932,0.0,16801.42880329117,0.0,2026-09-16T02:57:33+00:00
0.0,license,730,,,,17488.076761708646,686.6479584188932,0.0,16801.42880328372,0.0,2026-09-16T02:57:33+00:00
0.0,license,275,,,,17488.076761708646,686.6479584188932,0.0,16801.42880329117,0.0,2026-09-16T02:57:33+00:00
0.0,license,968,,,,17488.076761708646,686.6479584188932,0.0,16801.42880329117,0.0,2026-09-16T02:57:33+00:00
0.0,license,948,,,,17488.076761708646,686.6479584188932,0.0,16801.428803287446,0.0,2026-09-16T02:57:33+00:00
0.0,license,114,,,,17488.076761708646,686.6479584188932,0.0,16801.42880329117,0.0,2026-09-16T02:57:33+00:00
0.0,license,224,,,,17488.076761708646,686.6479584188932,0.0,16801.428803287446,0.0,2026-09-16T02:57:33+00:00
0.0,license,205,,,,17488.076761708646,686.6479584188932,0.0,16801.42880329117,0.0,2026-09-16T02:57:33+00:00
0.0,license,900,,,,17488.076761708646,686.6479584188932,0.0,16801.42880329117,0.0,2026-09-16T02:57:33+00:00
0.0,license,238,,,,17488.076761708646,686.6479584188932,0.0,16801.42880329117,0.0,2026-09-16T02:57:33+00:00
0.0,license,762,,,,17488.076761708646,686.6479584188932,0.0,16801.428803294897,0.0,2026-09-16T02:57:33+00:00
0.0,license,283,,,,17488.076761708646,686.6479584188932,0.0,16801.428803298622,0.0,2026-09-16T02:57:33+00:00
0.0,license,750,,,,17488.076761708646,686.6479584188932,0.0,16801.42880328372,0.0,2026-09-16T02:57:33+00:00
0.0,license,676,,,,17488.076761708646,686.6479584188932,0.0,16801.42880329117,0.0,2026-09-16T02:57:33+00:00
0.0,license,508,,,,17488.076761708646,1376.38915764136,16111.687604067283,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,150,,,,17488.076761708646,1375.1140654795834,11183.4852117205,4929.477484501898,0.0,2026-09-16T02:57:33+00:00
0.0,license,607,,,,17488.076761708646,1374.2558957673302,4454.958829551789,11658.862036388367,0.0,2026-09-16T02:57:33+00:00
0.0,license,702,,,,17488.076761708646,1377.8237574840948,2185.340793920467,13924.91221030429,0.0,2026-09-16T02:57:33+00:00
0.0,license,723,,,,17488.076761708646,1386.44046557571,0.0,16101.636296126992,0.0,2026-09-16T02:57:33+00:00
0.0,license,623,,,,17488.076761708646,1374.917506939864,0.0,16113.159254767,0.0,2026-09-16T02:57:33+00:00
0.0,license,716,,,,17488.076761708646,2055.883402441593,15432.193359267054,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,979,,,,17488.076761708646,2062.0810611566617,15425.995700551985,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,829,,,,17488.076761708646,2067.729780468384,12238.807629412964,3181.5393518283963,0.0,2026-09-16T02:57:33+00:00
0.0,license,952,,,,17488.076761708646,104.5939932852499,17383.482768423397,0.0,0.0,2026-09-16T02:57:33+00:00
0.0,license,735,,,,17488.076761708646,2741.9201161619435,0.0,14746.156645543871,0.0,2026-09-16T02:57:33+00:00
1.0,retire,277,1.0,7970.165306278999,0.0438451602669966,,,,,0.041666666666666664,2026-09-16T03:57:33+00:00
5.0,retire,456,1.0,54114.14943321232,0.0582714453161328,,,,,0.20833333333333334,2026-09-16T07:57:33+00:00
5.0,retire,133,1.0,6751.091674026732,0.0603095440479879,,,,,0.20833333333333334,2026-09-16T07:57:33+00:00
5.0,retire,664,1.0,71617.65943321244,0.0851856232005279,,,,,0.20833333333333334,2026-09-16T07:57:33+00:00
6.0,retire,935,1.0,24233.871900890797,0.0949504072307894,,,,,0.25,2026-09-16T08:57:33+00:00
6.0,retire,971,1.0,9134.871900890816,0.0988080030090818,,,,,0.25,2026-09-16T08:57:33+00:00
6.0,retire,1000,1.0,22083.871900890797,0.1085337453773106,,,,,0.25,2026-09-16T08:57:33+00:00
6.0,retire,698,1.0,24333.871900890797,0.119905511863942,,,,,0.25,2026-09-16T08:57:33+00:00
6.0,retire,510,1.0,12730.141900890814,0.1261282554247027,,,,,0.25,2026-09-16T08:57:33+00:00
6.0,retire,733,1.0,12333.871900890816,0.1323365934957503,,,,,0.25,2026-09-16T08:57:33+00:00
6.0,retire,133,1.0,6775.684141705203,0.1358222786451278,,,,,0.25,2026-09-16T08:57:33+00:00
6.0,retire,95,1.0,23833.871900890797,0.1485065191006041,,,,,0.25,2026-09-16T08:57:33+00:00
6.0,retire,725,1.0,24357.571900890794,0.1621502888875909,,,,,0.25,2026-09-16T08:57:33+00:00
7.0,retire,77,1.0,6951.272416325543,0.1661702377690056,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,316,1.0,1758.6524163255358,0.1671961578397852,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,9,1.0,12755.842416325537,0.1747447362509161,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,920,1.0,4818.161927403392,0.177645111310812,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,791,1.0,12745.602416325535,0.1854473841312617,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,13,1.0,1858.652416325536,0.1866009094903035,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,592,1.0,15412.35241632554,0.1963205824526901,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,549,1.0,12386.333060462684,0.2043316290512404,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,841,1.0,24860.198666819724,0.2209473898181224,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,807,1.0,22108.65241632551,0.2363263876172496,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,268,1.0,2407.8562040971574,0.238035554955443,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,634,1.0,6800.5414940378105,0.2428991006595425,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,85,1.0,4457.442416325542,0.2461160368069327,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
7.0,retire,950,2.0,11768.833467102804,0.2547203631191478,,,,,0.2916666666666667,2026-09-16T09:57:33+00:00
8.0,retire,841,1.0,24885.29906842615,0.2734433311800024,,,,,0.3333333333333333,2026-09-16T10:57:33+00:00
8.0,retire,549,1.0,12411.43346206911,0.2830498145848711,,,,,0.3333333333333333,2026-09-16T10:57:33+00:00
9.0,retire,920,1.0,4868.406007170735,0.2868667667928841,,,,,0.375,2026-09-16T11:57:33+00:00
23.0,retire,108,1.0,1261.211710358047,0.2878600721853376,,,,,0.9583333333333334,2026-09-17T01:57:33+00:00
23.0,retire,44,1.0,1676.1807608707395,0.2891830546810516,,,,,0.9583333333333334,2026-09-17T01:57:33+00:00
23.0,retire,634,1.0,7203.100788070307,0.2949054420448644,,,,,0.9583333333333334,2026-09-17T01:57:33+00:00
23.0,retire,950,1.0,6286.976027583899,0.2999492196913658,,,,,0.9583333333333334,2026-09-17T01:57:33+00:00
23.0,retire,885,1.0,3261.2117103580536,0.3025836137313309,,,,,0.9583333333333334,2026-09-17T01:57:33+00:00
23.0,retire,268,2.0,5620.830996259349,0.307153055171196,,,,,0.9583333333333334,2026-09-17T01:57:33+00:00
23.0,retire,920,1.0,5220.721221435888,0.3114300567220478,,,,,0.9583333333333334,2026-09-17T01:57:33+00:00
