hours,elapsed_days,timestamp_utc,price_ETH,price_return,wallet_tokens,wallet_cash_ETH,branches,bank_pending,vault_ETH,hook_ETH,epoch_flow_ETH,branch_withdraw_sell_ETH,sell_pool_ETH,branch_withdraw_sell_ETH_tokens,branches_retired,licenses,license_internal_tokens,license_wallet_tokens,license_fresh_tokens,license_fresh_buy_ETH,buy_pool_ETH,game_prefund_ETH,external_capital_ETH,spec_buy_ETH,spec_sell_ETH,spec_sell_ETH_tokens,owner_spec_buy_ETH,new_seller_activations,owner_spec_sell_ETH,owner_spec_sell_ETH_tokens
13.0,0.5416666666666666,2026-09-16T15:57:33+00:00,0.0001516460025776628,0.5947526531166787,69311143.86557811,6631.410596512048,1198,1686361.41569027,111.7189937774005,2393.867955415757,3050.669629458636,0.0,11.127815362503952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921402735831821,0.0,17.851705687173588,2.138167775727346,9.581239468141106,65640.81354216742,2.8836717506316543,10.0,1.2127414334877267,8318.971721459817
13.25,0.5520833333333334,2026-09-16T16:12:33+00:00,0.00015186421472797334,0.5970474343818284,69329651.3379969,6640.582851724404,1198,1693653.0823569368,111.7189937774005,2394.1515753192807,3053.5967833021427,0.0,4.441385193987571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.368539037493509,0.0,12.383028959385435,7.518917385197457,2.8609117485276823,19628.366106433983,0.0,11.0,1.4472318896402612,9936.175885036691
13.5,0.5625,2026-09-16T16:27:33+00:00,0.00015216814982063628,0.6002437025798724,69355752.08892149,6674.047950651773,1198,1700944.7490236033,111.7189937774005,2394.249886691349,3057.6111950142986,0.0,0.32503867172272294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3394503838789165,0.0,37.5778220115927,4.428010595794812,0.31188124584923566,2136.0814609752365,0.0,5.0,0.0034062657218055393,23.348184322759096
13.75,0.5729166666666666,2026-09-16T16:42:33+00:00,0.00015312795116207692,0.6103372474785815,69437120.30930501,6670.624096829204,1198,1708236.4156902703,111.7189937774005,2394.97534919547,3070.3450668591468,0.0,9.236352573753265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.97022441860217,0.0,10.035480526402859,19.534924594880767,4.267904483887905,29208.785880247113,2.8836717506316543,9.0,4.691357512652762,32063.684071218406
14.0,0.5833333333333334,2026-09-16T16:57:33+00:00,0.00015320764191293365,0.6111752981637129,69443638.19206008,6674.228493173972,1198,1715528.0823569368,111.7189937774005,2395.191858755533,3071.4317510436417,0.0,3.8551758131761744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.941859997672029,0.0,4.907590089327483,5.042714283338805,3.738675220626478,25414.667450687393,0.0,7.0,0.0008453181544109611,5.74128830806816
14.25,0.59375,2026-09-16T17:12:33+00:00,0.00015144385149652863,0.5926267746399019,69290432.40050903,6710.366605636935,1198,1722819.7490236037,111.7189937774005,2396.2970609431645,3048.493287387639,0.0,31.211891032385665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.273427376383463,0.0,14.304850994590701,5.558601082412696,18.00640250005167,122834.36342307604,2.8836717506316543,12.0,12.269131801362427,84355.06081951155
14.5,0.6041666666666666,2026-09-16T17:27:33+00:00,0.00014972182291609273,0.5745174305047904,69138643.69704306,6749.889639101707,1198,1730111.4156902703,111.7189937774005,2397.0638070167256,3025.900528645608,0.0,24.357617954074612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.764859212044259,0.0,17.697020796304855,1.8008767469839377,20.8348553227409,143957.83057736678,0.0,10.0,2.792034092711478,19398.677446583963
14.75,0.6145833333333334,2026-09-16T17:42:33+00:00,0.00014997979270571464,0.5772303144544533,69160890.77168897,6754.356652637581,1198,1737403.082356937,111.7189937774005,2397.444914797593,3029.392746643238,0.0,6.146584317744782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.638802315374223,0.0,8.340339314369736,9.835512566708392,1.3484194653519896,9370.276981642277,0.0,10.0,4.613767322860449,32063.68407221477
15.0,0.625,2026-09-16T17:57:33+00:00,0.00015037747949411985,0.5814125022479881,69195640.11239463,6768.050675333803,1198,1744694.7490236042,111.7189937774005,2397.606329770956,3034.685570630043,0.0,1.059315671267541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3521396580723835,0.0,19.14826165639094,6.4817751612983505,0.7714597907619192,5345.998435710475,0.0,9.0,0.2560764103675956,1777.9052678707596
15.25,0.6354166666666666,2026-09-16T18:12:33+00:00,0.00015026847372184588,0.5802661664291464,69185690.63762367,6784.011065305678,1198,1751986.4156902707,111.7189937774005,2397.892286536821,3033.301400208496,0.0,6.233219412522884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.849048990976307,0.0,14.86217631619434,4.94800917446562,5.907662847320879,40932.585484096984,0.0,13.0,0.13855998282631846,959.651521028606
