strategy,hours_since_first_receipt,at_risk,first_sales,descriptive_survival
inactive_holder,17.75,8317,3,0.7625927434030036
inactive_holder,18.0,8269,1,0.7625005203115292
inactive_holder,18.25,8230,1,0.7624078714026213
inactive_holder,18.5,8188,3,0.7621285329055271
inactive_holder,18.75,8146,3,0.7618478570402292
inactive_holder,19.0,8094,3,0.7615654820005553
inactive_holder,19.25,8058,2,0.7613764610320766
inactive_holder,19.5,8010,0,0.7613764610320766
inactive_holder,19.75,7947,0,0.7613764610320766
inactive_holder,20.0,7851,0,0.7613764610320766
inactive_holder,20.25,7757,0,0.7613764610320766
inactive_holder,20.5,7646,0,0.7613764610320766
inactive_holder,20.75,7498,0,0.7613764610320766
inactive_holder,21.0,7280,0,0.7613764610320766
inactive_holder,21.25,7179,0,0.7613764610320766
inactive_holder,21.5,7116,0,0.7613764610320766
inactive_holder,21.75,7003,0,0.7613764610320766
inactive_holder,22.0,6948,0,0.7613764610320766
inactive_holder,22.25,6891,0,0.7613764610320766
inactive_holder,22.5,6843,0,0.7613764610320766
inactive_holder,22.75,6787,0,0.7613764610320766
inactive_holder,23.0,6709,0,0.7613764610320766
inactive_holder,23.25,6619,0,0.7613764610320766
inactive_holder,23.5,6478,0,0.7613764610320766
inactive_holder,23.75,6352,0,0.7613764610320766
inactive_holder,24.0,6215,0,0.7613764610320766
inactive_holder,24.25,6054,0,0.7613764610320766
inactive_holder,24.5,5768,0,0.7613764610320766
inactive_holder,24.75,5447,0,0.7613764610320766
inactive_holder,25.0,4996,0,0.7613764610320766
inactive_holder,25.25,4032,0,0.7613764610320766
inactive_holder,25.5,2446,0,0.7613764610320766
inactive_holder,25.75,2059,0,0.7613764610320766
recent_buyer,0.25,269,11,0.9591078066914498
recent_buyer,0.5,247,11,0.916394503559442
recent_buyer,0.75,231,4,0.9005262004675036
recent_buyer,1.0,226,2,0.8925569420562868
recent_buyer,1.25,221,0,0.8925569420562868
recent_buyer,1.5,218,0,0.8925569420562868
recent_buyer,1.75,218,1,0.888462644156946
recent_buyer,2.0,214,0,0.888462644156946
recent_buyer,2.25,205,0,0.888462644156946
recent_buyer,2.5,205,0,0.888462644156946
recent_buyer,2.75,203,0,0.888462644156946
recent_buyer,3.0,203,1,0.8840859808852369
recent_buyer,3.25,198,0,0.8840859808852369
recent_buyer,3.5,192,1,0.8794813664014596
recent_buyer,3.75,185,0,0.8794813664014596
recent_buyer,4.0,181,0,0.8794813664014596
recent_buyer,4.25,167,0,0.8794813664014596
recent_buyer,4.5,153,0,0.8794813664014596
recent_buyer,4.75,150,1,0.8736181572921164
recent_buyer,5.0,149,0,0.8736181572921164
recent_buyer,5.25,148,0,0.8736181572921164
recent_buyer,5.5,148,0,0.8736181572921164
recent_buyer,5.75,148,0,0.8736181572921164
recent_buyer,6.0,147,0,0.8736181572921164
recent_buyer,6.25,147,0,0.8736181572921164
recent_buyer,6.5,146,0,0.8736181572921164
recent_buyer,6.75,146,1,0.8676344712832663
recent_buyer,7.0,145,0,0.8676344712832663
recent_buyer,7.25,145,0,0.8676344712832663
recent_buyer,7.5,145,0,0.8676344712832663
recent_buyer,7.75,144,0,0.8676344712832663
recent_buyer,8.0,144,0,0.8676344712832663
recent_buyer,8.25,144,0,0.8676344712832663
recent_buyer,8.5,143,0,0.8676344712832663
recent_buyer,8.75,143,0,0.8676344712832663
recent_buyer,9.0,143,0,0.8676344712832663
recent_buyer,9.25,143,1,0.8615670973582086
recent_buyer,9.5,141,0,0.8615670973582086
recent_buyer,9.75,141,0,0.8615670973582086
recent_buyer,10.0,140,4,0.8369508945765455
recent_buyer,10.25,135,0,0.8369508945765455
recent_buyer,10.5,134,0,0.8369508945765455
recent_buyer,10.75,134,0,0.8369508945765455
recent_buyer,11.0,133,0,0.8369508945765455
recent_buyer,11.25,131,0,0.8369508945765455
recent_buyer,11.5,131,0,0.8369508945765455
recent_buyer,11.75,130,0,0.8369508945765455
recent_buyer,12.0,129,0,0.8369508945765455
recent_buyer,12.25,128,1,0.8304122157126662
recent_buyer,12.5,126,0,0.8304122157126662
recent_buyer,12.75,126,0,0.8304122157126662
