hours,elapsed_days,timestamp_utc,price_ETH,price_return,wallet_tokens,wallet_cash_ETH,branches,bank_pending,vault_ETH,hook_ETH,epoch_flow_ETH,branch_withdraw_sell_ETH,sell_pool_ETH,branch_withdraw_sell_ETH_tokens,branches_retired,licenses,license_internal_tokens,license_wallet_tokens,license_fresh_tokens,license_fresh_buy_ETH,buy_pool_ETH,game_prefund_ETH,external_capital_ETH,spec_buy_ETH,spec_sell_ETH,spec_sell_ETH_tokens,new_seller_activations,owner_spec_buy_ETH,owner_spec_sell_ETH,owner_spec_sell_ETH_tokens
0.0,0.0,2026-09-16T02:57:33+00:00,9.509060999603663e-05,0.0,62715168.74666107,6838.7985800381175,1153,1413081.8011091093,111.7189937774005,2359.222523915383,2166.6432875407877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.010416666666666666,2026-09-16T03:12:33+00:00,0.00010157919996290718,0.06823586437336959,63310806.354179576,6720.9006540753435,1195,1263070.4894980406,111.7189937774005,2362.5549236591814,2290.6827731771573,11.332604496292133,15.889919761032615,124502.16230375842,4.0,46.0,29415.896444065223,608892.5567230815,166143.07787145674,16.249955325028758,139.92940539740366,121.34305125889706,9.473959417395758,3.411648063028868,0.9565288840298808,9804.014122206474,14.0,1.7804529014163935,3.124088787879623,31995.09344959631
0.5,0.020833333333333332,2026-09-16T03:27:33+00:00,0.00010059591744198344,0.05789538468810185,63127492.688780084,6750.614997620281,1195,1270362.1561647076,111.7189937774005,2363.107336082564,2272.3383556542854,0.0,18.38567865127243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04126112840054497,0.0,11.922338445450102,0.04210319224545406,1.4266973550277815,14632.156975304382,13.0,0.0,16.407410936706473,169083.87207382993
0.75,0.03125,2026-09-16T03:42:33+00:00,0.00010025545010418521,0.05431493297144541,63063434.81990099,6759.528971824051,1195,1277653.8228313741,111.7189937774005,2363.299194047731,2265.96995840614,0.0,6.3843876685559735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015990420411245376,0.0,2.7374349207911517,0.016316755521678952,6.0673611462523604,62914.25920877507,17.0,0.0,0.1254948922469339,1301.3663369295227
1.0,0.041666666666666664,2026-09-16T03:57:33+00:00,9.889865818509425e-05,0.04004652183024526,62804883.81096945,6796.452515239304,1195,1284945.4894980404,111.7189937774005,2364.0663284684615,2240.4832570412236,0.0,25.536958696654438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0502573317384202,0.0,12.203976471068785,0.051282991569816534,24.770849935754796,259048.62593849542,24.0,0.0,0.0,0.0
1.25,0.052083333333333336,2026-09-16T04:12:33+00:00,9.918252451618298e-05,0.04303174120259512,62873726.77206804,6795.208429684492,1193,1276297.0306551112,111.7189937774005,2364.444243357641,2245.9373994897614,1.461662706856755,5.288942154324559,15396.620563369877,2.0,0.0,0.0,0.0,0.0,0.0,10.743084602862352,3.06064071627448,4.587971782904005,5.018018760504429,3.5578587148309357,37317.34880237902,9.0,2.8836717506316543,0.11075246800713102,1162.7981016611461
1.5,0.0625,2026-09-16T04:27:33+00:00,9.917032626334577e-05,0.0429034608935539,62871246.64755142,6802.772370570137,1193,1283588.6973217775,111.7189937774005,2364.521481524576,2245.72183417342,0.0,1.6195285409576172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4039632246164204,0.0,7.425613736237862,1.432615535322878,1.570942684728889,16500.831719625425,16.0,0.0,0.0,0.0
1.75,0.07291666666666667,2026-09-16T04:42:33+00:00,9.855471592607074e-05,0.03642952685000633,62752657.43636475,6816.23137080938,1193,1290880.3639884444,111.7189937774005,2364.8754111163153,2234.1173920744445,0.0,11.719429997636325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11498789866057363,0.0,2.208487732005548,0.1173345904699731,3.527182593815678,37231.80122334146,11.0,0.0,7.840664503891557,82510.53536615745
2.0,0.08333333333333333,2026-09-16T04:57:33+00:00,9.644654358903397e-05,0.014259384738975367,62337869.80235729,6870.243088372453,1193,1298172.0306551107,111.7189937774005,2366.2214632848604,2194.1395864562833,0.0,42.888405618161414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9105999999999996,0.0,15.379964113456325,0.0,37.15258862589759,396985.7889151879,12.0,2.9699999999999998,4.449164823718983,47017.8296197573
2.25,0.09375,2026-09-16T05:12:33+00:00,9.643324905702383e-05,0.0141195756451995,62335159.65384732,6872.603547299538,1193,1305463.6973217777,111.7189937774005,2366.2557102856385,2193.891415333368,0.0,0.7798680813989449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316969584837273,0.0,2.1465348049491766,0.5425479168201299,0.7564720389569766,8169.179477886841,8.0,0.0,0.0,0.0
