hours,elapsed_days,timestamp_utc,price_ETH,price_return,wallet_tokens,wallet_cash_ETH,branches,bank_pending,vault_ETH,hook_ETH,epoch_flow_ETH,branch_withdraw_sell_ETH,sell_pool_ETH,branch_withdraw_sell_ETH_tokens,branches_retired,game_prefund_ETH,buy_pool_ETH,external_capital_ETH,spec_sell_ETH,spec_sell_ETH_tokens,new_seller_activations,owner_spec_buy_ETH,owner_spec_sell_ETH,owner_spec_sell_ETH_tokens,spec_buy_ETH,licenses,license_internal_tokens,license_wallet_tokens,license_fresh_tokens,license_fresh_buy_ETH
6.0,0.25,2026-09-16T11:40:47+00:00,0.00010590004904630185,0.02033926852928003,64099333.82878225,7079.483827344966,1192,1510125.5676900833,111.7189937774005,2384.8858716990485,2374.97645372902,0.0,0.6461459999968611,0.0,0.0,0.0,0.3002714891364751,17.89152042215192,0.6267616199969552,6162.15208720542,5.0,0.016499063080068502,0.0,0.0,0.2899004156306204,0.0,0.0,0.0,0.0,0.0
6.25,0.2604166666666667,2026-09-16T11:55:47+00:00,0.00010616071869687678,0.022850801649336727,64144213.04449034,7080.171785128396,1192,1517417.23435675,111.7189937774005,2385.1494043159196,2379.849214026135,0.0,3.255197542337555,0.0,0.0,0.0,8.127957839452968,5.82425069741755,3.157541616067428,31051.353459139387,7.0,0.2772487613296293,0.0,0.0,8.016585768724418,0.0,0.0,0.0,0.0,0.0
6.5,0.2708333333333333,2026-09-16T12:10:47+00:00,0.00010621537813517763,0.023377441360992846,64153410.850524485,7080.547491030239,1192,1524708.9010234168,111.7189937774005,2385.3067999170344,2380.8906082746635,0.0,2.700805751471762,0.0,0.0,0.0,3.7422,1.5744957514865483,2.6197815789276095,25685.761919692766,7.0,0.0,0.0,0.0,3.8185714285714285,0.0,0.0,0.0,0.0,0.0
6.75,0.28125,2026-09-16T12:25:47+00:00,0.00010612443960157249,0.02250125520531654,64137497.47274365,7094.052264608381,1192,1532000.5676900833,111.7189937774005,2385.3677691475523,2379.2222933391754,0.0,1.8849421987333699,0.0,0.0,0.0,0.21662726324488998,11.897427873172246,1.5484102248592493,15187.937974835064,5.0,0.0,0.2799837079121198,2746.0582642639147,0.22104822780090813,0.0,0.0,0.0,0.0,0.0
7.0,0.2916666666666667,2026-09-16T12:40:47+00:00,0.0001062688386075604,0.023892529123250794,64162336.71856066,7131.500802256975,1192,1539292.23435675,111.7189937774005,2385.4942613164185,2381.9155971637333,0.0,1.4189524088592407,0.0,0.0,0.0,4.112256233417096,40.26833364201628,1.277329536776069,12530.17171067562,11.0,0.0,0.09905429981739416,970.6806982082187,4.196179830017446,0.0,0.0,0.0,0.0,0.0
7.25,0.3020833333333333,2026-09-16T12:55:47+00:00,0.00010636280217767742,0.024797861285652978,64178462.44324544,7138.501068940285,1192,1546583.901023417,111.7189937774005,2385.5821843633785,2383.6683349565883,0.0,1.0346119466380514,0.0,0.0,0.0,2.78734973949292,8.840927523127123,0.9330943928277792,9134.550173504913,5.0,0.30987593420328857,0.0704791954111306,689.777524719234,2.5343584938507115,0.0,0.0,0.0,0.0,0.0
7.5,0.3125,2026-09-16T13:10:47+00:00,0.00010633787694996838,0.024557708529940436,64173606.934664756,7143.473997657036,1192,1553875.5676900838,111.7189937774005,2385.867730214952,2383.265110434932,0.0,5.82792358247525,0.0,0.0,0.0,5.42469906081838,4.8552500466658985,3.4924340314126305,34206.064922961414,5.0,0.2990135925,2.160651843588362,21189.59356327299,5.236393612416715,0.0,0.0,0.0,0.0,0.0
7.75,0.3229166666666667,2026-09-16T13:25:47+00:00,0.00010624078802584888,0.02362226380908794,64156485.2781003,7158.551185048862,1192,1561167.2343567503,111.7189937774005,2386.018433824434,2381.502056785548,0.0,3.703453649383846,0.0,0.0,0.0,1.9404,13.464837351923945,3.5923500399023305,35179.08256652302,5.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0
8.0,0.3333333333333333,2026-09-16T13:40:47+00:00,0.00010605001660446774,0.021784195042347188,64122424.4961589,7168.144142570174,1192,1568458.9010234168,111.7189937774005,2386.5011052446744,2378.07264892455,0.0,10.963687227860191,0.0,0.0,0.0,7.534279366862115,6.646221080554285,10.382579485051727,101765.39008596378,10.0,0.0494999999999999,0.252197125972657,2472.127642668171,7.638540170267463,0.0,0.0,0.0,0.0,0.0
8.25,0.34375,2026-09-16T13:55:47+00:00,0.00010604824976045441,0.021767171628813475,64121957.05257945,7173.151172839659,1192,1575750.5676900838,111.7189937774005,2386.5860903299285,2378.056940586188,0.0,1.6922985894111662,0.0,0.0,0.0,1.676590251048912,5.076307016378417,1.6356076420662522,16064.301853686624,5.0,0.0,0.005921989662579108,58.173665324589834,1.7108063786213386,0.0,0.0,0.0,0.0,0.0
8.5,0.3541666666666667,2026-09-16T14:10:47+00:00,0.00010529167791711964,0.014477656957478935,63988527.56619877,7190.648741547124,1192,1583042.2343567503,111.7189937774005,2387.1446035466947,2364.154410917575,0.0,16.708371372524198,0.0,0.0,0.0,2.805841703911615,4.153552255618563,10.859513695775641,106945.66099486778,12.0,0.0445413434760844,5.347606535572826,52808.01370882079,2.8185624360255632,0.0,0.0,0.0,0.0,0.0
8.75,0.3645833333333333,2026-09-16T14:25:47+00:00,0.0001053294274487766,0.01484137094878557,63995076.2819954,7191.641070804867,1192,1590333.901023417,111.7189937774005,2387.19206497837,2364.864308897981,0.0,0.6541344824531734,0.0,0.0,0.0,1.3640324628586387,1.749688669822773,0.6345104479795783,6275.522142131759,9.0,0.0,0.0,0.0,1.391869860059835,0.0,0.0,0.0,0.0,0.0
9.0,0.375,2026-09-16T14:40:47+00:00,0.00010526715570537505,0.014241387231265223,63983689.14712201,7201.602538647663,1192,1597625.5676900835,111.7189937774005,2387.4210806758683,2363.754520705969,0.0,4.992533347945027,0.0,0.0,0.0,3.882745155932768,9.08069534828194,4.735655288700296,46833.18181165365,8.0,0.0494999999999999,0.10710205880638113,1059.4796781636496,3.91248485299262,0.0,0.0,0.0,0.0,0.0
9.25,0.3854166666666667,2026-09-16T14:55:47+00:00,0.00010525911619147894,0.014163927099736018,63982151.38336814,7210.589845029037,1192,1604917.2343567505,111.7189937774005,2387.4859577308507,2363.6182648224462,0.0,1.3421990192923658,0.0,0.0,0.0,1.2059431357699215,8.91592755283316,1.1924291398468723,11793.961289973266,4.0,0.2990135925,0.10950390886672266,1082.8354804449264,0.9315406276733893,0.0,0.0,0.0,0.0,0.0
9.5,0.3958333333333333,2026-09-16T15:10:47+00:00,0.00010516109907277585,0.013219539291595028,63964179.54969731,7219.751177191869,1192,1612208.901023417,111.7189937774005,2387.858861105084,2361.8728946393944,0.0,8.104305878748164,0.0,0.0,0.0,6.35893569569655,7.788865354014103,7.861176702385719,77805.03428586708,8.0,0.0,0.0,0.0,6.488709893567908,0.0,0.0,0.0,0.0,0.0
9.75,0.40625,2026-09-16T15:25:47+00:00,0.00010523986823525443,0.01397847444176592,63977873.93803976,7226.534797412121,1192,1619500.5676900838,111.7189937774005,2387.954890696776,2363.3546079098164,0.0,1.3051565678088082,0.0,0.0,0.0,2.786869838230704,8.361363082367102,0.9656179140087168,9561.537925314226,7.0,1.98,0.30038395676582696,2974.936643888558,0.8637447328884738,0.0,0.0,0.0,0.0,0.0
10.0,0.4166666666666667,2026-09-16T15:40:47+00:00,0.00010504860669382363,0.01213568340400184,63943922.40189881,7234.5196389178145,1192,1626792.2343567503,111.7189937774005,2388.075182787323,2359.8261985163444,0.0,3.8148671377566643,0.0,0.0,0.0,0.2864577442845546,4.576724202767246,3.4946152590511974,34607.80516853265,6.0,0.0,0.20580586457276695,2039.788776053277,0.2923038206985252,0.0,0.0,0.0,0.0,0.0
10.25,0.4270833333333333,2026-09-16T15:55:47+00:00,0.00010531317185086492,0.014684749445470935,63990248.460966475,7242.51704984396,1192,1634083.901023417,111.7189937774005,2388.2304283978096,2364.7699331227436,0.0,1.0782592337882306,0.0,0.0,0.0,6.021993840187819,13.096391143032733,0.8676587747014403,8602.589842450707,5.0,0.0,0.17825268207314365,1763.2130236692242,6.14489167366104,0.0,0.0,0.0,0.0,0.0
10.5,0.4375,2026-09-16T16:10:47+00:00,0.00010530783445859395,0.014633324059225572,63989275.789969794,7255.498477693806,1192,1641375.5676900838,111.7189937774005,2388.2483848914176,2364.6744836481876,0.0,0.3948654499458826,0.0,0.0,0.0,0.29941597539,12.903934868898862,0.38301948644750616,3787.692210804427,7.0,0.2990135925,0.0,0.0,0.006512913,0.0,0.0,0.0,0.0,0.0
10.75,0.4479166666666667,2026-09-16T16:25:47+00:00,0.00010510803644773425,0.012708284759526567,63953763.703467384,7260.951991000957,1192,1648667.2343567503,111.7189937774005,2388.416457485168,2360.9985228005935,0.0,4.822476899329558,0.0,0.0,0.0,1.1465160517352728,1.945625053305393,4.677802592349672,46313.41914685324,8.0,0.0,0.0,0.0,1.1699143385053805,0.0,0.0,0.0,0.0,0.0
11.0,0.4583333333333333,2026-09-16T16:40:47+00:00,0.00010527106997822835,0.014279100965450597,63982161.647880435,7308.17025826806,1192,1655958.9010234168,111.7189937774005,2388.589382627323,2364.0603186461844,0.0,2.1909053117783515,0.0,0.0,0.0,5.252701157369315,50.45298825485115,2.115408306537979,20915.759415189004,9.0,0.0,0.009769845887021802,96.59593014490056,5.35989914017277,0.0,0.0,0.0,0.0,0.0
11.25,0.46875,2026-09-16T16:55:47+00:00,0.00010517548058891593,0.013358104153376127,63964909.32442406,7317.625402091468,1192,1663250.5676900835,111.7189937774005,2388.810230381901,2362.329854885781,0.0,5.081782888535599,0.0,0.0,0.0,3.3513191281322663,7.945527817580393,4.9293294018795315,48818.851833250184,8.0,0.0494999999999999,0.0,0.0,3.3702133960533334,0.0,0.0,0.0,0.0,0.0
11.5,0.4791666666666667,2026-09-16T17:10:47+00:00,0.00010541125840893754,0.015629806296885818,64006022.550359905,7328.144053428276,1192,1670542.23435675,111.7189937774005,2389.001497675094,2366.7433214244406,0.0,2.007542845275566,0.0,0.0,0.0,6.421009383935466,15.123385168661999,1.9384473741395412,19200.63837646989,6.0,0.0,0.008869185777757593,87.61693959258542,6.552050391770883,0.0,0.0,0.0,0.0,0.0
11.75,0.4895833333333333,2026-09-16T17:25:47+00:00,0.00010569215252335597,0.018336200654782475,64055007.27591247,7325.6296568663,1192,1677833.9010234168,111.7189937774005,2389.13081520518,2371.9750415206513,0.0,0.44730318946903935,0.0,0.0,0.0,5.679023285679831,2.8466410643213558,0.4119124475540686,4059.2701813904573,7.0,0.0,0.021971646230899748,216.47370233252923,5.79492172008146,0.0,0.0,0.0,0.0,0.0
12.0,0.5,2026-09-16T17:40:47+00:00,0.0001045796817336105,0.007617625525768057,63857675.43582021,7393.196972440373,1192,1685125.5676900833,111.7189937774005,2389.7469822806565,2351.436139004788,0.0,20.538902515863356,0.0,0.0,0.0,0.0,47.6445801336865,19.91806868429103,197285.83305020694,7.0,0.0,0.004666756096421523,46.007042054105845,0.0,0.0,0.0,0.0,0.0,0.0
12.25,0.5104166666666666,2026-09-16T17:55:47+00:00,0.0001048334612715189,0.010062772911525686,63902373.618305,7409.028223010372,1192,1692417.2343567498,111.7189937774005,2389.920696575656,2356.19444524791,0.0,1.519714255801773,0.0,0.0,0.0,6.278020498923679,20.76327110811987,1.4741228281277203,14646.688815317963,2.0,0.0,0.0,0.0,6.406143366248653,0.0,0.0,0.0,0.0,0.0
12.5,0.5208333333333334,2026-09-16T18:10:47+00:00,0.00010306663744977457,-0.006960446077830196,63583507.42869335,7448.004745862579,1192,1699708.9010234165,111.7189937774005,2390.9390112956994,2323.3944855480886,0.0,33.48072104533503,0.0,0.0,0.0,0.6807613455136183,7.194877872427698,32.2211420512233,322826.9557031788,8.0,0.0,0.25515736275167,2547.025358512785,0.6946544341975698,0.0,0.0,0.0,0.0,0.0
12.75,0.53125,2026-09-16T18:25:47+00:00,0.00010322996971215318,-0.005386751611930918,63612996.286244206,7445.511591968962,1192,1707000.5676900833,111.7189937774005,2391.0034136607937,2326.467614829522,0.0,0.03343587378412849,0.0,0.0,0.0,3.1065651552176288,0.6443777529130659,0.03243279757060463,327.3047837030441,2.0,0.0,0.0,0.0,3.1699644440996213,0.0,0.0,0.0,0.0,0.0
13.0,0.5416666666666666,2026-09-16T18:40:47+00:00,0.00010287518282918028,-0.008805097419288144,63547829.23200032,7508.164776667369,1192,1714292.2343567498,111.7189937774005,2391.417643099151,2319.905064983784,0.0,10.874409848257073,0.0,0.0,0.0,4.311860002518851,56.50486429102532,2.7843179906675513,28219.263098798627,8.0,0.0,7.7638595621418105,78483.689159521,4.399857145427399,0.0,0.0,0.0,0.0,0.0
13.25,0.5520833333333334,2026-09-16T18:55:47+00:00,0.00010273780598753743,-0.010128713294607072,63522282.025621526,7522.090391191821,1192,1721583.9010234163,111.7189937774005,2391.702479500077,2317.387506016329,0.0,6.66985530885313,0.0,0.0,3.003070837389153,4.152296341398088,11.692891957923793,6.4314964223622715,65110.02928836634,10.0,0.0494999999999999,0.03826322722526584,387.9998576545691,1.1844662456701212,0.0,0.0,0.0,0.0,0.0
13.5,0.5625,2026-09-16T19:10:47+00:00,0.0001027577196112273,-0.009936846979034186,63525884.97888562,7524.157788471259,1192,1728875.5676900828,111.7189937774005,2391.7144644213104,2317.763180139439,0.0,0.08566276001374717,0.0,0.0,0.0,0.4613368831241321,2.455056323779387,0.050491780517445475,511.7811037733036,7.0,0.0,0.03260109669588928,330.44518092206584,0.4707519215552369,0.0,0.0,0.0,0.0,0.0
13.75,0.5729166666666666,2026-09-16T19:25:47+00:00,0.00010253328419052809,-0.012099265930211267,63484677.81653632,7533.038122029918,1192,1736167.2343567496,111.7189937774005,2391.8568084117114,2313.5824335796297,0.0,4.516438092891348,0.0,0.0,0.0,0.3356915330818607,4.841930989250375,4.247839373469614,43097.10847975026,11.0,0.0,0.13310557663499367,1350.9041783138932,0.3425423806957763,0.0,0.0,0.0,0.0,0.0
14.0,0.5833333333333334,2026-09-16T19:40:47+00:00,0.00010239707953481825,-0.013411587879339826,63459590.374196306,7546.919544194235,1192,1743458.901023416,111.7189937774005,2391.9503375708828,2311.0444146280893,0.0,2.8829747979525564,0.0,0.0,0.0,0.3449558464122879,11.436932371947886,2.7964855540139797,28419.673848976832,7.0,0.0,0.0,0.0,0.35199576164519175,0.0,0.0,0.0,0.0,0.0
14.25,0.59375,2026-09-16T19:55:47+00:00,0.00010237963081913551,-0.013579704985581365,63456320.82142453,7549.190478525273,1192,1750750.5676900828,111.7189937774005,2391.9890438193097,2310.7244881759716,0.0,0.8973816295697361,0.0,0.0,0.0,0.5774551774520872,1.989714127347713,0.4670246906439524,4748.725715043468,2.0,0.0,0.40343549003869156,4102.989284765355,0.5892399769919257,0.0,0.0,0.0,0.0,0.0
14.5,0.6041666666666666,2026-09-16T20:10:47+00:00,0.00010225070940048,-0.014821853475533553,63432276.77190187,7601.61695214519,1192,1758042.2343567493,111.7189937774005,2392.203693191147,2308.345580529426,0.0,5.221346909520889,0.0,0.0,0.0,2.842439262975925,50.262215345208325,5.064706502235263,51545.14236944843,5.0,0.0,0.0,0.0,2.9004482275264554,0.0,0.0,0.0,0.0,0.0
14.75,0.6145833333333334,2026-09-16T20:25:47+00:00,0.0001044323407856018,0.006198006210484497,63824712.92718361,7560.093389649097,1192,1765333.9010234158,111.7189937774005,2393.242008730531,2349.388525240375,0.0,3.9815857161247545,0.0,0.0,0.0,45.02453042707411,0.5576977542391136,3.845706372311988,38315.07875445832,7.0,0.0,0.01643177232902417,163.68912796009795,45.94339839497359,0.0,0.0,0.0,0.0,0.0
15.0,0.625,2026-09-16T20:40:47+00:00,0.00010432832283858488,0.005195800858089017,63805986.26497703,7563.652063148007,1192,1772625.5676900824,111.7189937774005,2393.3381415989447,2347.46858495595,0.0,2.684393051295501,0.0,0.0,0.0,0.764452766870127,1.7348660828981066,2.6004697048083876,25938.66316124785,6.0,0.0,0.0033915549482480853,33.81940352561658,0.7800538437450276,0.0,0.0,0.0,0.0,0.0
15.25,0.6354166666666666,2026-09-16T20:55:47+00:00,0.00010425396774015229,0.004479394893886157,63792552.72941594,7608.441179630598,1192,1779917.2343567493,111.7189937774005,2393.4225691188076,2346.0986974310185,0.0,2.229488258391484,0.0,0.0,0.0,0.859600733460056,43.503656477522696,2.1623125477816982,21585.876061115272,11.0,0.0,0.0002910628580411867,2.906995254152872,0.8771436055714859,0.0,0.0,0.0,0.0,0.0
15.5,0.6458333333333334,2026-09-16T21:10:47+00:00,0.00010255398350003771,-0.011899829588922328,63483446.42793344,7643.971581866987,1192,1787208.9010234156,111.7189937774005,2394.4538829512944,2314.4891233361545,0.0,33.2566606828791,0.0,0.0,0.0,1.6470865880150138,4.9521419740124895,23.98288194828104,241974.3754276198,5.0,0.0,8.27607891411169,82815.49646517687,1.6807006000153202,0.0,0.0,0.0,0.0,0.0
