hours,elapsed_days,timestamp_utc,price_ETH,price_return,wallet_tokens,wallet_cash_ETH,branches,bank_pending,vault_ETH,hook_ETH,epoch_flow_ETH,branch_withdraw_sell_ETH,sell_pool_ETH,branch_withdraw_sell_ETH_tokens,branches_retired,game_prefund_ETH,buy_pool_ETH,external_capital_ETH,spec_sell_ETH,spec_sell_ETH_tokens,new_seller_activations,spec_buy_ETH,buyback_ETH,owner_spec_sell_ETH,owner_spec_sell_ETH_tokens,owner_spec_buy_ETH,licenses,license_internal_tokens,license_wallet_tokens,license_fresh_tokens,license_fresh_buy_ETH
12.0,0.5,2026-09-16T17:40:47+00:00,8.499736930691805e-05,-0.1810565301285625,59514700.92220506,7920.121723180728,1153,1204294.0610988084,39.54713839971245,2396.2807240279044,1970.691258687821,0.0,4.534837336460441,0.0,0.0,0.0,0.234024,15.395505755912168,4.236331464170547,51834.708376096525,10.0,0.2388,0.0,0.16246075219607972,1986.8299306918473,0.0,0.0,0.0,0.0,0.0,0.0
12.25,0.5104166666666666,2026-09-16T17:55:47+00:00,8.467538630651619e-05,-0.18415881291376934,59390368.22706322,7937.113625359096,1153,1211585.7277654754,35.592424559741204,2396.728405812116,1964.1582136294835,0.0,11.526094123350958,0.0,0.0,0.0,4.993049065013766,6.951825064271376,9.647138745169244,118557.87619140698,12.0,1.1237351224729375,3.954713839971245,1.533172554481182,18799.6985924179,0.016499063080068502,0.0,0.0,0.0,0.0,0.0
12.5,0.5208333333333334,2026-09-16T18:10:47+00:00,8.434378574219851e-05,-0.18735376022764516,59309196.98194735,7945.837763968095,1153,1218877.394432142,35.592424559741204,2396.9324942546914,1957.3672151966584,0.0,6.7981101696195765,0.0,0.0,0.0,0.00711173679455,2.1372286187471796,6.2203052275248645,76656.05266002295,16.0,0.007256874280153061,0.0,0.3738616370061254,4598.667786393107,0.0,0.0,0.0,0.0,0.0,0.0
12.75,0.53125,2026-09-16T18:25:47+00:00,8.325322229096588e-05,-0.19786125974380642,59038841.87510455,7976.325241124784,1153,1226169.061098809,35.592424559741204,2397.6737321311543,1934.9661496754077,0.0,23.773976302795973,0.0,0.0,0.0,1.37291078154501,8.827649511900328,22.580017111994174,280517.6036593725,12.0,1.4009293689234796,0.0,0.48073990171792047,5984.314163980821,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.5416666666666666,2026-09-16T18:40:47+00:00,8.280481434520351e-05,-0.20218163768038178,58926181.406261444,7987.23373416816,1153,1233460.7277654754,35.592424559741204,2397.95978446469,1925.708924401313,0.0,9.422586889621016,0.0,0.0,0.0,0.16536161552615822,1.9373201028183618,8.308878524720962,104184.36384735511,8.0,0.16873634237363086,0.0,0.831030758211425,10444.818166626173,0.0,0.0,0.0,0.0,0.0,0.0
13.25,0.5520833333333334,2026-09-16T18:55:47+00:00,8.031998165093459e-05,-0.22612281992270045,58241365.747127585,8049.1461571391455,1153,1240752.394432142,32.03318210376708,2399.771558869165,1873.9969493114747,0.0,56.87810563116727,0.0,0.0,0.0,5.166130541328945,8.45297982964467,38.81919385633939,498776.2303169257,15.0,1.7123193208921508,3.55924245597412,16.352568605892863,206670.28484092004,0.0,0.0,0.0,0.0,0.0,0.0
13.5,0.5625,2026-09-16T19:10:47+00:00,8.025974944912619e-05,-0.22670315280534348,58225456.052884415,8053.564141792639,1153,1248044.061098809,32.03318210376708,2399.8094972666836,1872.7323360608266,0.0,1.2646132506481536,0.0,0.0,0.0,0.0,3.1913098003650666,1.2266748531287097,15909.694243171249,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.75,0.5729166666666666,2026-09-16T19:25:47+00:00,7.998705595711706e-05,-0.22933053476290644,58153080.45073697,8066.214801828461,1153,1255335.7277654754,32.03318210376708,2400.0302973079247,1867.0107680194396,0.0,6.696668041387056,0.0,0.0,0.0,0.9751,7.149892035676523,2.3270895543288437,30264.02734993877,11.0,0.995,0.0,4.168678445816601,54170.94999189917,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.5833333333333334,2026-09-16T19:40:47+00:00,7.995534790993452e-05,-0.2296360394908088,58144654.998453915,8073.3773224685465,1153,1262627.3944321424,32.03318210376708,2400.0503089758436,1866.343712422097,0.0,0.6670555973425962,0.0,0.0,0.0,0.0,6.515476710664036,0.19693007403494672,2564.4821984000596,14.0,0.0,0.0,0.4501138553873716,5860.97008465632,0.0,0.0,0.0,0.0,0.0,0.0
14.25,0.59375,2026-09-16T19:55:47+00:00,8.008573315794062e-05,-0.2283797871115545,58139754.91463455,8129.594392892002,1153,1269919.0610988084,28.829863893390375,2400.2372179870595,1869.1395548230798,0.0,2.575991558148189,0.0,0.0,0.0,5.371833959131186,55.99650362527817,2.460248343426192,32033.242994076005,17.0,2.278145013226543,3.203318210376708,0.03846346797755132,501.01390200840694,0.0,0.0,0.0,0.0,0.0,0.0
14.5,0.6041666666666666,2026-09-16T20:10:47+00:00,8.033759891273341e-05,-0.22595307888689176,58205379.85973883,8128.598070534127,1153,1277210.7277654754,28.829863893390375,2400.4804227897653,1874.510425994446,0.0,2.650268891197584,0.0,0.0,0.0,8.02114006256361,4.6177536161973425,1.3819379689768834,17954.261380918462,11.0,8.184836798534297,0.0,1.1888228554847728,15432.541707346545,0.0,0.0,0.0,0.0,0.0,0.0
14.75,0.6145833333333334,2026-09-16T20:25:47+00:00,8.055087341119735e-05,-0.22389819460951532,58260962.80512625,8131.609100055213,1153,1284502.394432142,28.829863893390375,2400.5837340905537,1879.031362603238,0.0,0.2191567327336088,0.0,0.0,0.0,4.740093341525636,7.6352774306673465,0.21107761089833277,2730.264387192408,9.0,4.836829940332281,0.0,0.001504419853267791,19.492056032611796,0.0,0.0,0.0,0.0,0.0,0.0
