hour,event,charter_id,count,gross_tokens,resolution_fee,price_tokens,internal_tokens,wallet_tokens,fresh_tokens,elapsed_days,timestamp_utc
0.0,retire,935,1.0,24153.81872706161,0.02076114154954585,,,,,0.0,2026-09-16T05:40:47+00:00
11.0,retire,592,1.0,15575.326183934161,0.02155635054567025,,,,,0.4583333333333333,2026-09-16T16:40:47+00:00
20.0,license,444,,,,26674.896430497578,1061.6828857126254,25613.213544784954,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,19,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,27,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,24,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,977,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,934,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,955,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,968,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,945,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,942,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,940,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,900,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,921,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,917,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,46,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,954,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,897,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,887,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,890,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,892,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,868,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,926,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,902,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,910,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,893,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,847,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,864,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,859,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,60,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,62,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,871,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,37,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,805,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,810,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,794,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,789,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,66,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,70,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,834,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,838,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,657,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,626,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,628,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,696,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,717,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,721,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,701,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,110,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,715,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,710,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,112,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,724,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,722,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,727,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,731,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,745,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,750,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,738,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,769,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,784,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,778,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,870,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,615,,,,26674.896430497578,1240.924429548211,2868.320647529974,22565.651353418827,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,648,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,656,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,630,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,647,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,130,,,,26674.896430497578,1240.924429548211,2868.320647529974,22565.6513534151,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,126,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,125,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,679,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,658,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,683,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,674,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,676,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,452,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,433,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,595,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,162,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,995,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,989,,,,26674.896430497578,1240.924429548211,2868.320647529974,22565.651353418827,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,987,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,303,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,292,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,981,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,229,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,225,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,269,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,275,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,207,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,213,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,210,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,980,,,,26674.896430497578,1240.924429548211,2868.320647529974,22565.651353418827,0.8333333333333334,2026-09-17T01:40:47+00:00
20.0,license,556,,,,26674.896430497578,1240.924429548211,25433.97200094937,0.0,0.8333333333333334,2026-09-17T01:40:47+00:00
