hours,elapsed_days,timestamp_utc,price_ETH,price_return,wallet_tokens,wallet_cash_ETH,branches,bank_pending,vault_ETH,hook_ETH,epoch_flow_ETH,branch_withdraw_sell_ETH,sell_pool_ETH,branch_withdraw_sell_ETH_tokens,branches_retired,external_capital_ETH,spec_sell_ETH,spec_sell_ETH_tokens,new_seller_activations,owner_spec_sell_ETH,owner_spec_sell_ETH_tokens,spec_buy_ETH,buy_pool_ETH,owner_spec_buy_ETH,game_prefund_ETH
10.75,0.4479166666666667,2026-09-16T16:25:47+00:00,6.518926256775626e-05,-0.3719061975574185,54630312.91778222,8021.863941258386,770,788373.4860507799,111.7189937774005,2399.7525250171147,1537.9663127444067,0.0,5.854488717583308,0.0,0.0,12.139485382284793,5.674491446951271,90470.61235812974,21.0,0.004362609104537114,69.46615698124967,0.0,0.0,0.0,0.0
11.0,0.4583333333333333,2026-09-16T16:40:47+00:00,6.510728099921577e-05,-0.3726960840062993,54600711.04642738,8066.025839811769,770,795665.1527174464,111.7189937774005,2399.8098017753587,1536.0570874696023,0.0,1.9092252748043848,0.0,0.0,42.309950036823246,1.8236176817799017,29149.10878071095,19.0,0.028330834780351782,452.7625741362807,0.0,0.0,0.0,0.0
11.25,0.46875,2026-09-16T16:55:47+00:00,5.9213459753442914e-05,-0.42948262294477413,52440620.06221124,8197.99065217967,768,800648.0811778347,111.7189937774005,2403.8017948303186,1402.9906523043594,0.0616115736200868,133.06643516524286,985.4507113418239,2.0,2.890370257613795,128.98803142915733,2159655.3738538735,25.0,0.024799107508185893,435.61036227040984,0.0,0.0,0.0,0.0
11.5,0.4791666666666667,2026-09-16T17:10:47+00:00,5.874914328748544e-05,-0.43395627831611394,52274513.70120409,8212.686914948425,768,807939.7478445013,111.7189937774005,2404.0927685063293,1393.2915297707723,0.0,9.699122533587115,0.0,0.0,5.288113911175119,9.139943942136066,161366.08613144484,25.0,0.26820491544343666,4740.274875699754,0.0,0.0,0.0,0.0
11.75,0.4895833333333333,2026-09-16T17:25:47+00:00,5.7656991318018895e-05,-0.44447908308989725,51875922.543793365,8242.465890363179,768,815231.414511168,111.7189937774005,2404.7817552501565,1370.325304976527,0.0,22.966224794245363,0.0,0.0,7.501737364335938,22.04809758541523,394456.5209253463,19.0,0.22914046500277435,4134.636485377777,0.0,0.0,0.0,0.0
12.0,0.5,2026-09-16T17:40:47+00:00,5.744761794651118e-05,-0.4464963802928502,51798214.17964288,8247.659893992508,768,822523.0811778347,111.7189937774005,2404.9145822051614,1365.8977398096831,0.0,4.427565166843806,0.0,0.0,0.8992654174909007,4.262881918313362,77132.3721293198,22.0,0.03185629352512933,575.992021173837,0.0,0.0,0.0,0.0
12.25,0.5104166666666666,2026-09-16T17:55:47+00:00,5.728058997801288e-05,-0.4481056826183569,51742860.893675074,8265.281305535851,754,813121.8963727746,111.7189937774005,2405.020718801736,1362.3598532571975,0.3830157165040781,3.5378865524855883,6943.975222335524,14.0,14.189661587432786,2.208944840343904,40109.03724897217,18.0,0.8397893990630383,15244.248718824034,0.0,0.0,0.0,0.0
12.5,0.5208333333333334,2026-09-16T18:10:47+00:00,5.709991864041949e-05,-0.44984643781256517,51675167.482960775,8309.892556280412,754,820413.5630394411,111.7189937774005,2405.135699338501,1358.527168698449,0.0,3.832684558748497,0.0,0.0,40.893546722575586,3.658974051110737,66623.07884822939,14.0,0.05872997087530621,1070.3318660666955,0.0,0.0,0.0,0.0
12.75,0.53125,2026-09-16T18:25:47+00:00,5.669704811505322e-05,-0.4537280660163868,51523057.62451957,8326.910260853736,754,827705.2297061081,111.7189937774005,2405.3927458891367,1349.95895034391,0.0,8.568218354539113,0.0,0.0,8.706532769420063,8.272012021436192,151393.35696231804,19.0,0.03915978246674513,716.5014788891407,0.0,0.0,0.0,0.0
13.0,0.5416666666666666,2026-09-16T18:40:47+00:00,5.6500469269679496e-05,-0.4556220888908168,51448247.35459197,8381.26940890302,754,834996.8963727744,111.7189937774005,2405.5185005028243,1345.7671298876844,0.0,4.191820456225514,0.0,0.0,50.293082206746114,3.8105158959738348,70113.56800994392,20.0,0.25554994656491536,4696.701917658408,0.0,0.0,0.0,0.0
13.25,0.5520833333333334,2026-09-16T18:55:47+00:00,5.611202506770953e-05,-0.4593647205182033,51299268.182248294,8393.933360464158,754,842288.5630394412,111.7189937774005,2405.7676362262664,1337.4626057729365,0.0,8.304524114747892,0.0,0.0,4.608563169831461,7.580278169151119,140195.55688080637,25.0,0.47511022215433507,8783.615462865742,0.0,0.0,0.0,0.0
13.5,0.5625,2026-09-16T19:10:47+00:00,5.52942750836282e-05,-0.46724368212503475,50980522.65917079,8413.23525260657,754,849580.2297061076,111.7189937774005,2406.2949493723963,1319.8855009018785,0.0,17.577104871058054,0.0,0.0,2.2521004174859183,16.772885517398727,313603.9830609074,17.0,0.2769062075275815,5141.540016605205,0.0,0.0,0.0,0.0
13.75,0.5729166666666666,2026-09-16T19:25:47+00:00,5.484655545166619e-05,-0.4715574282082172,50802996.787374884,8425.617714389382,754,856871.8963727746,111.7189937774005,2406.585306750807,1310.2069216216191,0.0,9.678579280259328,0.0,0.0,2.994239880960037,8.990271343944388,170025.1310396705,36.0,0.39795055790716105,7500.740756230208,0.0,0.0,0.0,0.0
14.0,0.5833333333333334,2026-09-16T19:40:47+00:00,5.466801597564718e-05,-0.4732776430712452,50731596.38377595,8430.027835902889,754,864163.5630394409,111.7189937774005,2406.7014244578045,1306.3363313883474,0.0,3.8705902332717415,0.0,0.0,0.6556489872354362,3.7147085547954,70643.06293764284,17.0,0.03976397147818716,757.3406612904198,0.0,0.0,0.0,0.0
14.25,0.59375,2026-09-16T19:55:47+00:00,5.430004995121289e-05,-0.47682296894782483,50583561.59042407,8439.849450778898,754,871455.2297061079,111.7189937774005,2406.9409703861515,1298.3514671100909,0.0,7.984864278256508,0.0,0.0,2.076296526098683,7.590676475884109,145075.41538642242,16.0,0.1546418740247077,2959.3779654591726,0.0,0.0,0.0,0.0
14.5,0.6041666666666666,2026-09-16T20:10:47+00:00,5.413946692811851e-05,-0.4783701746932226,50518845.05315335,8449.792134932573,754,878746.8963727743,111.7189937774005,2407.0451850479153,1294.8776450513244,0.0,3.4738220587664728,0.0,0.0,6.573076756670676,3.363533645622333,64600.05061054702,20.0,0.006073751381145485,116.48666017405226,0.0,0.0,0.0,0.0
14.75,0.6145833333333334,2026-09-16T20:25:47+00:00,5.3586743832215526e-05,-0.4836956215126694,50293792.84457109,8503.01219361227,754,886038.563039441,111.7189937774005,2407.426560661498,1282.8855597797078,0.0,12.420846290391637,0.0,0.0,41.60934902166733,11.99581252235557,231942.8328731825,20.0,0.05240837932431986,1018.1844327966327,0.4375112436480933,0.42876101877513145,0.0,0.0
15.0,0.625,2026-09-16T20:40:47+00:00,5.336501972531833e-05,-0.485831917152607,50202338.50368994,8509.227416287558,754,893330.2297061075,111.7189937774005,2407.6322205448055,1278.0679803361127,0.0,6.030329443595065,0.0,0.0,1.603303114999744,4.975374985559413,96865.72349674068,20.0,0.8740445747278,16987.84340854192,1.2375,1.21275,0.0,0.0
15.25,0.6354166666666666,2026-09-16T20:55:47+00:00,5.298633273949338e-05,-0.4894805387122557,50045210.8962241,8520.925714741472,754,900621.8963727744,111.7189937774005,2407.8803733694285,1269.796219515271,0.0,8.271760820841564,0.0,0.0,3.67469045769703,4.35262050804121,85342.71719193566,16.0,3.6709874881751077,71784.89027390277,0.0,0.0,0.0,0.0
15.5,0.6458333333333334,2026-09-16T21:10:47+00:00,5.2799287354708707e-05,-0.4912827073874517,49966978.15527185,8526.61184992105,754,907913.5630394409,111.7189937774005,2408.0032702776675,1265.699655907393,0.0,4.0965636078781245,0.0,0.0,1.7124684799359522,3.823487530144779,75279.48933192034,29.0,0.1501791694970029,2953.251620325627,0.0,0.0,0.0,0.0
15.75,0.65625,2026-09-16T21:25:47+00:00,5.265823965365359e-05,-0.49264169172615957,49907698.98303805,8530.969600509132,754,915205.2297061076,111.7189937774005,2408.09866149658,1262.6062201942982,0.0,3.1447795302665327,0.0,0.0,1.3597060938998582,3.033037324282859,59899.391407104304,14.0,0.017398820075677578,343.88519969680783,0.05239165017529969,0.0513438171717937,0.0,0.0
16.0,0.6666666666666666,2026-09-16T21:40:47+00:00,5.243113798465199e-05,-0.49482979978576547,49811766.86818932,8543.61531349491,754,922496.896372774,111.7189937774005,2408.24837062374,1257.615915955597,0.0,4.990304238701128,0.0,0.0,7.805117874238081,1.1222985211928518,22233.27350160866,16.0,3.7182965903472422,73698.84134713042,0.0,0.0,0.0,0.0
16.25,0.6770833333333334,2026-09-16T21:55:47+00:00,5.218392697901107e-05,-0.49721165984097426,49706627.77983409,8551.67884012212,754,929788.5630394409,111.7189937774005,2408.412059500714,1252.1715011828837,0.0,5.451485726503279,0.0,0.0,2.7828007314702257,5.246076924239891,104437.39585609727,14.0,0.04186423046829077,835.3884994255087,0.0072152589694318365,0.0070709537900432,0.0,0.0
16.5,0.6875,2026-09-16T22:10:47+00:00,5.206393932286012e-05,-0.49836773217910957,49655250.230276115,8606.511606157643,754,937080.2297061074,111.7189937774005,2408.5117524928905,1249.5283346165436,0.0,3.0478231510226124,0.0,0.0,52.28929246136097,2.3490996832578723,46920.488157457745,16.0,0.6072887732340632,12140.81267547265,0.4129148823290398,0.404656584682459,0.0,0.0
16.75,0.6979166666666666,2026-09-16T22:25:47+00:00,5.3593814314811186e-05,-0.4836274979272247,50288826.9404863,8580.657788440356,754,944371.8963727742,111.7189937774005,2409.506167771027,1283.4553527769433,0.0,5.991631768575417,0.0,0.0,9.06761572124965,4.964756250315482,97069.82506536538,16.0,0.8471265652026729,16879.63885019908,40.733316254056156,39.918649928975036,0.0,0.0
17.0,0.7083333333333334,2026-09-16T22:40:47+00:00,5.383089580627849e-05,-0.4813432350041753,50384366.27882898,8624.828850122194,754,951663.5630394407,111.7189937774005,2409.7189721647824,1288.6815212705196,0.0,2.1057679354214542,0.0,0.0,49.61003456917175,2.042495740363665,39502.615973742475,13.0,9.915699514522203e-05,1.9167468815957056,7.223464583870754,7.331936428997575,0.258103200820649,0.0
17.25,0.71875,2026-09-16T22:55:47+00:00,5.38101282209722e-05,-0.4815433291777982,50375431.25717541,8666.800848803465,754,958955.2297061074,111.7189937774005,2409.85979911837,1288.2560070156903,0.0,2.966006065018746,0.0,0.0,41.687311380028035,1.897111085753736,36711.78120126989,15.0,0.9799147973144477,18970.072807004643,2.592338581826105,2.540491810189583,0.0,0.0
17.5,0.7291666666666666,2026-09-16T23:10:47+00:00,5.3719763626964916e-05,-0.48241398546720204,50337673.71400401,8682.204700318434,754,966246.8963727739,111.7189937774005,2410.1549345814797,1286.3400857145043,0.0,6.630590685679863,0.0,0.0,13.78306567689675,3.501437388776429,67753.96809087874,22.0,2.9302355763330388,56794.80150714406,4.810887127034596,4.714669384493904,0.0,0.0
17.75,0.7395833333333334,2026-09-16T23:25:47+00:00,5.37950042778017e-05,-0.48168904727000716,50367635.72556142,8687.510695928097,754,973538.5630394408,111.7189937774005,2410.3087680550952,1288.015205070815,0.0,2.373571194623082,0.0,0.0,7.134948439582905,2.2855816395950237,44233.68580746597,20.0,0.016782419189366918,324.8288350797771,4.010966888707603,4.048690550933452,0.12035,0.0
18.0,0.75,2026-09-16T23:40:47+00:00,5.370905687599466e-05,-0.4825171442339041,50331787.64916222,8695.24298510452,754,980830.229706107,111.7189937774005,2410.5688630603636,1286.188598163858,0.0,5.899296423116766,0.0,0.0,6.1657772747368575,5.7185649993141165,110755.60416742814,14.0,0.003752531109150823,72.76678619908415,4.144943287031196,4.0726895161597945,0.0108623417032886,0.0
18.25,0.7604166666666666,2026-09-16T23:55:47+00:00,5.3677968236863395e-05,-0.4828166810102932,50319019.83334293,8700.066081641064,754,988121.896372774,111.7189937774005,2410.6037072356066,1285.5156914597103,0.0,0.963672587519568,0.0,0.0,4.185034007641175,0.9300137956393905,18037.651331818233,12.0,0.004748614254590393,92.07654395230495,0.2966998809919255,0.29076588337208703,0.0,0.0
18.5,0.7708333333333334,2026-09-17T00:10:47+00:00,5.286751926126284e-05,-0.4906252979315471,49983535.691143766,8718.554149652446,754,995413.5630394404,111.7189937774005,2411.1640977124766,1267.834625276998,0.0,18.275384432941337,0.0,0.0,1.3673923055377455,17.091930524860032,334087.12053460017,22.0,0.6351923750930587,12508.27261696244,0.6064471941110131,0.5943182502287929,0.0,0.0
18.75,0.78125,2026-09-17T00:25:47+00:00,5.277231990610724e-05,-0.49154253679289506,49943619.15489106,8738.137299149454,754,1002705.2297061072,111.7189937774005,2411.231055434478,1265.7490556249222,0.0,2.1726712672743815,0.0,0.0,17.564537566935595,2.106672000570913,41533.9216879378,19.0,0.000819128685236592,16.159548664897724,0.08887919918228959,0.0871016151986438,0.0,0.0
