hours,elapsed_days,timestamp_utc,price_ETH,price_return,wallet_tokens,wallet_cash_ETH,branches,bank_pending,vault_ETH,hook_ETH,epoch_flow_ETH,branch_withdraw_sell_ETH,sell_pool_ETH,branch_withdraw_sell_ETH_tokens,branches_retired,external_capital_ETH,spec_sell_ETH,spec_sell_ETH_tokens,new_seller_activations,owner_spec_sell_ETH,owner_spec_sell_ETH_tokens,spec_buy_ETH,buy_pool_ETH,owner_spec_buy_ETH,game_prefund_ETH
19.0,0.7916666666666666,2026-09-17T00:40:47+00:00,5.2472368229989085e-05,-0.49443254937136627,49816958.89087923,8754.123862838103,754,1009996.8963727738,111.7189937774005,2411.4906170952545,1259.1751846265174,0.0,7.810685172655667,0.0,0.0,9.672254351020495,6.813221291647338,134792.24946804912,16.0,0.7631433258286596,15132.852757231882,1.2620552798475986,1.2368141742506467,0.0,0.0
19.25,0.8020833333333334,2026-09-17T00:55:47+00:00,5.230476321332889e-05,-0.4960474115139336,49745701.135233134,8759.24030708961,754,1017288.5630394405,111.7189937774005,2411.638464280782,1255.494192729757,0.0,4.423280966645507,0.0,0.0,1.5832995402770351,4.198153944084722,83430.89543811289,10.0,0.09242859356141934,1839.8268103293815,0.7574378264131316,0.742289069884869,0.0,0.0
19.5,0.8125,2026-09-17T01:10:47+00:00,5.231678632101947e-05,-0.4959315697459936,49750256.117356144,8807.084091254925,754,1024580.2297061069,111.7189937774005,2411.77691706621,1255.7881929601094,0.0,2.6276057715303978,0.0,0.0,48.27623718109561,2.5438340757171267,50578.57179406209,16.0,0.004943522667358593,98.42218799140709,2.981230614166125,2.921606001882803,0.0,0.0
19.75,0.8229166666666666,2026-09-17T01:25:47+00:00,5.202095483810986e-05,-0.49878188456263695,49622558.71143416,8824.15596342169,754,1031871.8963727739,111.7189937774005,2412.334090822907,1249.3363879071844,0.0,13.665311389066574,0.0,0.0,11.177240870534204,13.224397969660519,263643.5341024317,17.0,0.030954077734054408,619.6207250509913,7.360720751164684,7.21350633614139,0.0,0.0
20.0,0.8333333333333334,2026-09-17T01:40:47+00:00,5.190165591885314e-05,-0.49993132097090076,49571309.44725006,8828.69446827891,754,1039163.5630394403,111.7189937774005,2412.4142555178596,1246.7004700137456,0.0,2.6574849984385764,0.0,0.0,1.9827516587360927,2.37273907962275,47555.49195754641,11.0,0.20502136886266956,4104.806115052226,0.02200725,0.021567105,0.0,0.0
20.25,0.84375,2026-09-17T01:55:47+00:00,5.148971638647986e-05,-0.5039003283974814,49392492.95995149,8837.525154737079,754,1046455.229706107,111.7189937774005,2412.8169332106886,1237.6002452023765,0.0,11.672644437230474,0.0,0.0,0.13313933962732938,11.002047904955878,221867.40931246078,25.0,0.32041719915767997,6429.324800903818,2.5549963162616325,2.5724196258612606,0.0,0.06992166931108212
20.5,0.8541666666666666,2026-09-17T02:10:47+00:00,5.073171555777602e-05,-0.5112036112388909,49058719.10036134,8864.213160646057,754,1053746.8963727735,111.7189937774005,2413.323584082467,1220.7118828097466,0.0,16.888362392629915,0.0,0.0,10.306294388127,16.2514852304451,331103.11468943954,13.0,0.13022629040590802,2670.744900718717,0.0,0.0,0.0,0.0
20.75,0.8645833333333334,2026-09-17T02:25:47+00:00,5.068278258920458e-05,-0.5116750768312941,49036892.0303195,8869.197751242129,754,1061038.5630394404,111.7189937774005,2413.362330625821,1219.618507697934,0.0,1.2113181118124885,0.0,0.0,3.9299620276127314,1.1570993540592673,23763.387725214652,14.0,0.01787921439884713,367.3000030993421,0.0,0.11794299999999999,0.12035,0.0
21.0,0.875,2026-09-17T02:40:47+00:00,5.0156255376859896e-05,-0.5167481282183586,48800006.809175074,8893.953302177673,754,1068330.2297061067,111.7189937774005,2413.781486370812,1207.8202495315322,0.0,13.091858166401835,0.0,0.0,13.376448514135237,12.689216957266854,262160.8688960109,14.0,0.009885464142926138,205.2326451331906,1.3199999999999998,1.2935999999999999,0.0,0.0
21.25,0.8854166666666666,2026-09-17T02:55:47+00:00,5.000791476745035e-05,-0.5181773791985158,48732627.465122886,8898.389724688632,754,1075621.8963727737,111.7189937774005,2413.8915545466716,1204.4834305097243,0.0,3.534477586673347,0.0,0.0,1.2096716650135095,3.428412562688454,71279.88353434131,12.0,3.069638469469283e-05,0.6391146946614092,0.20169241312787878,0.1976585648653212,0.0,0.0
21.5,0.8958333333333334,2026-09-17T03:10:47+00:00,4.992261873979988e-05,-0.5189992002198005,48693769.80554883,8902.193760438051,754,1082913.5630394402,111.7189937774005,2413.949535991331,1202.5614402843994,0.0,1.9283728800648987,0.0,0.0,1.9400269687552154,1.8700197927640567,38973.76033703301,10.0,0.0005019008988938368,10.468639618731059,0.006512913,0.00638265474,0.0,0.0
21.75,0.90625,2026-09-17T03:25:47+00:00,4.9410313563238115e-05,-0.5239352233267232,48458277.492459185,8922.541367178164,754,1090205.229706107,111.7189937774005,2414.2969046799594,1190.9824839967716,0.0,11.578956287627761,0.0,0.0,9.116019141114396,11.230116434841667,235461.62266974244,21.0,0.0014711641572557708,30.69041990643006,0.0,0.0,0.0,0.0
22.0,0.9166666666666666,2026-09-17T03:40:47+00:00,4.929008344423159e-05,-0.5250936317768333,48402479.83252718,8988.402366791906,754,1097496.8963727732,111.7189937774005,2414.3786872994137,1188.256396681573,0.0,2.7260873151985834,0.0,0.0,63.21669491799958,2.6414397406009567,55737.221360631025,17.0,0.0028649551416697256,60.43857136720998,0.0,0.0,0.0,0.0
22.25,0.9270833333333334,2026-09-17T03:55:47+00:00,4.922016239389511e-05,-0.5257673160101988,48369921.369202554,8997.042071982889,754,1104788.5630394402,111.7189937774005,2414.4299461985415,1186.6702123858474,0.0,1.6590568230249119,0.0,0.0,7.104779794382087,1.5320037350673716,32389.45161332417,9.0,0.07728138326679299,1632.7807577595736,0.07435972173405603,0.0728725272993749,0.0,0.0
22.5,0.9375,2026-09-17T04:10:47+00:00,4.910185926691984e-05,-0.5269071580322728,48314616.1298551,8999.944843493657,754,1112080.2297061067,111.7189937774005,2414.531442712029,1183.9868261075771,0.0,3.0998847931791715,0.0,0.0,0.3208817459853686,1.6025433824531212,33921.445394493385,9.0,1.4043448669306757,29763.700926863632,0.4084994215208228,0.4164985149088735,0.016499063080068502,0.0
22.75,0.9479166666666666,2026-09-17T04:25:47+00:00,4.8602857788373765e-05,-0.5317150009766336,48079361.378777646,9013.25893852617,754,1119371.8963727737,111.7189937774005,2414.9020816275297,1172.6208544129117,0.0,11.9543637871368,0.0,0.0,2.318762253350318,11.59568272101539,247163.07616293014,18.0,5.015250730821208e-05,1.0709116435301032,0.6004000943585523,0.5883920924713814,0.0,0.0
23.0,0.9583333333333334,2026-09-17T04:40:47+00:00,4.842359882594918e-05,-0.533442148038838,47993991.97208174,9035.347777083332,754,1126663.56303944,111.7189937774005,2415.0286571042593,1168.5221569771838,0.0,4.170403156119619,0.0,0.0,18.116716598166125,1.8094368626505475,38867.56754114815,16.0,2.2358541987854825,47962.416004141145,0.07316910244060892,0.07170572039179673,0.0,0.0
23.25,0.96875,2026-09-17T04:55:47+00:00,4.830277089748138e-05,-0.534606316339618,47935892.71486452,9040.99814570152,754,1133955.229706107,111.7189937774005,2415.183973350467,1165.7691276407036,0.0,4.195759271550287,0.0,0.0,3.0526555279151792,2.940176886632059,63367.19181174497,9.0,1.1297096067717187,24315.871650053847,1.472173403132684,1.4427299350700302,0.0,0.0
23.5,0.9791666666666666,2026-09-17T05:10:47+00:00,4.806483482088764e-05,-0.536898813128191,47821312.1232493,9086.958651612953,754,1141246.8963727732,111.7189937774005,2415.3773623914662,1160.3151805959603,0.0,6.044538483297401,0.0,0.0,40.699947907690955,5.761900443070588,124529.46338304965,14.0,0.10130188572789167,2191.619019383632,0.6026443250554482,0.5905914385543393,0.0,0.0
23.75,0.9895833333333334,2026-09-17T05:25:47+00:00,4.797694854770842e-05,-0.5377455909767097,47778574.03057188,9091.240812016387,754,1148538.5630394402,111.7189937774005,2415.4971611694264,1158.3068756105693,0.0,3.1896538888236137,0.0,0.0,2.393654196003663,3.068322495759948,66503.27085854647,17.0,0.02564177639895661,555.0404309048719,1.205458064727018,1.1813489034324776,0.0,0.0
24.0,1.0,2026-09-17T05:40:47+00:00,4.805583715150735e-05,-0.5369855050181065,47815711.80575372,9097.451370380062,754,1155830.2297061062,111.7189937774005,2415.6857671778357,1160.1687587996876,0.0,2.9877778229920295,0.0,0.0,8.261047561199096,2.893841489833067,62729.32766630293,10.0,0.004302998469202067,93.35928360926623,4.948633685826893,4.849661012110355,0.0,0.0
