hours,elapsed_days,timestamp_utc,price_ETH,price_return,wallet_tokens,wallet_cash_ETH,branches,bank_pending,vault_ETH,hook_ETH,epoch_flow_ETH,branch_withdraw_sell_ETH,sell_pool_ETH,branch_withdraw_sell_ETH_tokens,branches_retired,game_prefund_ETH,buy_pool_ETH,external_capital_ETH,spec_buy_ETH,spec_sell_ETH,spec_sell_ETH_tokens,owner_spec_buy_ETH,new_seller_activations,owner_spec_sell_ETH,owner_spec_sell_ETH_tokens,licenses,license_internal_tokens,license_wallet_tokens,license_fresh_tokens,license_fresh_buy_ETH
11.75,0.4895833333333333,2026-09-16T17:25:47+00:00,0.0001829934578583303,0.763128654030899,71921608.90764008,6830.805772192467,1197,1740599.4952414106,111.7189937774005,2427.050246491106,3486.8389658809233,0.0,13.139777532730477,0.0,0.0,0.0,3.0583604501178474,11.03159606969019,1.1407759695080075,11.089635913096695,62974.774134724634,1.98,10.0,1.6559482936518681,9406.16227016462,0.0,0.0,0.0,0.0,0.0
12.0,0.5,2026-09-16T17:40:47+00:00,0.00017900324778106835,0.7246832702168509,71639933.41180673,6884.388026308308,1197,1747891.1619080768,111.7189937774005,2428.80577749442,3436.4650718656203,0.0,55.220612622532826,0.0,0.0,0.0,4.846718607229424,4.963891103850806,4.901089888390676,52.91289505359393,304177.1232769371,0.0445413434760844,8.0,0.6510991902629166,3766.8837644223804,0.0,0.0,0.0,0.0,0.0
12.25,0.5104166666666666,2026-09-16T17:55:47+00:00,0.00017660564178590405,0.7015825108748248,71466142.59117006,6943.293357935507,1197,1755182.8285747438,111.7189937774005,2430.077580205771,3406.0148882822477,0.0,37.55810382168556,0.0,0.0,0.0,7.107920238312903,29.726950755175835,7.252979835013165,35.62773799026431,208474.1469724693,0.0,5.0,0.8036227167706784,4734.554288782952,0.0,0.0,0.0,0.0,0.0
12.5,0.5208333333333334,2026-09-16T18:10:47+00:00,0.00017588193784976475,0.6946096760982396,71413428.93566832,6967.4759242686305,1197,1762474.49524141,111.7189937774005,2430.4810957787527,3396.8683439954484,0.0,11.708019175184745,0.0,0.0,0.0,2.5614748883852982,15.439537619302317,2.6137498861074477,6.804019906807884,40222.16705679386,0.0,6.0,4.552758693121318,26887.178016060698,0.0,0.0,0.0,0.0,0.0
12.75,0.53125,2026-09-16T18:25:47+00:00,0.00017563307281532987,0.6922118795959287,71395028.63185894,6977.7644799057925,1197,1769766.1619080775,111.7189937774005,2430.794321788391,3393.753492071766,0.0,7.474868986209913,0.0,0.0,0.0,4.360017062527839,7.486929723118663,4.448997002579428,7.1514582283208075,42391.74211012858,0.0,11.0,0.09916468830280792,587.1388700835765,0.0,0.0,0.0,0.0,0.0
13.0,0.5416666666666666,2026-09-16T18:40:47+00:00,0.00017518373092863482,0.6878825032064093,71361829.85414551,6994.183368395969,1197,1777057.828574744,111.7189937774005,2431.2524121601014,3388.102273441329,0.0,11.375565523983823,0.0,0.0,0.0,5.724346893546966,11.22576023144924,5.34617029953772,8.670997360175953,51471.85198440892,0.495,12.0,2.3633011980883563,14019.743436855111,0.0,0.0,0.0,0.0,0.0
13.25,0.5520833333333334,2026-09-16T18:55:47+00:00,0.00017437350533931203,0.6800760385956905,71301851.73217566,7022.809164955204,1197,1784349.4952414106,111.7189937774005,2431.8973094341777,3377.8575581104574,0.0,16.941166704683383,0.0,0.0,0.0,6.696451373811728,19.025978502438765,6.833113646746661,16.414826363705576,97836.46737000378,0.0,7.0,0.018105339837311475,107.85418987793093,0.0,0.0,0.0,0.0,0.0
13.5,0.5625,2026-09-16T19:10:47+00:00,0.0001741615981328064,0.6780343280768646,71286114.66580713,7041.599808397603,1197,1791641.1619080775,111.7189937774005,2432.0499476511754,3375.1709725803,0.0,4.115732049840517,0.0,0.0,0.0,1.4291465196829267,16.256696129239582,1.45831277518666,2.989420165805974,17870.73250838364,0.0,7.0,1.0028399225393285,5990.584521152207,0.0,0.0,0.0,0.0,0.0
13.75,0.5729166666666666,2026-09-16T19:25:47+00:00,0.00017424105742646089,0.6787999125907094,71291654.15301543,7048.367880403641,1197,1798932.8285747436,111.7189937774005,2432.3111596590566,3376.242112775367,0.0,4.748278619885241,0.0,0.0,0.0,5.819418814952312,8.100424208987652,5.938182464237053,1.1125169462454503,6652.60462808843,0.0,5.0,3.4933133150432334,20878.7620795127,0.0,0.0,0.0,0.0,0.0
14.0,0.5833333333333334,2026-09-16T19:40:47+00:00,0.00017415541086954986,0.6779747142454997,71284993.21277936,7055.386202158104,1197,1806224.49524141,111.7189937774005,2432.632266262328,3375.207827772192,0.0,6.788869863766195,0.0,0.0,0.0,5.754584860591286,6.305143354560333,5.822525367950291,4.868463269875556,29076.303202217474,0.0494999999999999,7.0,1.716740497977653,10242.776269165832,0.0,0.0,0.0,0.0,0.0
14.25,0.59375,2026-09-16T19:55:47+00:00,0.00017431463135892959,0.6795087920776786,71296530.33051407,7067.132100678194,1197,1813516.1619080775,111.7189937774005,2432.7711080770127,3377.277231608659,0.0,1.91653647086423,0.0,0.0,0.0,3.9859403073315183,13.954144171240086,4.067286027889305,1.8548166288844374,11094.60537221382,0.0,3.0,0.004223747853866371,25.256190717279647,0.0,0.0,0.0,0.0,0.0
14.5,0.6041666666666666,2026-09-16T20:10:47+00:00,0.00017417496440163145,0.6781631111046227,71285811.1731105,7083.242239733862,1197,1820807.8285747436,111.7189937774005,2433.173260775977,3375.5665796759695,0.0,8.670499668843604,0.0,0.0,0.0,6.959847736154467,14.801639821945415,7.052385445055576,8.18551332976463,48876.286571912606,0.0494999999999999,8.0,0.22487134901366515,1344.3589008030349,0.0,0.0,0.0,0.0,0.0
14.75,0.6145833333333334,2026-09-16T20:25:47+00:00,0.0001727995962333907,0.6649115388591023,71183356.60882895,7147.070245051037,1197,1828099.4952414108,111.7189937774005,2434.0679230380956,3358.1163215711526,0.0,24.81324248930332,0.0,0.0,0.0,7.3629843844867064,47.27240947447609,7.513249371925211,23.928985430292162,143622.82201818263,0.0,6.0,0.13985978433205673,844.0059544959117,0.0,0.0,0.0,0.0,0.0
15.0,0.625,2026-09-16T20:40:47+00:00,0.0001725968074976908,0.6629576841431375,71168040.6154514,7164.186053529489,1197,1835391.1619080773,111.7189937774005,2434.3284919752537,3355.5704484801013,0.0,6.199899195041325,0.0,0.0,0.0,3.654026103989644,14.830504324557005,3.233598065295555,0.8847237285006713,5339.064324305917,0.495,8.0,5.129178490689414,30926.92931532652,0.0,0.0,0.0,0.0,0.0
15.25,0.6354166666666666,2026-09-16T20:55:47+00:00,0.00016942108925131294,0.6323598698668897,70927891.85041596,7213.057677841842,1197,1842682.828574744,111.7189937774005,2435.6062671671075,3314.9384785895413,0.0,41.79876691957497,0.0,0.0,0.0,1.166797029014889,9.5174296136465,1.190609213280499,36.091801938139994,219978.84811371824,0.0,10.0,4.453001973847727,26895.31318075628,0.0,0.0,0.0,0.0,0.0
