address,sell_ETH,tokens_sold,wallet_tokens,charter_count,strategy
0xd4b4cab5cf150f46448a8b312cf4d96521953c5f,33.21691540419546,310720.1289989399,0.0,1,charter_owner
0x5638484ba2d2f1d1d35020572b0aa439a9869192,28.23452856253754,254107.45465956884,764634.9474342996,0,two_way
0x31caa6199d3fb1e193e968789aea8b7df4ba50af,21.8075403116863,233311.48960086427,233311.48960086427,0,recent_seller
0x4ff25ae1b4bf1cee786d5458b43f116d3203d374,20.409631296452247,184733.54049964555,0.0,2,charter_owner
0xf53483f3e48492f0870256ace2674666b16adaed,16.287932152482718,151533.89882160304,0.0,0,two_way
0xa65ce1d604fa901c13aa29f2126a57d9032e412b,9.776280945608868,89999.85,450000.0,0,recent_seller
0xf955dab8bdb1158dc0df449997a057ab9eb4f774,6.760094298514924,65671.07322865151,21890.35774288384,1,charter_owner
0xf75f2f708e489299c992349a73baec209b400aa0,6.149746744979233,59542.58304000955,101228.92147700416,0,recent_seller
0xe90c0a6c84125e82b1f8f5f3167953e73338f964,5.889018662846349,54190.10349865721,0.0,0,two_way
0x8224c04a8f66557df682fd0581eb3724bd2bee07,4.9414857863229535,47280.0578127638,892110.4813367942,0,two_way
0x22e1b7ced9d2d50260ed2420ac063dd5ba57ded8,4.073695572304365,39257.55000343682,0.0,0,recent_seller
0x0cc667c740a7ba482cd753597770db8ff8450023,3.867646913256379,41153.35716751055,0.0,0,recent_seller
0x091ff5ff1fbeb093f538146bf78018826822d2b3,3.838792484234578,36747.95309479167,0.0,0,recent_seller
0xd9eb90019424e30d05b7e2a3144092225faa7b0c,3.7863131477458416,33581.36,71360.39263642854,0,recent_seller
0xed3ad83572cce1e7db2ea644f19abf98fc096684,3.619782733974017,34814.13800125552,0.0,0,recent_seller
0x6e83146b8c8e09cf7f05816dda67b74eaba2e751,3.368074361197864,31491.23561077122,0.0,0,recent_seller
0x5f1115f3d02030817f06ce4493966aa10189ba5b,3.2036376696357016,30002.043691572504,0.0,0,two_way
0xff00ee4bce74c07569f5b8704a0f26642b066300,3.1856526039099275,29092.83640155608,0.0,0,two_way
0x2b69c3251b373d8820e90a2580dcf2a84fcd00e6,3.1757536973974414,28955.91243641303,0.0,0,two_way
0x8c509e461bcebe90711e3eb99a6ef1f1ddde3351,3.120080636332606,29867.790074007095,305294.47104710084,0,recent_seller
0x11bc74e240c13f7067529b21dfb9933ff7fcb136,3.054968064303156,27508.3998534781,0.0,0,two_way
0x5140087842da3cbc55ff69ba74b4239af219c4b6,2.7544903759576727,26349.290477470462,70880.56368293715,1,charter_owner
0xc3c570056e06370b9b4022c98174226d576570a5,2.50780410829917,22832.92670656587,0.0,0,two_way
0x88eed6653cb255e03fcc3644befa52fd08c86a97,2.4924683804837264,23832.147481999385,0.0,0,recent_seller
0xdaac35bca6f338399a89ea230a85ccddaa411725,2.487253720476904,26110.783981277626,0.0,0,recent_seller
0xd169335ec70ab4f3d3738935bce4d3a61c83382b,2.4427793528081194,22340.31042169195,0.0,0,two_way
0x4c9b853f9d2fe1379e66ac46ba5ce7f32d147108,2.3124155862788918,21715.070006889913,0.0,0,recent_seller
0x35287d54a46bb7e3e2bb8b6266dc7dfa0ec8bb5e,2.1696365883689497,23047.31627597129,0.0,0,recent_seller
0x86b578c35141ae8ad3fd594b5a247b5cacd6a1a0,2.136519226423065,20132.94553373281,0.0,0,two_way
0xee21b7e989bd5c42204592386e5821349e5782a1,2.0416416915679183,19706.29048237508,0.0,0,recent_seller
0x89b585df208c727829232d892a50806c3a20a4e6,1.9172015939950664,18412.866134840493,0.0,0,recent_seller
0x49224d70a64e7e7dd5dadfad610f039ea6d08c8e,1.8216492775045483,17480.072529863442,0.0,0,two_way
0x7c7b412019186684b51bdd98d4cbc33ccf1eee7d,1.765176481625006,16724.152206784973,0.0,0,recent_seller
0xe0380e347e1bbd3ba74d2b591424e2175c7da1d5,1.7631790146543371,16534.491518221927,0.0,0,recent_seller
0xa94fb35292b10e8172695e3bd7980b49191bebf1,1.7244460558331405,15310.170146915669,0.0,0,two_way
0xee1338f0f9324b97580f1351ea0a30f474e4a67a,1.6560065176178411,15308.285342596118,0.0,1,charter_owner
0x03afdf296450f1fd66a9bdceaad117c8e99e5c0b,1.4865405821630666,14260.85099579505,0.0,0,recent_seller
0x9ec2bcc1aa4a0f0716057dec17ec6a1389d2d743,1.439754482179926,13827.11644549096,41481.34933647288,0,recent_seller
