hours,elapsed_days,timestamp_utc,price_ETH,price_return,wallet_tokens,wallet_cash_ETH,branches,bank_pending,vault_ETH,hook_ETH,epoch_flow_ETH,branch_withdraw_sell_ETH,sell_pool_ETH,branch_withdraw_sell_ETH_tokens,branches_retired,external_capital_ETH,spec_sell_ETH,spec_sell_ETH_tokens,new_seller_activations,spec_buy_ETH,buy_pool_ETH,owner_spec_sell_ETH,owner_spec_sell_ETH_tokens,owner_spec_buy_ETH
8.0,0.3333333333333333,2026-09-16T13:40:47+00:00,7.222583775353662e-05,-0.3041093075401977,56783207.95614075,7625.213661078338,1145,1037049.6285974921,111.7189937774005,2396.1083441231012,1697.8591898119903,0.0,17.6879656360054,0.0,0.0,9.66018611698946,16.66297027373767,239255.61251046957,10.0,2.5478348669560456,2.496878169616924,0.49435639318757013,7122.822443099092,0.0
8.25,0.34375,2026-09-16T13:55:47+00:00,6.977057212437383e-05,-0.3277656132611678,56003137.37568638,7693.170874781152,1145,1044341.2952641591,111.7189937774005,2397.8729104539325,1643.0858693019106,0.0,57.1810002918553,0.0,0.0,14.948459523566454,1.2453031530228353,18553.52204759459,8.0,2.4459537621494385,2.407679781775672,54.220267130076806,795595.620164601,0.0108623417032886
8.5,0.3541666666666667,2026-09-16T14:10:47+00:00,6.976414199880284e-05,-0.32782756705326455,56000922.675388366,7693.338841197177,1145,1051632.9619308258,111.7189937774005,2397.918803175744,1642.9494022864715,0.0,0.9656722203014851,0.0,0.0,0.07739212239625949,0.9266351208148378,13831.524377739494,7.0,0.8461277600636615,0.8292052048623882,0.010066932877602994,150.25627953006554,0.0
8.75,0.3645833333333333,2026-09-16T14:25:47+00:00,6.974021056682725e-05,-0.3280581446593822,55991286.081684485,7702.392098833058,1145,1058924.6285974924,111.7189937774005,2398.5768638476175,1642.5386861828013,0.0,13.220926730982,0.0,0.0,9.300602204085953,12.564946523745578,187312.76605976655,16.0,12.571643497256769,12.810210627311633,0.2593524053069632,3871.469377182628,0.5
9.0,0.375,2026-09-16T14:40:47+00:00,6.989372473136574e-05,-0.32657904685192407,56040320.078028426,7705.692631282133,1145,1066216.295264159,111.7189937774005,2398.8050291612576,1646.059685392115,0.0,3.1008506716950706,0.0,0.0,7.049696972029048,3.0027974030893,44867.9788657109,12.0,6.756989674498544,6.621849881008574,0.005027748454917855,75.05288135736018,0.0
9.25,0.3854166666666667,2026-09-16T14:55:47+00:00,6.938530259849598e-05,-0.3314776571153586,55873859.245518655,7732.281844240979,1145,1073507.961930826,111.7189937774005,2399.2491379287135,1634.6232830295503,0.0,13.440377314924945,0.0,0.0,15.596919363737019,10.278817609811249,153727.7512375165,10.0,2.0448724003678813,2.0039749523605233,2.7583483856659474,41180.23979029657,0.0
9.5,0.3958333333333333,2026-09-16T15:10:47+00:00,6.867811353421418e-05,-0.338291372303023,55639290.25744939,7753.012453404861,1145,1080799.6285974926,111.7189937774005,2399.8636093602618,1618.6461763787272,0.0,18.658383318488177,0.0,0.0,5.367973944605358,16.77921360590925,253195.81142208076,11.0,2.7359965996580695,2.681276667664908,1.3194182130242824,19970.21096495291,0.0
9.75,0.40625,2026-09-16T15:25:47+00:00,6.839245632780775e-05,-0.34104365870571784,55543327.688812345,7760.834944056028,1145,1088091.2952641596,111.7189937774005,2400.177074604836,1612.1823508921364,0.0,8.835474684512747,0.0,0.0,1.6721304091512321,8.459523903057162,128566.87392153917,14.0,0.9200502019611181,2.371649197921896,0.11088654092020306,1681.2422619613817,1.5000000000000002
10.0,0.4166666666666667,2026-09-16T15:40:47+00:00,6.775318097029174e-05,-0.3472030302692899,55326858.04856881,7782.635262459061,1145,1095382.9619308258,111.7189937774005,2400.716888821964,1597.6350559697114,0.0,16.59845812215781,0.0,0.0,7.79283769773724,16.100449333226276,246399.13257148114,12.0,2.093023673196745,2.05116319973281,5.504526679487753e-05,0.8466637340372601,0.0
10.25,0.4270833333333333,2026-09-16T15:55:47+00:00,6.776815072556895e-05,-0.34705879776621595,55330966.45010783,7784.3268148187235,1145,1102674.6285974928,111.7189937774005,2401.0417741488172,1598.0438545102663,0.0,6.2795880466790095,0.0,0.0,2.4252362270720473,5.989770278534481,92192.6448532561,16.0,6.824884272687995,6.688386587234235,0.10143012674415786,1558.8732539905955,0.0
10.5,0.4375,2026-09-16T16:10:47+00:00,6.729469346053617e-05,-0.3516205240716703,55167929.61523131,7803.0135960268035,1145,1109966.2952641598,111.7189937774005,2401.709547197977,1587.2799749249464,0.0,17.605165584672477,0.0,0.0,8.590674671918903,16.986326712038,261808.28136965772,17.0,6.980904080971897,6.8412859993524595,0.09068390509429491,1402.9859285915359,0.0
10.75,0.4479166666666667,2026-09-16T16:25:47+00:00,6.729527502564406e-05,-0.35161492073416356,55167664.0975001,7813.234195063449,1145,1117257.9619308258,111.7189937774005,2401.8662451462956,1587.324655706563,0.0,3.0904933951410385,0.0,0.0,10.421977766581472,2.98839403776356,46213.517548010524,12.0,3.199157323221921,3.1351741767574826,0.0093845555232474,145.14014376009007,0.0
11.0,0.4583333333333333,2026-09-16T16:40:47+00:00,6.756561846540627e-05,-0.3490101813590377,55259154.53042318,7813.4035128922515,1145,1124549.6285974928,111.7189937774005,2402.0972715221046,1593.597667050284,0.0,2.0434336319287922,0.0,0.0,6.67335554833146,1.8184412959312453,28050.214971028196,15.0,4.856168342499665,8.316444975649674,0.16368932703968314,2527.316216330709,3.63
11.25,0.46875,2026-09-16T16:55:47+00:00,6.701356113246657e-05,-0.3543292136007663,55068584.1822931,7828.105365011879,1145,1131841.2952641598,111.7189937774005,2402.688864253553,1580.9866970483622,0.0,16.84170600932248,0.0,0.0,2.6824748491571695,0.2702044992050696,4159.663932885721,6.0,4.317077558572483,4.230736007401031,16.066250329837736,248504.57563374747,0.0
11.5,0.4791666666666667,2026-09-16T17:10:47+00:00,6.708936703000953e-05,-0.35359882929267805,55094305.80286418,7827.330258989113,1145,1139132.961930826,111.7189937774005,2402.8044085271417,1582.760743901471,0.0,1.5739362561512278,0.0,0.0,1.1144851039293753,1.52343583215719,23654.66801809833,5.0,3.4163092951633147,3.347983109260048,0.0032823363095008063,50.97733191590674,0.0
11.75,0.4895833333333333,2026-09-16T17:25:47+00:00,6.754841508645121e-05,-0.34917593466375585,55250518.83564394,7817.79998118329,1145,1146424.6285974933,111.7189937774005,2403.0370524391415,1593.389338218782,0.0,0.3121284901528725,0.0,0.0,1.3309604234869286,0.229424425168936,3557.7993685778324,4.0,11.164002864759171,10.940722807463988,0.07334021027935023,1136.418602159144,0.0
12.0,0.5,2026-09-16T17:40:47+00:00,6.747872188808581e-05,-0.3498474235599557,55226071.52905652,7821.209627765306,1145,1153716.2952641593,111.7189937774005,2403.2838764021917,1591.8343202563967,0.0,5.52606969709791,0.0,0.0,2.101452582681657,5.2394760005107575,80781.82163768084,13.0,4.052093606849435,3.9710517347124465,0.1208116056742142,1862.6255700876586,0.0
12.25,0.5104166666666666,2026-09-16T17:55:47+00:00,6.850920643112319e-05,-0.33991877995362674,55570446.81731871,7803.631552732013,1145,1161007.9619308263,111.7189937774005,2404.1758539569073,1615.6494027642966,0.0,8.053367478995824,0.0,0.0,7.128985029320523,7.808743444180256,120011.179998624,11.0,12.518826517240221,31.86844998689542,0.003023010445692762,46.007042054105845,20.000000000000004
12.5,0.5208333333333334,2026-09-16T18:10:47+00:00,6.87647893316562e-05,-0.3374562573001725,55653908.003271,7798.3751479755065,1145,1168299.6285974933,111.7189937774005,2404.6548585825426,1621.5799464279937,0.0,7.101491090082618,0.0,0.0,1.1531435328272912,6.888446357380141,104474.44986610343,8.0,8.347994646713227,13.032034753778962,0.0,0.0,4.95
12.75,0.53125,2026-09-16T18:25:47+00:00,6.878131104593839e-05,-0.3372970717849876,55657486.85415487,7809.510769732344,1145,1175591.2952641596,111.7189937774005,2405.3056162588027,1622.086633792001,0.0,12.704631082074455,0.0,0.0,12.293066797103839,12.316439753750892,186660.90185900577,7.0,9.85093718987881,13.211318446081236,0.007052395861330751,106.5752836219167,3.63
13.0,0.5416666666666666,2026-09-16T18:40:47+00:00,7.047096752816088e-05,-0.32101735449814406,56204303.35180871,7777.903063970914,1145,1182882.9619308263,111.7189937774005,2406.1248912871524,1660.5548767543678,0.0,0.6786370148734022,0.0,0.0,7.679812229287148,0.6013915519013654,8982.241231136859,2.0,19.945795895142865,39.14687997724001,0.05688635252583481,849.1294885314666,20.000000000000004
13.25,0.5520833333333334,2026-09-16T18:55:47+00:00,7.14637679424424e-05,-0.31145179473092743,56516538.94759244,7759.52086666952,1145,1190174.6285974928,111.7189937774005,2406.602101904582,1682.944861787649,0.0,0.4021600083924568,0.0,0.0,4.48499834931414,0.3069346041608947,4501.864389792334,3.0,16.702466981279,22.79214504167359,0.08316060397978844,1228.8878731371706,6.5548238775716055
13.5,0.5625,2026-09-16T19:10:47+00:00,7.27011195953564e-05,-0.2995300015701352,56896705.71546056,7744.213047395913,1145,1197466.29526416,111.7189937774005,2407.189436597106,1710.6329823545184,0.0,0.44181350878579906,0.0,0.0,12.967635985785192,0.2367025516370313,3435.8529461282706,2.0,25.625207923606244,28.129934075655207,0.19185655188519377,2780.7650129342724,3.0788064393072405
13.75,0.5729166666666666,2026-09-16T19:25:47+00:00,7.364607945396528e-05,-0.2904253820765129,57180406.99843162,7732.077043509587,1145,1204757.9619308268,111.7189937774005,2407.6915461032363,1731.6313007835943,0.0,1.4595333486629443,0.0,0.0,9.364424048879318,1.4157473482030558,20128.727723467156,4.0,22.916175283407338,22.45785177773919,0.0,0.0,0.0
14.0,0.5833333333333334,2026-09-16T19:40:47+00:00,7.475466998937246e-05,-0.2797441929157667,57505805.78667804,7707.200156410979,1145,1212049.6285974933,111.7189937774005,2408.4805243767296,1756.1354394287148,0.0,5.73109180404208,0.0,0.0,0.41622982000326647,4.032566969631976,56500.69507687869,3.0,30.675113530452492,30.23523044916261,1.5265920802888422,21328.605619641006,0.177162438080782
14.25,0.59375,2026-09-16T19:55:47+00:00,7.518824701632654e-05,-0.2755667098029875,57631298.08809379,7706.174424689576,1145,1219341.29526416,111.7189937774005,2408.7162510078106,1765.6554800443078,0.0,0.8220908127027542,0.0,0.0,8.730035525271887,0.7974280883216717,11094.624423368623,2.0,9.799479438151664,10.342131428295737,0.0,0.0,0.7537158968439903
14.5,0.6041666666666666,2026-09-16T20:10:47+00:00,7.603311341529397e-05,-0.2674264835113973,57872865.84135919,7689.7550777532615,1145,1226632.961930827,111.7189937774005,2409.126354916292,1784.1182260247353,0.0,0.6608686376953301,0.0,0.0,2.45350295259173,0.6410425785644702,8851.74157502773,0.0,14.5402278082857,19.123614618122954,0.0,0.0,4.973664659186702
14.75,0.6145833333333334,2026-09-16T20:25:47+00:00,7.672858885582262e-05,-0.26072562823644996,58068711.64576155,7690.378608701566,1145,1233924.6285974933,111.7189937774005,2409.4674161110406,1799.2411216272071,0.0,0.6433615142509552,0.0,0.0,16.087487745525536,0.5460817496454615,7473.449252306755,1.0,13.781423403543245,15.766257116722379,0.07797891917796505,1059.4796781636496,2.3065940625
15.0,0.625,2026-09-16T20:40:47+00:00,7.79077641470835e-05,-0.24936436008796337,58394888.56830107,7675.497656855111,1145,1241216.2952641603,111.7189937774005,2409.995940164039,1824.7179985042965,0.0,0.17036506874933366,0.0,0.0,11.124449083631669,0.16382849219599166,2221.884870203986,0.0,20.340356514649883,25.647241945838363,0.001425624490861992,19.344844630649597,5.830298532123959
15.25,0.6354166666666666,2026-09-16T20:55:47+00:00,7.94133770402561e-05,-0.2348578893927863,58800818.49227965,7646.9642757132515,1145,1248507.9619308272,111.7189937774005,2410.654851615884,1856.970019429104,0.0,0.014024378788917602,0.0,0.0,4.377551234792295,0.013603647425250075,181.4022804411067,3.0,28.474745804331626,32.266045303596115,0.0,0.0,4.449790219746039
15.5,0.6458333333333334,2026-09-16T21:10:47+00:00,8.162885444620282e-05,-0.21351192575835531,59377635.134059496,7605.029076987953,1145,1255799.6285974935,111.7189937774005,2411.6496871723425,1903.8957097343025,0.0,0.7373489721533132,0.0,0.0,5.98532713635839,0.7152285029887139,9350.550485656819,3.0,23.63625436464493,47.66303927735205,0.0,0.0,24.9995
15.75,0.65625,2026-09-16T21:25:47+00:00,8.392880248126536e-05,-0.19135209375747475,59952176.04376178,7605.258023621474,1145,1263091.2952641607,111.7189937774005,2412.657737674887,1951.942370007222,0.0,0.5456738266059347,0.0,0.0,49.283657408984354,0.5293036118077566,6630.021543962213,1.0,40.926834926352676,48.59233409952539,0.0,0.0,8.65717946091813
16.0,0.6666666666666666,2026-09-16T21:40:47+00:00,8.544352644547975e-05,-0.17675783855562355,60318097.980671346,7574.750453460832,1145,1270382.9619308268,111.7189937774005,2413.296527599572,1983.242716637602,0.0,0.0001456190914268518,0.0,0.0,1.4315663944214938,0.00014125051868404625,1.7352514638462004,0.0,30.615730898983493,31.30049224947079,0.0,0.0,1.3235469065989405
16.25,0.6770833333333334,2026-09-16T21:55:47+00:00,8.940494038478583e-05,-0.13858990343591449,61231218.868828475,7505.68840380017,1145,1277674.6285974937,111.7189937774005,2414.941734199607,2063.857519981462,0.0,0.00012957806120539317,0.0,0.0,13.197960283232424,0.00012569071936923136,1.531853156607726,0.0,51.72889626598915,80.6149329219213,0.0,0.0,30.53123936862442
16.5,0.6875,2026-09-16T22:10:47+00:00,9.133051036760424e-05,-0.12003717673309822,61653613.301927775,7471.2487131299495,1145,1284966.2952641605,111.7189937774005,2415.728554617832,2102.4117204744684,0.0,0.0,0.0,0.0,4.901330241008532,0.0,0.0,0.0,29.674932651995316,38.55420049300599,0.0,0.0,9.666088259235282
16.75,0.6979166666666666,2026-09-16T22:25:47+00:00,9.414148311594054e-05,-0.09295365879592343,62246839.97438482,7424.23161068163,1145,1292257.9619308272,111.7189937774005,2416.8624884747287,2157.974479462404,0.0,0.0,0.0,0.0,9.679590396514168,0.0,0.0,0.0,34.76967462472696,55.56275898793624,0.0,0.0,21.927018220105946
17.0,0.7083333333333334,2026-09-16T22:40:47+00:00,9.703503557969991e-05,-0.06507449130816834,62830342.72432728,7371.864904271306,1145,1299549.6285974942,111.7189937774005,2418.01214083276,2214.307444334343,0.0,2.719029907893855e-07,0.0,0.0,5.115910819646583,2.6374590106570394e-07,0.0029082425006558303,0.0,28.90261749371596,56.33296514384165,0.0,0.0,28.580000000000005
17.25,0.71875,2026-09-16T22:55:47+00:00,9.794752352034332e-05,-0.056282736381871645,63009141.84229963,7371.191088684351,1145,1306841.2952641603,111.7189937774005,2418.3714723397875,2231.914688178583,0.0,0.0,0.0,0.0,17.29275976430967,0.0,0.0,0.0,15.574345034870857,17.60724384423967,0.0,0.0,2.392230316394115
17.5,0.7291666666666666,2026-09-16T23:10:47+00:00,9.981064317764563e-05,-0.03833171402225788,63366610.812842056,7344.025683575451,1145,1314132.9619308275,111.7189937774005,2419.1000775302546,2267.6163425114437,0.0,0.0,0.0,0.0,9.264854414427072,0.0,0.0,0.0,34.80595298968807,35.70165433286091,0.0,0.0,1.6243065336393778
