hours,elapsed_days,timestamp_utc,price_ETH,price_return,wallet_tokens,wallet_cash_ETH,branches,bank_pending,vault_ETH,hook_ETH,epoch_flow_ETH,branch_withdraw_sell_ETH,sell_pool_ETH,branch_withdraw_sell_ETH_tokens,branches_retired,external_capital_ETH,spec_sell_ETH,spec_sell_ETH_tokens,new_seller_activations,spec_buy_ETH,buy_pool_ETH,owner_spec_sell_ETH,owner_spec_sell_ETH_tokens,owner_spec_buy_ETH
17.75,0.7395833333333334,2026-09-16T23:25:47+00:00,0.00010206306581028478,-0.01662978581634189,63785299.47489083,7302.469957970185,1145,1321424.6285974942,111.7189937774005,2420.257098617776,2310.416599788304,0.0,5.625010531040061,0.0,0.0,2.4015527591162202,5.456260215108859,56844.95429228339,1.0,26.861629974319865,48.42526780790165,0.0,0.0,22.55190860517162
18.0,0.75,2026-09-16T23:40:47+00:00,0.00010377808641948911,-0.00010568701122148916,64095829.846306734,7276.5609610070605,1145,1328716.2952641607,111.7189937774005,2420.9162240110445,2342.6985473826126,0.0,0.006152500345706358,0.0,0.0,7.032076024455452,0.0059679253353351665,60.502908767478225,0.0,18.360374246246977,32.28810009465537,0.0,0.0,14.58666666666667
18.25,0.7604166666666666,2026-09-16T23:55:47+00:00,0.0001046297288925278,0.008099826261098508,64247412.80439407,7267.102889987235,1145,1336007.9619308277,111.7189937774005,2421.241835321756,2358.653501607399,0.0,0.0,0.0,0.0,6.822494515671067,0.0,0.0,0.0,16.103403097415878,15.95495422478673,0.0,0.0,0.177162438080782
18.5,0.7708333333333334,2026-09-17T00:10:47+00:00,0.00010928300018965708,0.052933756692096434,65044110.302138306,7185.440541743219,1145,1343299.6285974944,111.7189937774005,2422.9980075883705,2444.7059426506567,0.0,8.448751032119617e-09,0.0,0.0,6.1462650658565305,8.195288501156029e-09,8.115922456080792e-05,0.0,78.00209237283735,86.0524410517066,0.0,0.0,9.806520945230602
18.75,0.78125,2026-09-17T00:25:47+00:00,0.00011097676307090932,0.06925303883485867,65320354.61334144,7203.614064972047,1145,1350591.2952641607,111.7189937774005,2423.627608619269,2475.4359282675064,0.0,0.04877121342224199,0.0,0.0,49.533109876574706,0.047308077019574735,446.0354706536978,0.0,26.348247896865438,30.778756830271274,0.0,0.0,5.058646827901176
19.0,0.7916666666666666,2026-09-17T00:40:47+00:00,0.00011205609253166253,0.07965229967000287,65485003.27874495,7190.960845687845,1145,1357882.9619308277,111.7189937774005,2424.130908389592,2494.0292871870374,0.0,2.4568136948200845,0.0,0.0,6.443439405649108,2.383109283975482,22348.23426094603,1.0,15.187441155745724,21.05017261435026,0.0,0.0,6.292326818081073
19.25,0.8020833333333334,2026-09-17T00:55:47+00:00,0.00011291633487254328,0.08794067204335665,65601305.150333956,7184.6309339603795,1145,1365174.6285974947,111.7189937774005,2424.4015155965894,2507.244062928098,0.0,0.01820947440501186,0.0,0.0,7.155471220591668,0.017663190172861505,163.8858364332467,0.0,6.495403166859717,13.232985215465394,0.0,0.0,7.007642971370278
19.5,0.8125,2026-09-17T01:10:47+00:00,0.00011339587491907349,0.09256100550602753,65665345.27887936,7180.099956548711,1145,1372466.295264161,111.7189937774005,2424.674918448619,2514.613308430008,0.0,2.440281071881145,0.0,0.0,3.1116709422706395,2.367072639724711,21770.859190642423,0.0,6.001047797833858,9.809526573791027,0.0,0.0,4.008673195830454
19.75,0.8229166666666666,2026-09-17T01:25:47+00:00,0.00011705447658539334,0.1278113664045446,66146680.677601695,7174.715663265772,1145,1379757.9619308277,111.7189937774005,2425.818529162605,2570.634580924488,0.0,0.006337040824746509,0.0,0.0,51.780589925528346,0.006146929600004114,56.05274919230734,0.0,57.171030138066676,56.027609535305345,0.0,0.0,0.0
20.0,0.8333333333333334,2026-09-17T01:40:47+00:00,0.00011756689475008264,0.1327484781438566,66214392.508349486,7173.826523478081,1145,1387049.6285974947,111.7189937774005,2425.9919029205394,2578.6619680546314,0.0,0.18944413304734553,0.0,0.0,7.311621100386345,0.18376080905592518,1633.6737602415435,0.0,8.38452169713403,8.21683126319135,0.0,0.0,0.0
20.25,0.84375,2026-09-17T01:55:47+00:00,0.000120758241529408,0.1634968721981067,66626317.67384806,7171.858921750905,1145,1394341.2952641612,111.7189937774005,2427.0694731205003,2628.265829877386,0.0,1.2943635527622064,0.0,0.0,48.71383029554065,1.2555326461793401,11106.741817624821,0.0,48.30696466889496,50.89822537551706,0.0,0.0,3.63
20.5,0.8541666666666666,2026-09-17T02:10:47+00:00,0.00012104445106616413,0.16625448026353995,66662319.38889718,7171.694885910651,1145,1401632.961930828,111.7189937774005,2427.2513577544873,2632.699283190633,0.0,1.8133173085520866,0.0,0.0,4.451302106979357,0.5194790143497631,4477.39274742604,1.0,6.374255736530044,6.246770621799443,1.239438774945761,10686.067601568062,0.0
20.75,0.8645833333333334,2026-09-17T02:25:47+00:00,0.00012150975880801513,0.1707376865060004,66720820.74833494,7169.584219346904,1145,1408924.6285974947,111.7189937774005,2427.400976273752,2639.867154578173,0.0,0.06616844388645404,0.0,0.0,5.206823343057863,0.06418339056986043,551.2483154033902,0.0,6.886673297373715,7.234039831426241,0.0,0.0,0.495
21.0,0.875,2026-09-17T02:40:47+00:00,0.00012258980936003194,0.1811438950030113,66854721.72655566,7164.88557414072,1145,1416216.2952641614,111.7189937774005,2428.114110030009,2656.5253969035475,0.0,7.402960215054463,0.0,0.0,12.672730875446595,7.1808714086028305,61618.7315308107,1.0,23.031539840815643,24.061202540429406,0.0,0.0,1.520707649418443
21.25,0.8854166666666666,2026-09-17T02:55:47+00:00,0.00012425786878736652,0.19721552623715533,67058665.59997448,7150.149632545854,1145,1423507.9619308277,111.7189937774005,2428.8509440342636,2682.037786031863,0.0,4.288452259187579,0.0,0.0,11.51328153770507,4.159397878818873,35176.68471407387,1.0,30.409021823982776,29.80084138750312,0.00040081259307953585,3.394252222051608,0.0
21.5,0.8958333333333334,2026-09-17T03:10:47+00:00,0.00012474594831426153,0.20191813697190986,67117469.54813802,7152.6171568064565,1145,1430799.6285974951,111.7189937774005,2429.125555675923,2689.4823274151427,0.0,2.4337769465828387,0.0,0.0,10.186677285542535,2.3544197263398066,19680.486498423794,2.0,6.3736770913728,9.878318329862626,0.006343911845547154,52.973983908182475,3.706239571752327
21.75,0.90625,2026-09-17T03:25:47+00:00,0.0001242198564974782,0.19684928058940487,67052082.58070955,7170.46493087931,1145,1438091.295264162,111.7189937774005,2430.0687284026526,2681.7046857941878,0.0,21.85955677355787,0.0,0.0,11.013305178627343,19.16787886826251,160535.1195152162,1.0,14.369301176125012,14.081915152602514,2.0358912020886235,17064.397635345264,0.0
22.0,0.9166666666666666,2026-09-17T03:40:47+00:00,0.00012335180203038224,0.18848563894828518,66944953.85863194,7187.0749930966085,1145,1445382.9619308282,111.7189937774005,2430.5938701697023,2668.6287896764375,0.0,15.711677207770206,0.0,0.0,4.059307866598179,14.494191543623847,121892.36531151686,5.0,2.689572540836692,2.6357810900199583,0.7461353479132549,6299.39343980125,0.0
22.25,0.9270833333333334,2026-09-17T03:55:47+00:00,0.00012206132532122315,0.17605198973532055,66783817.77137603,7208.65448028864,1145,1452674.6285974947,111.7189937774005,2431.2349750415497,2649.075877242756,0.0,20.63443366561978,0.0,0.0,2.6676796301942307,19.935684916333287,169207.61215928546,6.0,0.8045795013147449,1.0815212319384502,0.07971573931789862,675.2522574963164,0.2990135925
22.5,0.9375,2026-09-17T04:10:47+00:00,0.00011943149661998277,0.15071378151402204,66447494.54344438,7257.5548762931085,1145,1459966.2952641621,111.7189937774005,2432.4992435445206,2608.897809671738,0.0,41.34705433871886,0.0,0.0,9.986596936422332,40.106642708557295,345921.7128875,6.0,1.1928436405110254,1.1689867677008048,0.0,0.0,0.0
22.75,0.9479166666666666,2026-09-17T04:25:47+00:00,0.00011151402532447329,0.07442952156311677,65385756.57020098,7380.198518522095,1145,1467257.9619308282,111.7189937774005,2436.2080891839473,2487.598478833673,0.0,122.6853308380646,0.0,0.0,5.053157030350254,73.07572908097262,652646.3951698119,4.0,1.4142857142857144,1.3860000000000001,45.92904183195001,420836.5337125671,0.0
23.0,0.9583333333333334,2026-09-17T04:40:47+00:00,0.00010498401311616715,0.011513328982344584,64278001.49086273,7503.073763193284,1145,1474549.6285974951,111.7189937774005,2439.767786944603,2368.941886811829,0.0,118.65659202184406,0.0,0.0,7.778350410000824,111.9550216193868,1077553.2143918627,13.0,0.0,0.0,3.141872641802001,30201.86494639118,0.0
23.25,0.96875,2026-09-17T04:55:47+00:00,9.659018223767362e-05,-0.06936062089633743,62705494.789219886,7659.953120368006,1140,1466106.476406715,111.7189937774005,2444.5053213314413,2211.024073917332,1.1578096242827085,157.91781289449727,11487.901108228243,5.0,3.69907866705947,150.3019293303107,1554237.7438356022,14.0,0.0,0.0,1.7205395530689247,18268.95780724017,0.0
23.5,0.9791666666666666,2026-09-17T05:10:47+00:00,9.23856095311377e-05,-0.10987137304895744,61833896.01910661,7741.899230974631,1140,1473398.1430733819,111.7189937774005,2446.9506748010217,2129.5122915978636,0.0,81.51178231946824,0.0,0.0,2.8796817567403843,78.05847348874975,860406.4010149919,15.0,0.0,0.0,1.0079553611343544,11192.369098284755,0.0
23.75,0.9895833333333334,2026-09-17T05:25:47+00:00,8.917852186041166e-05,-0.1407714294467326,61128033.587782145,7810.2266813168,1140,1480689.809740048,111.7189937774005,2448.8535442097445,2066.0833113072363,0.0,63.42898029062735,0.0,0.0,6.801339460259342,61.33600407555201,703699.9876584505,16.0,0.0,0.0,0.19010680635647986,2162.4436660166225,0.0
24.0,1.0,2026-09-17T05:40:47+00:00,8.688248027019582e-05,-0.16289362313570188,60599009.55928547,7857.297005621833,1140,1487981.4764067149,111.7189937774005,2450.236565516653,2019.9826010769943,0.0,46.10071023024193,0.0,0.0,2.35263538169956,44.70834497713638,528912.7767847644,15.0,0.0,0.0,0.0093439461982598,111.25171190655232,0.0
