address,buy_ETH,tokens_bought,wallet_tokens,charter_count,strategy
0xa23aeda16421dc59c41dc59b3692e59db80954d6,1.7962003515014944,16904.343316083494,100659.75790716326,0,recent_buyer
0x86b578c35141ae8ad3fd594b5a247b5cacd6a1a0,1.73598416376,17108.165511169307,0.0,0,two_way
0xe28fc48e2bf590cfd71f3992fadae4be7750bc71,1.64934,16997.091019803756,141684.40387433695,0,recent_buyer
0x98ba4c6ee9bc6be805012e55c918b46f67221b49,1.4700000000000002,13805.668730588472,13805.668730588472,1,charter_owner
0xcbbfece866a198f01ebd93b4ebe2d674542bec7c,1.4699999999999998,14254.237361072828,4.617361072826863,1,charter_owner
0xf24022ba0fea5926d30fba8fece6d7a852732989,1.35828,14111.040682109273,306960.8629106083,1,charter_owner
0x368564edf8ec2d3cbe8ec3ad265a3207e663b93c,1.2985552090002566,13157.454536879064,0.0,1,charter_owner
0x0d6d67d527462e27167a9f4182b5b462d88ca4d3,1.2542387383827769,11438.571425367743,11438.571425367743,0,recent_buyer
0xe4b5788f40442066140fd74552c8ee8ce42a034a,1.2185117539546322,12017.814329842517,12017.814329842517,0,recent_buyer
0xc252b35e96f8623f78d18faced77518acc68b185,1.2152,12098.018178221995,12098.018178221995,0,recent_buyer
0x0334dae5308f01e0d7e23b9d0a4bbecc58a56e15,1.21275,11984.85522247594,11984.85522247594,0,recent_buyer
0x690de3a521741d3fba8bd95923518e79772ffcbf,1.194671215640394,12126.041623622705,77766.0610954425,0,recent_buyer
0xed3ad83572cce1e7db2ea644f19abf98fc096684,1.0571465354426726,10999.11684802309,0.0,0,recent_seller
0xa91392aea58fc1543b0d9b314b0cfab7e1dc7da6,1.0145324414462846,9239.52869482488,94435.9304564688,0,recent_buyer
0x362930cb6695b4623b300b96755cf1841a9b6766,0.9813933178982366,9522.426760375643,0.0,0,recent_buyer
0xd93fcfb0c238a4e3e3699997967fe35c5e8f2e4c,0.9751,9489.499746167256,9489.499746167256,0,recent_buyer
0x1931694c73fa7dbc92859657c225d09a26024592,0.9702,10097.601901691352,71703.82043782512,0,recent_buyer
0xe3ba37b87eb64cd3f14ceb1ba4d4f1ebc72fd592,0.9702,9130.573974684026,38338.03378611457,0,recent_buyer
0x76475295f23efe2a7c3edeb8feab5ddeb72783b9,0.9702,9653.31474974237,0.0,0,two_way
0xc16840a627035b8085f50843e28ba16176fe7757,0.9688087294393452,8842.96395632904,0.0,0,recent_buyer
0x28f7219ce74a4e985d6ab83ac2147eb51ffe2f41,0.934380216,9804.332567833411,52460.637264917685,0,recent_buyer
0xef85438f84e39eea483fe18c03827c400b9ac5c4,0.8404068258522317,7884.939668159497,0.0,0,recent_buyer
0x539f0cf2989a4d53f84b18b290c15e810aaa15b0,0.80647875,8471.22243640147,101981.82649209644,0,recent_buyer
0x8ed83349a051ab7d8c1baa92bba18cc211b6c4f2,0.7862025527490719,7984.268596002163,10304.003867060344,0,recent_buyer
0xa1a5a372dfae18884b2930b91df4f86cec8da1ad,0.785862,8030.754302274675,8030.754302274675,0,recent_buyer
0xa4a5cc8c29353f333d031f7df7a717ef86caa7de,0.7682282742982939,7443.137454941003,0.0,1,charter_owner
0x77edd79cb7a68ea1623edecc215e48daa6329a4b,0.7099159357007006,6485.977094327942,7412.749175460158,0,recent_buyer
