charter,branches,balance,cash,wallet_tokens,withdrawal_cash,external_spend
1,1,6737.245802250378,2.002002002002002,1495.985206006269,0.0,0.0
2,4,3940.855477104739,0.17205284115745964,0.0,0.0,1.8299491608445424
3,4,5966.783832282988,0.21659080574104417,0.0,0.0,1.785411196260958
4,1,6737.245802250378,3.88614107020265,0.0,6.254815284513679,4.370676216313031
5,0,0.0,7.59140950578597,0.0,5.589407503783968,0.0
6,3,5559.763563205877,0.44401057321679555,0.0,0.39107503536941296,1.9490664641546196
7,0,0.0,7.645150732135505,0.0,6.960834427847285,1.317685697713782
8,5,3015.5250061132774,2.8985055495369965,0.0,0.8965035475349941,0.0
9,8,707.2384512448302,0.1748258950178294,0.0,0.0,1.827176106984173
10,0,0.0,5.6027382176161815,0.0,6.860798431988224,3.2600622163740436
11,1,6737.245802250378,3.4400809221112203,0.0,5.1215710407103145,3.683492120601096
12,1,6737.245802250378,3.348521694584197,0.0,6.151206768198753,4.804687075616559
13,2,5728.596185097953,3.333404237200279,0.0,5.016287146754793,3.6848849115565168
14,1,6737.245802250378,3.441974522475568,0.0,5.126250913096246,3.6862783926226808
15,1,6737.245802250378,3.365040100732991,0.0,5.050710889964248,3.687672791233259
16,1,6737.245802250378,3.4151821083237577,0.0,5.103795963739012,3.690615857417257
17,0,0.0,6.12951871782561,0.0,7.380550478662353,3.253033762838746
18,4,5966.783832282988,0.19766589126326473,0.0,0.0,1.8043361107387377
19,5,1301.0039204884997,0.2869461543646221,0.0,0.0,1.71505584763738
20,0,0.0,5.156812089234213,0.0,6.450666368686106,3.295856281453895
21,1,6737.245802250378,3.8124786558230612,0.0,6.185763319430617,4.375286665609558
22,1,6737.245802250378,3.967003935690308,0.0,6.342488921484355,4.377486987796049
23,1,6737.245802250378,3.888960021648654,0.0,6.298164869340153,4.4112068496935
24,0,0.0,6.364166209336156,0.0,4.362164207334153,0.0
25,2,711.2113912215221,3.2960391636980964,0.0,4.985641273141828,3.6916041114457334
26,0,0.0,5.244287473274388,0.0,6.565454819577253,3.3231693483048677
27,4,6024.051518866336,0.22074270012301778,0.0,0.0,1.781259301878984
28,5,1301.0039204884997,0.2717227983459556,0.0,0.0,1.7302792036560466
29,0,0.0,5.210699398753535,0.0,6.5135833506206104,3.304885953869078
