beliefs,payout_share,payment_probability,marginal_branch_value_ETH,full_market_funding_ETH,expected_funder_net_ETH,break_even_payout_share
Flat beliefs,1.0,1.0,1.192051785819224,0.24283988139663384,0.9492119044225903,0.20371588238487884
Flat beliefs,0.8,1.0,1.192051785819224,0.24283988139663384,0.7108015472587456,0.20371588238487884
Flat beliefs,0.5,1.0,1.192051785819224,0.24283988139663384,0.35318601151297824,0.20371588238487884
Flat beliefs,0.8,0.8,1.192051785819224,0.24283988139663384,0.5200732615276698,0.2546448529810985
Adaptive beliefs,1.0,1.0,16.145841421413643,0.24283988139663384,15.903001540017009,0.015040398023144469
Adaptive beliefs,0.8,1.0,16.145841421413643,0.24283988139663384,12.67383325573428,0.015040398023144469
Adaptive beliefs,0.5,1.0,16.145841421413643,0.24283988139663384,7.830080829310187,0.015040398023144469
Adaptive beliefs,0.8,0.8,16.145841421413643,0.24283988139663384,10.090498628308099,0.018800497528930586
