charter,branches,balance,cash,wallet_tokens,withdrawal_cash,external_spend
1,1,6160.38278132728,2.002002002002002,1495.985206006269,0.0,0.0
2,2,487.2929921125883,2.248625279799637,0.0,0.2466232777976347,0.0
3,2,869.6478312267088,2.248090240377198,0.0,0.24608823837519594,0.0
4,3,3328.0644513499365,2.0530387007747786,0.0,0.22951986599994598,0.17848316722716948
5,3,4826.719033764931,1.597260898035673,0.0,0.20402641553340345,0.6087675194997326
6,2,8946.598979910272,2.081886856692866,0.0,0.2432935876733927,0.16340873298252895
7,3,4826.719033764931,1.6038811818989518,0.0,0.2097437344178388,0.6078645545208894
8,3,7212.821408141826,2.2205446898234706,0.0,0.21854268782146846,0.0
9,0,0.0,4.051294288294523,0.0,2.0492922862925207,0.0
10,2,487.2929921125883,2.260574583512555,0.0,0.25857258151055246,0.0
11,2,8946.598979910272,2.046278030266385,0.0,0.20913799424105944,0.16486196597667652
12,3,3097.410256284197,2.048668280008101,0.0,0.21145860359485597,0.1647923255887572
13,2,1311.1940577012206,2.220395773663106,0.0,0.21839377166110352,0.0
14,2,869.6478312267088,2.2145996684739133,0.0,0.212597666471911,0.0
15,3,3097.410256284197,2.0490725242135386,0.0,0.2108924977044353,0.16382197549289904
16,2,10403.852915849608,1.8843402501792965,0.0,0.25527915653658967,0.37294090835929533
17,3,4826.719033764931,1.591405917505511,0.0,0.2031556735539516,0.6137517580504426
18,2,8946.598979910272,2.0497557338530643,0.0,0.2111280985569465,0.16337436670588437
19,3,3453.4610485980975,2.0295842933186354,0.0,0.2107983677733182,0.18321607645668495
20,3,6185.133136810202,1.6613763407005706,0.0,0.2108454248587577,0.5514710861601895
21,3,2636.6083412632534,2.060269601817741,0.0,0.21049288034603705,0.15222528053029818
22,3,3328.0644513499365,2.0694949833169005,0.0,0.24502336970163469,0.1775303883867366
23,3,6185.133136810202,1.7062136780958017,0.0,0.2603078443615095,0.5560961682677101
24,2,8946.598979910272,2.098036606172916,0.0,0.25886058162179326,0.1628259774508795
25,3,3907.7432951057067,1.8596360637391727,0.0,0.23107720652267288,0.3734431447855021
26,1,6160.38278132728,2.2614078991691686,0.0,0.25940589716716655,0.0
27,3,3453.4610485980975,2.0797192964840945,0.0,0.2603401437195362,0.18262284923744368
28,3,4826.719033764931,1.6234613156101094,0.0,0.2439655593412681,0.6225062457331609
29,2,487.2929921125883,2.245791996242294,0.0,0.24378999424029188,0.0
30,3,6185.133136810202,1.6494145176309254,0.0,0.21202699197479888,0.5646144763458759
31,2,487.2929921125883,2.2579410875129837,0.0,0.2559390855109814,0.0
32,3,4826.719033764931,1.6297110797702667,0.0,0.24558452047466744,0.6178754427064027
