hour,price,eth_principal,token_principal,sqrt,scale,branches,charters,remaining_slots,pending,withdrawn_7d,protected_branch_balance,protected_branch_count,resolution_fee_small,buy_tax,sell_tax,multiplier,banker_cash,speculator_cash,banker_inventory,speculator_inventory,prospective_cash,contraction_eth,expansion_eth,pol_eth,team_eth,unallocated_hook_fees,uncollected_lp_eth,uncollected_lp_tokens,issued,physical_burned,ledger_burned,recycle_buffer,momentum_day,forecast_price_7d,eth_accounting_error,token_accounting_error,ledger_accounting_error,pool_buy_eth,pool_sell_eth_gross,pol_added_eth,spec_buy_eth,spec_sell_eth,license_buy_eth,prefund_buy_eth,banker_inventory_sell_eth,withdraw_sell_eth,buyback_eth,pol_buy_eth,charter_eth,new_capital_eth,licenses_internal,licenses_external,license_tokens_internal,license_tokens_inventory,license_tokens_fresh,prefund_tokens,branches_retired,charters_created,gross_withdrawn,resolution_fee_tokens,hook_tax_eth,lp_fee_eth,lp_fee_tokens,licenses_bought,phase,elapsed_days,timestamp_utc
0.0,0.0001849385838709796,3352.87912897183,23460570.301330138,73.53366904231206,1.0,1099,999,8891,887398.7644437979,12072.04242844939,242.94800759541397,1,0.020099109410085685,0.1,0.1,1.0,1999.9999999999995,10000.0,1494489.2208002629,73129971.81921288,1000,111.7189937774005,111.7189937774005,0.0,0.0,0.0,0.0,0.0,179853.00925925927,0.0,0.0,121.23062405312744,1.4146164664070873,0.0022219544114630845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,0.0,2026-09-15 10:09:19 UTC
1.0,0.00019845407235133652,3509.778125857442,22641589.164886296,70.98555666377881,1.0,1099,999,8891,916565.4311104645,12072.04242844939,269.4872857270488,1,0.020099109410085685,0.1,0.1,1.0,1999.9999999999995,9804.767381969614,1494489.2208002629,73944401.32389079,1000,111.7189937774005,111.7189937774005,0.0,0.0,35.87924614477177,2.454375,4551.631765911715,209019.67592592593,0.0,0.0,121.23062405312744,1.4368598982004852,0.002216908051754609,-3.637978807091713e-12,-1.4901161193847656e-08,-3.637978807091713e-11,242.9831250000001,86.08412811438438,0.0,272.7083333333333,77.47571530294594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.87924614477177,2.454375,4551.631765911715,0.0,after_actions,0.041666666666666664,2026-09-15 11:09:19 UTC
2.0,0.0002119272305217475,3661.0865778976954,21903786.854004465,68.69207234059576,1.0,1099,999,8891,945732.0977771312,12072.04242844939,296.02656385868363,1,0.020099109410085685,0.1,0.1,1.0,1999.9999999999995,9614.566254300047,1494489.2208002629,74677689.77566677,1000,111.7189937774005,111.7189937774005,0.0,0.0,72.31754677407915,4.90875,9065.490871782535,238186.34259259258,0.0,0.0,121.23062405312744,1.4480206129309003,0.0022115402752493412,-7.275957614183426e-12,0.0,4.3655745685100555e-11,242.9831250000001,91.67467295973984,0.0,272.7083333333333,82.50720566376586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.438300629307314,2.454375,4513.859105870815,0.0,after_actions,0.08333333333333333,2026-09-15 12:09:19 UTC
3.0,0.00022535318302974297,3807.084692782593,21235711.558090117,66.61440477352352,1.0,1099,999,8891,974898.764443798,12072.04242844939,322.56584199031846,1,0.020099109410085685,0.1,0.1,1.0,1999.9999999999995,9429.144430070302,1494489.2208002629,75341288.67167106,1000,111.7189937774005,111.7189937774005,0.0,0.0,109.28688111892242,7.363125000000006,13541.890781864384,267353.00925925927,0.0,0.0,121.23062405312744,1.4501155480929502,0.0022058686480998795,-1.4551915228366852e-11,1.4901161193847656e-08,1.1641532182693481e-10,242.9831250000001,96.9850101150987,0.0,272.7083333333333,87.28650910358883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.96933434484322,2.454375,4476.39991008185,0.0,after_actions,0.125,2026-09-15 13:09:19 UTC
4.0,0.0002388747376330133,3949.580724344031,20621541.75252935,64.70158034057728,1.0,1099,999,8891,1004065.4311104643,12072.04242844939,349.1051201219533,1,0.020099109410085685,0.1,0.1,1.0,1999.9999999999995,9246.87448083167,1494489.2208002629,75951019.22565466,1000,111.7189937774005,111.7189937774005,0.0,0.0,146.60642379611153,9.817500000000011,17981.14235906111,296519.67592592596,0.0,0.0,121.23062405312744,1.4459878234358874,0.0021999999022717324,-1.8189894035458565e-11,4.470348358154297e-08,-2.6193447411060333e-10,242.9831250000001,100.48709343855717,0.0,272.7083333333333,90.43838409470145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.319542677189055,2.454375,4439.251577196718,0.0,after_actions,0.16666666666666666,2026-09-15 14:09:19 UTC
5.0,0.00025192998757044,4083.343014709046,20076275.458568063,63.002831389851096,1.0,1099,999,8891,1033232.0977771311,12072.04242844939,375.6443982535881,1,0.020099109410085685,0.1,0.1,1.0,1999.9999999999995,9072.464898669825,1494489.2208002629,76491883.1080885,1000,111.7189937774005,111.7189937774005,0.0,0.0,184.79934059294342,12.271875000000017,22383.553886516245,325686.34259259264,0.0,0.0,121.23062405312744,1.4324831810510994,0.0021936299459474453,-1.8189894035458565e-11,4.470348358154297e-08,-5.820766091346741e-11,242.9831250000001,109.22083463498484,0.0,272.7083333333333,98.29875117148636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.192916796831824,2.454375,4402.411527455156,0.0,after_actions,0.20833333333333334,2026-09-15 15:09:19 UTC
6.0,0.00026500727341135057,4213.890799701912,19571031.26958311,61.42866867790404,1.0,1099,999,8891,1062398.7644437978,12072.04242844939,402.18367638522295,1,0.020099109410085685,0.1,0.1,1.0,1999.9999999999995,8900.948371342918,1494489.2208002629,76992761.41987094,1000,111.7189937774005,111.7189937774005,0.0,0.0,223.3137079269909,14.726250000000023,26749.43108902183,354853.0092592593,0.0,0.0,121.23062405312744,1.4150578234220095,0.0021870821608443035,-1.0913936421275139e-11,5.960464477539063e-08,-8.731149137020111e-11,242.9831250000001,112.43534000714044,0.0,272.7083333333333,101.1918060064264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.514367334047385,2.454375,4365.877202505565,0.0,after_actions,0.25,2026-09-15 16:09:19 UTC
7.0,0.0002779627458759326,4339.9834514657605,19106443.540957622,59.98003341643481,1.0,1099,999,8891,1091565.4311104645,12072.04242844939,428.7229545168578,1,0.020099109410085685,0.1,0.1,1.0,1999.9999999999995,8733.441463922129,1494489.2208002629,77453019.5024312,1000,111.7189937774005,111.7189937774005,0.0,0.0,262.27358858394007,17.180625000000028,31079.07715424921,384019.675925926,0.0,0.0,121.23062405312744,1.3935064324385324,0.0021802853028347726,-3.637978807091713e-12,4.470348358154297e-08,0.0,242.9831250000001,116.89047323615796,0.0,272.7083333333333,105.20142591254218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.959880656949124,2.454375,4329.64606522737,0.0,after_actions,0.2916666666666667,2026-09-15 17:09:19 UTC
8.0,0.00029072718834823676,4461.361435600657,18679467.077435706,58.648536038147995,1.0,1099,999,8891,1120732.0977771312,12072.04242844939,455.2622326484926,1,0.020099109410085685,0.1,0.1,1.0,1999.9999999999995,8570.17775736739,1494489.2208002629,77875702.25035354,1000,111.7189937774005,111.7189937774005,0.0,0.0,301.70493600378353,19.635000000000034,35372.79275380401,413186.3425925927,0.0,0.0,121.23062405312744,1.36824455851225,0.002173225526344165,-3.637978807091713e-12,2.9802322387695312e-08,8.731149137020111e-11,242.9831250000001,121.60514086510739,0.0,272.7083333333333,109.44462677859664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.43134741984407,2.454375,4293.7155995548055,0.0,after_actions,0.3333333333333333,2026-09-15 18:09:19 UTC
9.0,0.00030338182545069643,4578.869253668731,18283792.04646391,57.41233627331548,1.0,1099,999,8891,1149898.7644437978,12072.04242844939,481.80151078012744,1,0.020099109410085685,0.1,0.1,1.0,1999.9999999999995,8410.397200272795,1494489.2208002629,78267119.19801506,1000,111.7189937774005,111.7189937774005,0.0,0.0,341.52330003030926,22.08937500000004,39630.87606410619,442353.0092592594,0.0,0.0,121.23062405312744,1.3406054642163125,0.0021659530683453745,3.637978807091713e-12,5.960464477539063e-08,-5.820766091346741e-11,242.9831250000001,125.47530693193039,0.0,272.7083333333333,112.92777623873734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.81836402652638,2.454375,4258.083310302208,0.0,after_actions,0.375,2026-09-15 19:09:19 UTC
