hour,price,eth_principal,token_principal,sqrt,scale,branches,charters,remaining_slots,pending,withdrawn_7d,protected_branch_balance,protected_branch_count,resolution_fee_small,buy_tax,sell_tax,multiplier,banker_cash,speculator_cash,banker_inventory,speculator_inventory,prospective_cash,contraction_eth,expansion_eth,pol_eth,team_eth,unallocated_hook_fees,uncollected_lp_eth,uncollected_lp_tokens,issued,physical_burned,ledger_burned,recycle_buffer,momentum_day,forecast_price_7d,eth_accounting_error,token_accounting_error,ledger_accounting_error,pool_buy_eth,pool_sell_eth_gross,pol_added_eth,spec_buy_eth,spec_sell_eth,license_buy_eth,prefund_buy_eth,banker_inventory_sell_eth,withdraw_sell_eth,buyback_eth,pol_buy_eth,charter_eth,new_capital_eth,licenses_internal,licenses_external,license_tokens_internal,license_tokens_inventory,license_tokens_fresh,prefund_tokens,branches_retired,charters_created,gross_withdrawn,resolution_fee_tokens,hook_tax_eth,lp_fee_eth,lp_fee_tokens,licenses_bought
0.0,0.0001849385838709796,3352.87912897183,23460570.301330138,73.53366904231206,1.0,1099.0,999.0,8891.0,887398.7644437979,12072.042428449387,242.94800759541397,1.0,0.020099109410085685,0.10000000000000002,0.10000000000000002,1.0,1999.9999999999993,10000.0,1494489.2208002629,73129971.81921288,1000.0,111.7189937774005,111.7189937774005,0.0,0.0,0.0,0.0,0.0,179853.00925925924,0.0,0.0,121.23062405312744,1.414616466407087,0.0022219544114630845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.00019843629752699943,3509.574999363386,22642614.459045928,70.98874378549868,1.0,1099.0,999.0,8891.0,916565.4311104645,12072.042428449387,269.4872857270488,1.0,0.020099109410085685,0.10000000000000002,0.10000000000000002,1.0,1999.9999999999993,9804.950195814263,1494489.2208002629,73943376.02973115,1000.0,111.7189937774005,111.7189937774005,0.0,0.0,35.89955879417738,2.454375,4551.631765911715,209019.67592592593,0.0,0.0,121.23062405312744,1.436687732000876,0.002216896151602237,-1.8189894035458565e-12,-2.1109978357950847e-08,-3.637978807091713e-11,242.9831250000001,86.28725460844048,0.0,272.7083333333333,77.65852914759643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.89955879417738,2.454375,4551.631765911715,0.0
2.0,0.0002119073137803739,3660.866275156501,21904828.80043714,68.6953114621592,1.0,1099.0,999.0,8891.0,945732.0977771314,12072.042428449387,296.02656385868363,1.0,0.020099109410085685,0.10000000000000002,0.10000000000000002,1.0,1999.9999999999993,9614.764526767123,1494489.2208002629,74676647.82923408,1000.0,111.7189937774005,111.7189937774005,0.0,0.0,72.33957704819888,4.90875,9065.490871782535,238186.34259259258,0.0,0.0,121.23062405312744,1.4478536175587315,0.0022115273847338247,-6.063298011819522e-12,-3.725290298461914e-09,4.3655745685100555e-11,242.9831250000001,91.69184920688087,0.0,272.7083333333333,82.52266428619278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.440018254021425,2.454375,4513.859105870815,0.0
3.0,0.00022532618511867872,3806.7955658806823,21236996.421361133,66.61840378737627,1.0,1099.0,999.0,8891.0,974898.764443798,12072.042428449387,322.56584199031846,1.0,0.020099109410085685,0.10000000000000002,0.10000000000000002,1.0,1999.9999999999993,9429.404644282024,1494489.2208002629,75340003.80840003,1000.0,111.7189937774005,111.7189937774005,0.0,0.0,109.31579380911387,7.363125000000006,13541.890781864384,267353.00925925927,0.0,0.0,121.23062405312744,1.4499124376113717,0.002205851751766313,-1.1217101321866115e-11,9.934107462565104e-09,1.1641532182693481e-10,242.9831250000001,97.05383427581599,0.0,272.7083333333333,87.34845084823439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.97621676091494,2.454375,4476.39991008185,0.0
4.0,0.00023871753477376626,3947.947801464627,20628382.085864317,64.7228910454642,1.0,1099.0,999.0,8891.0,1004065.4311104644,12072.042428449387,349.10512012195323,1.0,0.020099109410085685,0.10000000000000002,0.10000000000000002,1.0,1999.9999999999993,9248.34411142314,1494489.2208002629,75944178.89231966,1000.0,111.7189937774005,111.7189937774005,0.0,0.0,146.76971608405248,9.817500000000011,17981.14235906111,296519.67592592596,0.0,0.0,121.23062405312744,1.4447675158217612,0.0021999046002579396,-1.2732925824820995e-11,2.60770320892334e-08,-2.6193447411060333e-10,242.9831250000001,101.83088941605183,0.0,272.7083333333333,91.64780047444667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.45392227493852,2.454375,4439.251577196718,0.0
5.0,0.0002519619732182365,4083.666200739137,20074994.461980227,62.99884051120415,1.0,1099.0,999.0,8891.0,1033232.0977771311,12072.042428449387,375.6443982535881,1.0,0.020099109410085685,0.10000000000000002,0.10000000000000002,1.0,1999.9999999999993,9072.174031242748,1494489.2208002629,76493164.10467632,1000.0,111.7189937774005,111.7189937774005,0.0,0.0,184.76702198993496,12.271875000000017,22383.55388651624,325686.34259259264,0.0,0.0,121.23062405312744,1.4328673916921038,0.002193648781993093,-1.39455854271849e-11,3.725290298461914e-08,-5.820766091346741e-11,242.9831250000001,107.26472572549078,0.0,272.7083333333333,96.5382531529417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.99730590588242,2.454375,4402.411527455156,0.0
6.0,0.00026508246517536305,4214.6310112357905,19568241.59928729,61.41997034572126,1.0,1099.0,999.0,8891.0,1062398.7644437978,12072.042428449387,402.18367638522295,1.0,0.020099109410085685,0.10000000000000002,0.10000000000000002,1.0,1999.9999999999993,8900.282180962431,1494489.2208002629,76995551.09016673,1000.0,111.7189937774005,111.7189937774005,0.0,0.0,223.2396867736035,14.726250000000023,26749.43108902183,354853.0092592593,0.0,0.0,121.23062405312744,1.4157118171628174,0.00218712523746904,-7.275957614183426e-12,3.60111395517985e-08,-8.731149137020111e-11,242.9831250000001,112.01831450335153,0.0,272.7083333333333,100.81648305301638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.47266478366849,2.454375,4365.877202505565,0.0
7.0,0.0002781104108170827,4341.402972530047,19101341.24923455,59.964122962439,1.0,1099.0,999.0,8891.0,1091565.4311104645,12072.042428449387,428.7229545168578,1.0,0.020099109410085685,0.10000000000000002,0.10000000000000002,1.0,1999.9999999999993,8732.163894964273,1494489.2208002629,77458121.79415424,1000.0,111.7189937774005,111.7189937774005,0.0,0.0,262.1316364775118,17.180625000000028,31079.07715424921,384019.675925926,0.0,0.0,121.23062405312744,1.3945828499667738,0.002180367782471722,6.063298011819521e-13,2.359350522359212e-08,0.0,242.9831250000001,116.21116370574964,0.0,272.7083333333333,104.59004733517467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8919497039083,2.454375,4329.64606522737,0.0
8.0,0.00029093632318326666,4463.327295359311,18672709.93297455,58.62746371770263,1.0,1099.0,999.0,8891.0,1120732.0977771312,12072.042428449387,455.26223264849267,1.0,0.020099109410085685,0.10000000000000002,0.10000000000000002,1.0,1999.9999999999993,8568.40848358461,1494489.2208002629,77882459.39481468,1000.0,111.7189937774005,111.7189937774005,0.0,0.0,301.5083500279188,19.635000000000034,35372.79275380401,413186.34259259264,0.0,0.0,121.23062405312744,1.3695958324947795,0.0021733395645452095,4.850638409455617e-12,8.692344029744467e-09,8.731149137020111e-11,242.9831250000001,121.05880217074271,0.0,272.7083333333333,108.95292195366845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.37671355040761,2.454375,4293.7155995548055,0.0
9.0,0.0003035910296835744,4580.786376948047,18277476.815267753,57.3925597814488,1.0,1099.0,999.0,8891.0,1149898.7644437978,12072.042428449387,481.80151078012744,1.0,0.020099109410085685,0.10000000000000002,0.10000000000000002,1.0,1999.9999999999993,8408.671789321419,1494489.2208002629,78273434.4292112,1000.0,111.7189937774005,111.7189937774005,0.0,0.0,341.33158770237856,22.089375000000036,39630.87606410619,442353.0092592594,0.0,0.0,121.23062405312744,1.3417916954155604,0.0021660640928877436,1.1823431123048067e-11,3.3527612686157227e-08,-5.820766091346741e-11,242.9831250000001,125.52404341126953,0.0,272.7083333333333,112.97163907014259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.823237674460294,2.454375,4258.083310302208,0.0
