hour,event,charter,count,price_tokens,funding,eth,inventory_tokens,gross_tokens,resolution_fee,net_eth,elapsed_days,timestamp_utc
26.0,license,68,1,4568.608850994913,wallet/cash,1.7175997947361863,1495.985206006269,,,,1.0833333333333333,2026-09-16 12:09:19 UTC
26.0,license,226,1,4568.608850994913,wallet/cash,1.7183720563045572,1495.985206006269,,,,1.0833333333333333,2026-09-16 12:09:19 UTC
26.0,license,980,1,4568.608850994913,wallet/cash,1.7191448388234691,1495.985206006269,,,,1.0833333333333333,2026-09-16 12:09:19 UTC
26.0,license,946,1,4568.608850994913,wallet/cash,1.719918142760699,1495.985206006269,,,,1.0833333333333333,2026-09-16 12:09:19 UTC
26.0,license,782,1,4568.608850994913,wallet/cash,1.7206919685849629,1495.985206006269,,,,1.0833333333333333,2026-09-16 12:09:19 UTC
26.0,license,301,1,4568.608850994913,wallet/cash,1.72146631676685,1495.985206006269,,,,1.0833333333333333,2026-09-16 12:09:19 UTC
26.0,license,487,1,4568.608850994913,wallet/cash,1.7222411877769501,1495.985206006269,,,,1.0833333333333333,2026-09-16 12:09:19 UTC
26.0,license,679,1,4568.608850994913,wallet/cash,1.723016582083979,1495.985206006269,,,,1.0833333333333333,2026-09-16 12:09:19 UTC
26.0,license,434,1,4568.608850994913,wallet/cash,1.7237925001622756,1495.985206006269,,,,1.0833333333333333,2026-09-16 12:09:19 UTC
39.0,license,456,1,9017.289729079723,ledger,0.0,0.0,,,,1.625,2026-09-17 01:09:19 UTC
39.0,license,497,1,9017.289729079723,ledger,0.0,0.0,,,,1.625,2026-09-17 01:09:19 UTC
39.0,license,501,1,9017.289729079723,ledger,0.0,0.0,,,,1.625,2026-09-17 01:09:19 UTC
39.0,license,497,1,9017.289729079723,ledger,0.0,0.0,,,,1.625,2026-09-17 01:09:19 UTC
39.0,license,501,1,9017.289729079723,ledger,0.0,0.0,,,,1.625,2026-09-17 01:09:19 UTC
39.0,license,497,1,9017.289729079723,ledger,0.0,0.0,,,,1.625,2026-09-17 01:09:19 UTC
39.0,license,501,1,9017.289729079723,ledger,0.0,0.0,,,,1.625,2026-09-17 01:09:19 UTC
40.0,license,841,1,7768.382270409545,ledger,0.0,0.0,,,,1.6666666666666667,2026-09-17 02:09:19 UTC
43.0,license,736,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,621,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,643,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,878,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,132,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,754,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,804,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,755,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,690,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,700,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,821,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,678,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,835,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,735,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,895,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,93,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,888,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,654,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
43.0,license,920,1,5092.464714414757,ledger,0.0,0.0,,,,1.7916666666666667,2026-09-17 05:09:19 UTC
44.0,license,298,1,4468.010985079668,ledger,0.0,0.0,,,,1.8333333333333333,2026-09-17 06:09:19 UTC
44.0,license,634,1,4468.010985079668,ledger,0.0,0.0,,,,1.8333333333333333,2026-09-17 06:09:19 UTC
44.0,license,133,1,4468.010985079668,ledger,0.0,0.0,,,,1.8333333333333333,2026-09-17 06:09:19 UTC
44.0,license,85,1,4468.010985079668,ledger,0.0,0.0,,,,1.8333333333333333,2026-09-17 06:09:19 UTC
45.0,license,48,1,3942.9100825899786,wallet/cash,1.691921033760982,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,991,1,3942.9100825899786,wallet/cash,1.692594771130396,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,101,1,3942.9100825899786,wallet/cash,1.6932689110163668,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,668,1,3942.9100825899786,wallet/cash,1.6939434537310587,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,377,1,3942.9100825899786,wallet/cash,1.6946183996025723,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,670,1,3942.9100825899786,wallet/cash,1.6952937489468216,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,750,1,3942.9100825899786,wallet/cash,1.695969502089095,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,267,1,3942.9100825899786,wallet/cash,1.6966456593490558,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,237,1,3942.9100825899786,wallet/cash,1.6973222210529297,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,860,1,3942.9100825899786,wallet/cash,1.6979991875175684,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,309,1,3942.9100825899786,wallet/cash,1.6986765590710724,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,319,1,3942.9100825899786,wallet/cash,1.6993543360321675,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,726,1,3942.9100825899786,wallet/cash,1.70003251872708,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,898,1,3942.9100825899786,wallet/cash,1.7007111074801602,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,739,1,3942.9100825899786,wallet/cash,1.7013901026166967,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,604,1,3942.9100825899786,wallet/cash,1.7020695044554155,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,673,1,3942.9100825899786,wallet/cash,1.7027493133291045,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,63,1,3942.9100825899786,wallet/cash,1.7034295295555524,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,890,1,3942.9100825899786,wallet/cash,1.7041101534647347,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,647,1,3942.9100825899786,wallet/cash,1.7047911853819393,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,396,1,3942.9100825899786,wallet/cash,1.7054726256352672,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,186,1,3942.9100825899786,wallet/cash,1.706154474544382,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,276,1,3942.9100825899786,wallet/cash,1.706836732445821,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,91,1,3942.9100825899786,wallet/cash,1.707519399656435,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,802,1,3942.9100825899786,wallet/cash,1.7082024765099504,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,896,1,3942.9100825899786,wallet/cash,1.708885963335404,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,463,1,3942.9100825899786,wallet/cash,1.7095698604590222,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,388,1,3942.9100825899786,wallet/cash,1.7102541682051555,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,122,1,3942.9100825899786,wallet/cash,1.710938886909404,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,343,1,3942.9100825899786,wallet/cash,1.7116240168951808,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,646,1,3942.9100825899786,wallet/cash,1.7123095584952743,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,449,1,3942.9100825899786,wallet/cash,1.712995512039659,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,547,1,3942.9100825899786,wallet/cash,1.7136818778592484,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,82,1,3942.9100825899786,wallet/cash,1.714368656278393,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,19,1,3942.9100825899786,wallet/cash,1.71505584763738,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,588,1,3942.9100825899786,wallet/cash,1.7157434522568107,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,121,1,3942.9100825899786,wallet/cash,1.716431470475097,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,213,1,3942.9100825899786,wallet/cash,1.7171199026250268,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,131,1,3942.9100825899786,wallet/cash,1.7178087490356384,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,155,1,3942.9100825899786,wallet/cash,1.718498010037844,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,627,1,3942.9100825899786,wallet/cash,1.7191876859644315,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,691,1,3942.9100825899786,wallet/cash,1.7198777771547507,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,900,1,3942.9100825899786,wallet/cash,1.7205682839359648,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,399,1,3942.9100825899786,wallet/cash,1.7212592066446113,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,116,1,3942.9100825899786,wallet/cash,1.7219505456144149,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,927,1,3942.9100825899786,wallet/cash,1.7226423011791012,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,462,1,3942.9100825899786,wallet/cash,1.7233344736714573,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,666,1,3942.9100825899786,wallet/cash,1.7240270634308335,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,976,1,3942.9100825899786,wallet/cash,1.724720070790017,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,178,1,3942.9100825899786,wallet/cash,1.7254134960874206,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,567,1,3942.9100825899786,wallet/cash,1.7261073396577065,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,303,1,3942.9100825899786,wallet/cash,1.7268016018355372,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,275,1,3942.9100825899786,wallet/cash,1.7274962829555758,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,675,1,3942.9100825899786,wallet/cash,1.728191383363733,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,159,1,3942.9100825899786,wallet/cash,1.72888690339186,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,379,1,3942.9100825899786,wallet/cash,1.7295828433755565,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,28,1,3942.9100825899786,wallet/cash,1.7302792036560466,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,92,1,3942.9100825899786,wallet/cash,1.7309759845736181,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,843,1,3942.9100825899786,wallet/cash,1.7316731864629336,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,813,1,3942.9100825899786,wallet/cash,1.7323708096680293,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,987,1,3942.9100825899786,wallet/cash,1.733068854523568,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,559,1,3942.9100825899786,wallet/cash,1.7337673213717117,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,601,1,3942.9100825899786,wallet/cash,1.734466210550873,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,713,1,3942.9100825899786,wallet/cash,1.7351655224041511,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,636,1,3942.9100825899786,wallet/cash,1.7358652572718332,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,809,1,3942.9100825899786,wallet/cash,1.7365654154960808,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,612,1,3942.9100825899786,wallet/cash,1.737265997415307,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,282,1,3942.9100825899786,wallet/cash,1.7379670033744856,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
45.0,license,146,1,3942.9100825899786,wallet/cash,1.7386684337120288,1495.985206006269,,,,1.875,2026-09-17 07:09:19 UTC
63.0,license,497,1,7783.370851022895,ledger,0.0,0.0,,,,2.625,2026-09-18 01:09:19 UTC
63.0,license,501,1,7783.370851022895,ledger,0.0,0.0,,,,2.625,2026-09-18 01:09:19 UTC
64.0,license,950,1,6716.482872500085,ledger,0.0,0.0,,,,2.6666666666666665,2026-09-18 02:09:19 UTC
65.0,license,456,1,5819.3405958829735,ledger,0.0,0.0,,,,2.7083333333333335,2026-09-18 03:09:19 UTC
66.0,license,716,1,5064.936871503089,ledger,0.0,0.0,,,,2.75,2026-09-18 04:09:19 UTC
66.0,license,268,1,5064.936871503089,ledger,0.0,0.0,,,,2.75,2026-09-18 04:09:19 UTC
66.0,license,160,1,5064.936871503089,ledger,0.0,0.0,,,,2.75,2026-09-18 04:09:19 UTC
66.0,license,829,1,5064.936871503089,ledger,0.0,0.0,,,,2.75,2026-09-18 04:09:19 UTC
66.0,license,51,1,5064.936871503089,ledger,0.0,0.0,,,,2.75,2026-09-18 04:09:19 UTC
66.0,license,549,1,5064.936871503089,ledger,0.0,0.0,,,,2.75,2026-09-18 04:09:19 UTC
66.0,license,297,1,5064.936871503089,ledger,0.0,0.0,,,,2.75,2026-09-18 04:09:19 UTC
66.0,license,72,1,5064.936871503089,ledger,0.0,0.0,,,,2.75,2026-09-18 04:09:19 UTC
67.0,license,414,1,4430.561484017991,wallet/cash,1.6449661732960041,1694.6604939496024,,,,2.7916666666666665,2026-09-18 05:09:19 UTC
67.0,license,148,1,4430.561484017991,wallet/cash,1.6456491426309714,1694.6604939496024,,,,2.7916666666666665,2026-09-18 05:09:19 UTC
67.0,license,683,1,4430.561484017991,wallet/cash,1.6463325373961004,1694.6604939496024,,,,2.7916666666666665,2026-09-18 05:09:19 UTC
67.0,license,510,1,4430.561484017991,wallet/cash,1.6470163579438644,1694.6604939496024,,,,2.7916666666666665,2026-09-18 05:09:19 UTC
67.0,license,129,1,4430.561484017991,wallet/cash,1.6477006046248623,1694.6604939496024,,,,2.7916666666666665,2026-09-18 05:09:19 UTC
