charter,branches,balance,cash,wallet_tokens,withdrawal_cash,external_spend
1,1,6423.664897073921,0.0,0.0,0.0,0.0
2,3,1180.1551072389404,0.0,0.0,0.0,0.0
3,3,5399.292455704433,0.0,0.0,0.0,0.0
4,2,1754.6951533920428,0.0,0.0,0.0,0.0
5,0,0.0,0.6357901422353643,0.0,0.6357901422353643,0.0
6,2,5451.391922456458,0.0,0.0,0.0,0.0
7,0,0.0,0.7209332519324562,0.0,0.7209332519324562,0.0
8,0,0.0,1.7739910896223228,0.0,1.7739910896223228,0.0
9,8,5249.934116146528,0.0,0.0,0.0,0.0
10,0,0.0,0.6161985706032055,0.0,0.6161985706032055,0.0
11,2,2987.654249334284,0.0,0.0,0.0,0.0
12,2,838.1370224926652,0.0,0.0,0.0,0.0
13,5,5062.697936443326,0.0,0.0,0.0,0.0
14,2,2987.654249334284,0.0,0.0,0.0,0.0
15,2,2987.654249334284,0.0,0.0,0.0,0.0
16,2,1754.6951533920428,0.0,0.0,0.0,0.0
17,0,0.0,0.7635906146421212,0.0,0.7635906146421212,0.0
18,3,3106.050723638189,0.0,0.0,0.0,0.0
19,4,3996.003749063984,0.0,0.0,0.0,0.0
20,2,838.1370224926652,0.0,0.0,0.0,0.0
21,2,1754.6951533920428,0.0,0.0,0.0,0.0
22,2,1754.6951533920428,0.0,0.0,0.0,0.0
23,2,2987.654249334284,0.0,0.0,0.0,0.0
24,0,0.0,0.7167577040055902,0.0,0.7167577040055902,0.0
25,2,4512.981260712266,0.0,0.0,0.0,0.0
26,2,838.1370224926652,0.0,0.0,0.0,0.0
27,4,3996.003749063984,0.0,0.0,0.0,0.0
28,5,1846.745455577661,0.0,0.0,0.0,0.0
29,2,838.1370224926652,0.0,0.0,0.0,0.0
30,2,1283.1571493970666,0.0,0.0,0.0,0.0
31,3,1180.1551072389404,0.0,0.0,0.0,0.0
32,2,1754.6951533920428,0.0,0.0,0.0,0.0
33,3,3106.050723638189,0.0,0.0,0.0,0.0
34,0,0.0,0.6307164030423564,0.0,0.6307164030423564,0.0
35,2,2987.654249334284,0.0,0.0,0.0,0.0
36,3,1180.1551072389404,0.0,0.0,0.0,0.0
37,2,1283.1571493970666,0.0,0.0,0.0,0.0
38,2,1754.6951533920428,0.0,0.0,0.0,0.0
39,2,5451.391922456458,0.0,0.0,0.0,0.0
40,5,4867.073054142923,0.0,0.0,0.0,0.0
41,2,4512.981260712266,0.0,0.0,0.0,0.0
42,2,838.1370224926652,0.0,0.0,0.0,0.0
43,2,1754.6951533920428,0.0,0.0,0.0,0.0
44,9,5777.983656295119,0.0,0.0,0.0,0.0
45,2,1754.6951533920428,0.0,0.0,0.0,0.0
46,2,2987.654249334284,0.0,0.0,0.0,0.0
47,0,0.0,0.9151434235019588,0.0,0.9151434235019588,0.0
48,5,1846.745455577661,0.0,0.0,0.0,0.0
49,0,0.0,0.6457530089342345,0.0,0.6457530089342345,0.0
50,0,0.0,0.7599624603663869,0.0,0.7599624603663869,0.0
51,10,27090.183209764928,0.0,0.0,0.0,0.0
52,0,0.0,0.4430478292361431,0.0,0.4430478292361431,0.0
53,2,1283.1571493970666,0.0,0.0,0.0,0.0
54,0,0.0,0.6142683807883713,0.0,0.6142683807883713,0.0
55,2,4512.981260712266,0.0,0.0,0.0,0.0
56,4,5530.233743779847,0.0,0.0,0.0,0.0
57,0,0.0,0.9024889842632001,0.0,0.9024889842632001,0.0
58,2,1283.1571493970666,0.0,0.0,0.0,0.0
59,0,0.0,0.5199794301912743,0.0,0.5199794301912743,0.0
60,0,0.0,0.6178223886309524,0.0,0.6178223886309524,0.0
61,2,838.1370224926652,0.0,0.0,0.0,0.0
62,2,838.1370224926652,0.0,0.0,0.0,0.0
63,5,1846.745455577661,0.0,0.0,0.0,0.0
64,0,0.0,0.6072918923624547,0.0,0.6072918923624547,0.0
65,0,0.0,0.441075259678455,0.0,0.441075259678455,0.0
66,2,2987.654249334284,0.0,0.0,0.0,0.0
67,2,1754.6951533920428,0.0,0.0,0.0,0.0
68,0,0.0,0.8289052642758679,0.0,0.8289052642758679,0.0
69,5,1846.745455577661,0.0,0.0,0.0,0.0
70,0,0.0,0.7351589195214092,0.0,0.7351589195214092,0.0
71,0,0.0,0.8440232444421872,0.0,0.8440232444421872,0.0
72,3,359.92030685101315,1.8755419635809902,0.0,1.8755419635809902,0.0
73,9,2983.2539985314415,0.0,0.0,0.0,0.0
74,0,0.0,0.7975294687465794,0.0,0.7975294687465794,0.0
75,3,5399.292455704433,0.0,0.0,0.0,0.0
76,0,0.0,0.5395844851126866,0.0,0.5395844851126866,0.0
77,6,3869.5098229775563,0.0,0.0,0.0,0.0
78,4,4248.430593409006,0.0,0.0,0.0,0.0
79,9,1583.9825626596971,0.0,0.0,0.0,0.0
80,2,4512.981260712266,0.0,0.0,0.0,0.0
81,2,4512.981260712266,0.0,0.0,0.0,0.0
82,5,1846.745455577661,0.0,0.0,0.0,0.0
83,2,4512.981260712266,0.0,0.0,0.0,0.0
84,4,5530.233743779847,0.0,0.0,0.0,0.0
85,1,2256.477038949223,0.6236968766391646,0.0,0.6236968766391646,0.0
86,0,0.0,0.8429407396436318,0.0,0.8429407396436318,0.0
87,2,1284.1571493970666,0.0,0.0,0.0,0.0
88,0,0.0,0.6531699094430269,0.0,0.6531699094430269,0.0
89,2,1754.6951533920428,0.0,0.0,0.0,0.0
90,2,2987.654249334284,0.0,0.0,0.0,0.0
91,3,5399.292455704433,0.0,0.0,0.0,0.0
92,5,1846.745455577661,0.0,0.0,0.0,0.0
93,7,2779.2601698977373,1.1927429638909097,0.0,1.1927429638909097,0.0
94,0,0.0,0.545966713548155,0.0,0.545966713548155,0.0
95,10,3373.5595801076634,0.0,0.0,0.0,0.0
96,3,1180.1551072389404,0.0,0.0,0.0,0.0
97,2,4512.981260712266,0.0,0.0,0.0,0.0
98,0,0.0,0.5651887449621154,0.0,0.5651887449621154,0.0
99,2,1754.6951533920428,0.0,0.0,0.0,0.0
100,0,0.0,0.5039486337214976,0.0,0.5039486337214976,0.0
101,4,3996.003749063984,0.0,0.0,0.0,0.0
102,2,4512.981260712266,0.0,0.0,0.0,0.0
103,0,0.0,0.8588730936489218,0.0,0.8588730936489218,0.0
104,0,0.0,0.690674074209869,0.0,0.690674074209869,0.0
105,2,1754.6951533920428,0.0,0.0,0.0,0.0
106,3,5399.292455704433,0.0,0.0,0.0,0.0
107,0,0.0,0.5279765744199085,0.0,0.5279765744199085,0.0
108,2,1283.1571493970666,0.0,0.0,0.0,0.0
109,2,838.1370224926652,0.0,0.0,0.0,0.0
110,0,0.0,0.5068096239427586,0.0,0.5068096239427586,0.0
111,2,1754.6951533920428,0.0,0.0,0.0,0.0
112,0,0.0,0.5430425331493097,0.0,0.5430425331493097,0.0
113,2,1754.6951533920428,0.0,0.0,0.0,0.0
114,2,838.1370224926652,0.0,0.0,0.0,0.0
115,0,0.0,0.37014392310510175,0.0,0.37014392310510175,0.0
116,3,5399.292455704433,0.0,0.0,0.0,0.0
117,3,3106.050723638189,0.0,0.0,0.0,0.0
118,0,0.0,0.7814567004894024,0.0,0.7814567004894024,0.0
119,2,838.1370224926652,0.0,0.0,0.0,0.0
120,2,1283.1571493970666,0.0,0.0,0.0,0.0
121,5,1846.745455577661,0.0,0.0,0.0,0.0
122,4,3996.003749063984,0.0,0.0,0.0,0.0
123,2,838.1370224926652,0.0,0.0,0.0,0.0
124,4,5530.233743779847,0.0,0.0,0.0,0.0
125,2,5451.391922456458,0.0,0.0,0.0,0.0
126,2,1283.1571493970666,0.0,0.0,0.0,0.0
127,2,2987.654249334284,0.0,0.0,0.0,0.0
128,5,1846.745455577661,0.0,0.0,0.0,0.0
129,5,1846.745455577661,0.0,0.0,0.0,0.0
130,3,3106.050723638189,0.0,0.0,0.0,0.0
131,3,5399.292455704433,0.0,0.0,0.0,0.0
132,10,31729.827267387343,0.0,0.0,0.0,0.0
133,4,1638.1466188057816,0.8730273795957282,0.0,0.8730273795957282,0.0
134,0,0.0,0.8614133645462152,0.0,0.8614133645462152,0.0
135,2,1283.1571493970666,0.0,0.0,0.0,0.0
136,2,5451.391922456458,0.0,0.0,0.0,0.0
137,0,0.0,0.8702018993685442,0.0,0.8702018993685442,0.0
138,0,0.0,0.7689383697061566,0.0,0.7689383697061566,0.0
139,2,4512.981260712266,0.0,0.0,0.0,0.0
140,2,838.1370224926652,0.0,0.0,0.0,0.0
141,0,0.0,0.6271616702102983,0.0,0.6271616702102983,0.0
142,0,0.0,0.6723095089470189,0.0,0.6723095089470189,0.0
143,2,838.1370224926652,0.0,0.0,0.0,0.0
144,2,1754.6951533920428,0.0,0.0,0.0,0.0
145,2,1754.6951533920428,0.0,0.0,0.0,0.0
146,5,1846.745455577661,0.0,0.0,0.0,0.0
147,0,0.0,0.6507231696667622,0.0,0.6507231696667622,0.0
148,3,5399.292455704433,0.0,0.0,0.0,0.0
149,2,838.1370224926652,0.0,0.0,0.0,0.0
150,9,2979.9702165604795,0.0,0.0,0.0,0.0
151,2,1754.6951533920428,0.0,0.0,0.0,0.0
152,0,0.0,0.46340737486244504,0.0,0.46340737486244504,0.0
153,0,0.0,0.5954460834588781,0.0,0.5954460834588781,0.0
154,0,0.0,0.5192219792585456,0.0,0.5192219792585456,0.0
155,3,5399.292455704433,0.0,0.0,0.0,0.0
156,2,1754.6951533920428,0.0,0.0,0.0,0.0
157,2,2987.654249334284,0.0,0.0,0.0,0.0
158,2,2987.654249334284,0.0,0.0,0.0,0.0
159,4,3996.003749063984,0.0,0.0,0.0,0.0
160,10,27244.291978181747,0.0,0.0,0.0,0.0
161,2,2987.654249334284,0.0,0.0,0.0,0.0
162,2,838.1370224926652,0.0,0.0,0.0,0.0
163,0,0.0,0.723002547577853,0.0,0.723002547577853,0.0
164,3,3106.050723638189,0.0,0.0,0.0,0.0
165,0,0.0,0.577695981243537,0.0,0.577695981243537,0.0
166,0,0.0,0.6482643902843074,0.0,0.6482643902843074,0.0
167,0,0.0,0.8899985152372483,0.0,0.8899985152372483,0.0
168,0,0.0,0.6099424356692816,0.0,0.6099424356692816,0.0
169,2,2987.654249334284,0.0,0.0,0.0,0.0
170,3,4681.109158799288,0.0,0.0,0.0,0.0
171,9,2981.823233133253,0.0,0.0,0.0,0.0
172,0,0.0,0.7017563681295041,0.0,0.7017563681295041,0.0
173,2,5451.391922456458,0.0,0.0,0.0,0.0
174,2,838.1370224926652,0.0,0.0,0.0,0.0
175,2,2987.654249334284,0.0,0.0,0.0,0.0
176,0,0.0,0.6580272412109479,0.0,0.6580272412109479,0.0
177,0,0.0,0.326197656210561,0.0,0.326197656210561,0.0
178,3,5399.292455704433,0.0,0.0,0.0,0.0
179,2,5451.391922456458,0.0,0.0,0.0,0.0
180,2,2987.654249334284,0.0,0.0,0.0,0.0
181,0,0.0,0.5632625054571917,0.0,0.5632625054571917,0.0
182,2,838.1370224926652,0.0,0.0,0.0,0.0
183,4,3996.003749063984,0.0,0.0,0.0,0.0
184,0,0.0,0.7331637958522287,0.0,0.7331637958522287,0.0
185,0,0.0,0.667136163742939,0.0,0.667136163742939,0.0
186,4,3996.003749063984,0.0,0.0,0.0,0.0
187,0,0.0,0.7928422491731271,0.0,0.7928422491731271,0.0
188,2,838.1370224926652,0.0,0.0,0.0,0.0
189,2,1754.6951533920428,0.0,0.0,0.0,0.0
190,2,4512.981260712266,0.0,0.0,0.0,0.0
191,9,1577.4424910861621,0.0,0.0,0.0,0.0
192,0,0.0,0.7847736153926417,0.0,0.7847736153926417,0.0
193,0,0.0,0.676973477438928,0.0,0.676973477438928,0.0
194,2,838.1370224926652,0.0,0.0,0.0,0.0
195,2,1283.1571493970666,0.0,0.0,0.0,0.0
196,0,0.0,0.7880394687584293,0.0,0.7880394687584293,0.0
197,5,1846.745455577661,0.0,0.0,0.0,0.0
198,0,0.0,0.6951435979842472,0.0,0.6951435979842472,0.0
199,2,4512.981260712266,0.0,0.0,0.0,0.0
200,0,0.0,0.7797791315118547,0.0,0.7797791315118547,0.0
201,0,0.0,0.5488790258816653,0.0,0.5488790258816653,0.0
202,2,5451.391922456458,0.0,0.0,0.0,0.0
203,2,1283.1571493970666,0.0,0.0,0.0,0.0
204,4,3996.003749063984,0.0,0.0,0.0,0.0
205,2,838.1370224926652,0.0,0.0,0.0,0.0
206,2,1283.1571493970666,0.0,0.0,0.0,0.0
207,0,0.0,0.42224621377612037,0.0,0.42224621377612037,0.0
208,2,4512.981260712266,0.0,0.0,0.0,0.0
209,3,1180.1551072389404,0.0,0.0,0.0,0.0
210,2,838.1370224926652,0.0,0.0,0.0,0.0
211,2,838.1370224926652,0.0,0.0,0.0,0.0
212,2,4512.981260712266,0.0,0.0,0.0,0.0
213,3,5399.292455704433,0.0,0.0,0.0,0.0
