charter,branches,balance,cash,wallet_tokens,withdrawal_cash,external_spend
1,1,6424.0067276523105,2.002002002002002,1495.985206006269,0.0,0.0
2,3,5477.452279177107,0.1283201118366908,0.0,1.7585254988298493,3.6322073889951607
3,4,3936.093854538589,0.17605888537776296,0.0,0.0,1.8259431166242392
4,2,6522.643003433022,0.3808654097709663,1265.6365008359044,5.535786416072169,7.156923008303204
5,0,0.0,2.90365373054078,0.0,4.635575715450414,3.733923986911636
6,3,5477.452279177107,0.13479449940900712,0.0,1.7873774065753514,3.6545849091683467
7,1,6424.0067276523105,0.43992239235252495,10238.629097890109,3.9313222858195602,5.493401895469037
8,0,0.0,4.368758505769431,0.0,4.984947302684013,2.6181907989165834
9,6,6112.215479035153,0.17424518759381605,0.0,0.0,1.8277568144081862
10,1,6424.0067276523105,0.30329088015171957,10238.629097893834,3.804047016989725,5.502758138840008
11,3,5966.145814151972,0.1592154057957229,0.0,2.6171917071465574,4.459978303352837
12,1,6424.0067276523105,0.43127491509630167,10238.62909789756,4.046529865815492,5.617256952721192
13,3,5170.773586592113,0.1629739451719201,0.0,3.610132383316013,5.449160440146095
14,3,5966.145814151972,0.053835417438230504,0.0,2.5195779469954322,4.467744531559204
15,3,5966.145814151972,0.10903665008220598,0.0,2.58737461982465,4.4803399717444465
16,2,6522.643003433022,0.7163220496932711,0.0,4.233866238853816,5.519546191162546
17,1,6424.0067276523105,0.27873385668421863,10238.62909789756,3.7064283002051344,5.429696445522918
18,4,1673.2752745323592,0.17247417564535628,0.0,0.0,1.829527826356646
19,4,4333.821115716233,0.03996403321396702,0.0,0.0,1.9620379687880352
20,1,6424.0067276523105,0.2084887598375865,10238.62909789756,3.6699540294069903,5.463467271571407
21,2,6522.643003433022,0.5323308434398806,1265.6365008359044,5.918776139158144,7.3884472977202655
22,2,6522.643003433022,0.6408711325626737,0.0,5.698226822495216,7.059357691934544
23,2,6522.643003433022,0.03818004199998137,3723.6460617264,4.039750008671744,6.003571968673766
24,0,0.0,3.370147771383076,0.0,3.9883236524234054,2.6201778830423312
25,3,5477.452279177107,0.0045356608609106175,0.0,3.74184422322669,5.7393105643677815
26,1,6424.0067276523105,0.5074821183314491,10238.629097893834,4.179107921699961,5.673627805370514
27,5,1964.7981603133812,0.08389969193765445,0.0,0.0,1.9181023100643477
28,4,4333.821115716233,0.09751867305528794,0.0,0.0,1.9044833289467142
