hour,price,eth_principal,token_principal,sqrt,scale,branches,charters,remaining_slots,pending,withdrawn_7d,protected_branch_balance,protected_branch_count,resolution_fee_small,buy_tax,sell_tax,multiplier,banker_cash,speculator_cash,banker_inventory,speculator_inventory,prospective_cash,contraction_eth,expansion_eth,pol_eth,team_eth,unallocated_hook_fees,uncollected_lp_eth,uncollected_lp_tokens,issued,physical_burned,ledger_burned,recycle_buffer,momentum_day,forecast_price_7d,eth_accounting_error,token_accounting_error,ledger_accounting_error,pool_buy_eth,pool_sell_eth_gross,pol_added_eth,spec_buy_eth,spec_sell_eth,license_buy_eth,prefund_buy_eth,banker_inventory_sell_eth,withdraw_sell_eth,buyback_eth,pol_buy_eth,charter_eth,new_capital_eth,licenses_internal,licenses_external,license_tokens_internal,license_tokens_inventory,license_tokens_fresh,prefund_tokens,branches_retired,charters_created,gross_withdrawn,resolution_fee_tokens,hook_tax_eth,lp_fee_eth,lp_fee_tokens,licenses_bought,elapsed_days,timestamp_utc
86.0,0.0003582226181279031,5049.003641921372,16919457.293020934,53.134064959819796,1.0,1262.5,909.3333333333334,7830.833333333333,2669664.8940172913,750560.8558593268,2374.8930956763393,1.0,0.35873027886669767,0.02,0.03,1.0,1819.933638988311,7678.328691258251,388656.56301682536,79480222.18079521,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,133.67476709023904,142.4926076033711,305969.7376320302,2688186.342592592,1621006.5754755242,54103.902416877216,15340.094070726549,-0.14723084365335626,0.0003291319882719769,-1.3127040195589265e-10,1.1100200936198235e-07,-7.712515071034431e-10,105.36978257967372,85.21579913276166,0.0,87.68260215772365,78.8765410736123,0.0,20.923646636003163,3.7827840851665075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54118.390201554634,0.0,0.0,0.0,0.0,4.728598949857386,1.0643412381785227,2433.0010615200026,0.0,3.5833333333333335,2026-09-19 00:09:19 UTC
87.0,0.0003604986761200337,5066.574012641119,16879311.735722035,53.00780528102083,1.0,1262.5,909.3333333333334,7830.833333333333,2699371.6306696553,750560.8558593268,2398.4654619661883,1.0,0.35873027886669767,0.02,0.03,1.0,1799.1550252609688,7675.826494683512,439297.61151320086,79467316.37363465,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,138.34748561022784,143.53032866571573,308380.053595115,2717353.0092592584,1621006.5754755242,54103.902416877216,15340.094070726549,-0.12526598240890424,0.0003480316787770592,-1.3096723705530167e-10,1.1224377279480298e-07,-5.772259707252184e-10,102.73438517211947,85.16401445237284,0.0,82.0087632644865,79.50656668974845,0.0,23.88114105639526,3.102527329053195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59460.52177180458,0.0,0.0,0.0,0.0,4.672718519988821,1.0377210623446416,2410.3159630848013,0.0,3.625,2026-09-19 01:09:19 UTC
88.0,0.00036108967956269717,5070.173635480385,16876939.050106365,53.0000998964589,1.0,1262.5,909.3333333333334,7830.833333333333,2729078.3673220193,750560.8558593268,2422.0378282560373,1.0,0.35873027886669767,0.02,0.03,1.0,1788.5424656149742,7677.35271954965,462136.6487221846,79444371.29740772,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,142.90342536916378,144.46110084737003,310858.7782287277,2746519.675925925,1621006.5754755242,54103.902416877216,15340.094070726549,-0.11381041227860499,0.00035826776065118196,-1.318767317570746e-10,1.1472729966044426e-07,-3.395446886618932e-10,92.1464459837761,88.54682314451013,0.0,78.07321991124803,79.5994447773867,0.0,16.903533318783005,6.290973672788112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41518.652483254205,0.0,0.0,0.0,0.0,4.555939758935925,0.9307721816543043,2478.7246336126764,0.0,3.6666666666666665,2026-09-19 02:09:19 UTC
89.0,0.0003600748504573171,5060.9084356733665,16907282.664543826,53.09504779411832,1.0,1263.9166666666667,909.3333333333334,7829.416666666667,2758785.103974383,750560.8558593268,2445.6101945458863,1.0,0.35873027886669767,0.02,0.03,1.0,1793.162911895615,7676.982632453791,436823.3831765719,79427159.6148558,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,147.13020587265873,145.24916096611287,313307.4501692049,2775686.3425925914,1630739.2371951195,54103.902416877216,15340.094070726549,-0.1110758994486653,0.0003573848216373452,-1.3127040195589265e-10,1.1833617463707924e-07,-2.716357509295146e-10,78.01795175554321,87.28315156256274,0.0,77.10715010193763,76.73706300607827,3.3071477289665197,0.0,7.927594009607572,0.0,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,0.0,993.2730118446052,8739.388707750584,0.0,0.0,0.0,0.0,0.0,4.226780503494965,0.7880601187428606,2448.6719404772343,1.4166666666666667,3.7083333333333335,2026-09-19 03:09:19 UTC
90.0,0.00036168920982874086,5075.563205019408,16859146.434292354,52.94468936920496,1.0,1278.9166666666667,909.3333333333334,7814.416666666667,2788491.840626747,750560.8558593268,2469.153607910284,1.0,0.35873027886669767,0.02,0.03,1.0,1767.9807240897426,7681.786358538159,412029.3314592499,79396072.60810672,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,151.82852413568412,146.27453507855094,315760.51931501704,2804853.009259258,1732303.4567671865,54103.902416877216,15340.094070726549,-0.09215571129140272,0.00036779130073005324,-1.3096723705530167e-10,1.1792872101068497e-07,-1.4551915228366852e-11,101.51203713137092,86.85726778532944,0.0,71.9332257165402,76.73695180090773,32.66591597822061,0.03086977851369663,7.514597950861819,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,993.2730118444501,100570.94656022215,76.82511873481174,0.0,0.0,0.0,0.0,4.6983182630253735,1.0253741124380902,2453.0691458120878,15.0,3.75,2026-09-19 04:09:19 UTC
91.0,0.00036813702620779493,5130.008956222634,16704448.700144105,52.45975737006456,1.0,1325.9166666666667,909.3333333333334,7767.416666666667,2818198.5772791114,750560.8558593268,2492.425938154873,1.0,0.35873027886669767,0.02,0.03,1.0,1695.2265727609813,7693.5895220150305,321631.30789691716,79344940.15417589,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,156.97976679374105,147.6285290691571,317992.6816364642,2834019.675925924,2026299.5060871316,54103.902416877216,15340.094070726549,-0.04994492530045319,0.0004013906749523973,-1.318767317570746e-10,9.668292477726936e-08,2.6193447411060333e-10,134.0454050700108,79.59965386678421,0.0,63.48804811323248,75.29121159010397,74.6746039894379,0.0,1.9204526606767087,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,84184.81228463932,209811.23703530603,0.0,0.0,0.0,0.0,0.0,5.151242658056935,1.3539939906061695,2232.1623214471815,47.0,3.7916666666666665,2026-09-19 05:09:19 UTC
92.0,0.000371661253316864,5157.057667527736,16642805.596091822,52.265946931254824,1.0,1362.0833333333333,909.3333333333334,7731.25,2847905.313931475,750560.8558593268,2514.8625004143582,1.0,0.35873027886669767,0.02,0.03,1.0,1650.9904536151446,7705.427540464555,244862.81864522156,79296312.05567323,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,161.30419544822487,148.6534898058826,320034.74089412397,2863186.342592591,2211297.1386360913,54103.902416877216,15340.094070726549,-0.030312045248316048,0.0004177649420181513,-1.315735668564836e-10,8.199519167343776e-08,2.522331972916921e-10,101.47111293582283,74.42240163072029,0.0,60.34504764550913,72.18306609503392,44.242782632601404,0.0,0.006663486764751572,0.0,0.0,0.0,0.0,0.0,0.0,36.166666666666664,0.0,76746.93007214398,108250.70247681643,0.0,0.0,0.0,0.0,0.0,4.32442865448382,1.0249607367254832,2042.0592576597912,36.166666666666664,3.8333333333333335,2026-09-19 06:09:19 UTC
93.0,0.00036896465661688586,5134.008814752634,16710141.349928273,52.47684216973176,1.0,1362.1666666666667,909.3333333333334,7731.166666666667,2877612.050583839,750560.8558593268,2536.7054026201126,1.0,0.35873027886669767,0.02,0.03,1.0,1650.8658961207948,7725.167845276076,244862.81864522156,79226734.17616768,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,164.2811831800868,149.10960753195204,321900.4780516275,2892353.0092592575,2211673.527147684,54103.902416877216,15340.094070726549,-0.04282116689945318,0.0004053428046784864,-1.3127040195589265e-10,8.638016879558563e-08,4.1230426480372745e-10,45.1556548808758,68.20450765597859,0.0,46.41806761477785,66.15837242629922,0.12455749434996194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,376.38851159256063,0.0,0.0,0.0,0.0,0.0,2.976987731861913,0.4561177260694525,1865.7371575035315,0.08333333333333333,3.875,2026-09-19 07:09:19 UTC
94.0,0.00036607792423833715,5109.375877592033,16781898.607784677,52.70157872340519,1.0,1362.5,909.3333333333334,7730.833333333333,2907318.787236203,750560.8558593268,2558.547094014696,1.0,0.35873027886669767,0.02,0.03,1.0,1650.4284935819198,7747.031899878774,244862.81864522156,79151842.55560191,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,167.07699208728647,149.5200837215285,323712.9999412236,2921519.675925924,2212995.367967456,54103.902416877216,15340.094070726549,-0.05533158956455445,0.00039269113154720886,-1.315735668564836e-10,7.924002905686696e-08,6.257323548197746e-10,40.6371427680673,65.2700799286672,0.0,41.4479229281086,63.311977530807184,0.43740253887480823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1321.8408197726847,0.0,0.0,0.0,0.0,0.0,2.795808907199684,0.41047618957643733,1812.521889596108,0.3333333333333333,3.9166666666666665,2026-09-19 08:09:19 UTC
95.0,0.00036217040881760237,5076.576219241789,16874353.360427987,52.99123090213822,1.0,1362.5,909.3333333333334,7730.833333333333,2937025.523888567,750560.8558593268,2580.3839590990174,1.0,0.35873027886669767,0.02,0.03,1.0,1650.4284935819198,7776.7372606550925,244862.81864522156,79057502.44383395,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,169.82020459909026,149.8711687836534,325598.35906587704,2950686.342592591,2212995.367967456,54103.902416877216,15340.094070726549,-0.07178606108081864,0.0003761354734752587,-1.315735668564836e-10,8.544884622097015e-08,8.440110832452774e-10,34.75742115036359,67.55707950060946,0.0,35.825006339273955,65.53036711559118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.743212511803763,0.3510850621248847,1885.3591246534058,0.0,3.9583333333333335,2026-09-19 09:09:19 UTC
96.0,0.00035806120420966606,5042.256817838294,16969974.09754601,53.290866054443114,1.0,1362.5,909.3333333333334,7730.833333333333,2966732.2605409306,750560.8558593268,2602.220824183339,1.0,0.35873027886669767,0.02,0.03,1.0,1652.5993154828593,7805.827869643547,239234.271578102,78965598.20902778,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,172.54071870763627,150.20862518920717,327510.4038211288,2979853.009259257,2212995.367967456,54103.902416877216,15340.094070726549,-0.08777674161233061,0.00035989807800030493,-1.3127040195589265e-10,8.420708278814952e-08,7.761021455128988e-10,33.40818414982353,67.72758555331787,0.0,34.43432709732379,63.52493608577885,0.0,0.0,2.1708219009394862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7205141085460114,0.33745640555377304,1912.044755251739,0.0,4.0,2026-09-19 10:09:19 UTC
97.0,0.00035384166447496347,5006.815227217583,17069673.96915524,53.60331951871939,1.0,1362.5,909.3333333333334,7730.833333333333,2996438.997193294,750560.8558593268,2624.0576892676604,1.0,0.35873027886669767,0.02,0.03,1.0,1658.666802856109,7832.126779709496,223010.81238464024,78880155.29767121,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,175.28119105364343,150.54334602471366,329476.9027619486,3009019.6759259235,2212995.367967456,54103.902416877216,15340.094070726549,-0.1033168119260779,0.0003449596695380506,-1.3005774235352874e-10,9.04158999522527e-08,9.458744898438454e-10,33.13736271513965,68.57895333585202,0.0,34.15518729657767,60.45409736252693,0.0,0.0,6.067487373249534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7404723460071136,0.3347208355064612,1966.4989408196777,0.0,4.041666666666667,2026-09-19 11:09:19 UTC
98.0,0.0003496367826904122,4971.49885522006,17168642.35813092,53.91350129592646,1.0,1362.5,909.3333333333334,7730.833333333333,3026145.7338456586,750560.8558593268,2645.8945543519817,1.0,0.35873027886669767,0.02,0.03,1.0,1667.6600146916408,7855.145565679039,197826.29864290133,78804282.86430185,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,178.21209134328615,150.91681992752038,331565.46089736564,3038186.34259259,2212995.367967456,54103.902416877216,15340.094070726549,-0.11750581195035152,0.0003316973841530529,-1.2884508275116483e-10,9.165766338507335e-08,1.2999710937341054e-09,36.97391637786511,72.29028837538833,0.0,38.10958191905289,61.12836788859466,0.0,0.0,8.99321183553201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9309002896427074,0.37347390280671827,2088.5581354169954,0.0,4.083333333333333,2026-09-19 12:09:19 UTC
99.0,0.00034516569588167225,4933.323300244013,17279204.049509082,54.259912798591465,1.0,1362.5,909.3333333333334,7730.833333333333,3055852.470498023,750560.8558593268,2667.7314194363034,1.0,0.35873027886669767,0.02,0.03,1.0,1683.0560535724753,7874.08754993587,152770.31705373255,78736370.00580929,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,181.60171976175923,151.36472334742996,333972.6096009375,3067353.009259256,2212995.367967456,54103.902416877216,15340.094070726549,-0.13277187987157335,0.00031925324479416343,-1.2884508275116483e-10,8.669060965379079e-08,1.5425030142068863e-09,44.342438571044,82.51799354709283,0.0,45.54104756334192,64.48303182017374,0.0,0.1633830396718977,15.559421920506297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0679788859561,0.0,0.0,0.0,0.0,3.389628418473061,0.44790341990953547,2407.148703571718,0.0,4.125,2026-09-19 13:09:19 UTC
100.0,0.0003410209372014313,4897.255391541462,17387542.451456502,54.59922688014228,1.0,1362.5,909.3333333333334,7730.833333333333,3085559.2071503866,750560.8558593268,2689.568284520625,1.0,0.35873027886669767,0.02,0.03,1.0,1699.2230453909742,7889.988242560496,102800.03146982346,78675501.63289554,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,185.1164547232557,151.85021264535928,336472.86615117296,3096519.675925923,2212995.367967456,54103.902416877216,15340.094070726549,-0.1458792187927685,0.0003096179561729313,-1.2854191785057387e-10,8.420708278814952e-08,1.5182498221596081e-09,48.063440494999064,84.13134919754896,0.0,48.803009394977806,64.70370201960313,0.0,0.7367148835205041,16.903706702019356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.579320365563,0.0,0.0,0.0,0.0,3.514734961496435,0.48548929792928347,2500.256550235522,0.0,4.166666666666667,2026-09-19 14:09:19 UTC
101.0,0.0003387976787858959,4877.8796282790145,17446355.7937836,54.78329947352634,1.0,1362.5,909.3333333333334,7730.833333333333,3115265.943802751,750560.8558593268,2711.4051496049465,1.0,0.35873027886669767,0.02,0.03,1.0,1702.0854395168615,7902.905259615603,93287.19344367953,78624122.26870611,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,188.21119786845233,152.3518215816149,338551.7260396417,3125686.3425925896,2212995.367967456,54103.902416877216,15340.094070726549,-0.147000772150474,0.00030652158353027453,-1.2884508275116483e-10,7.924002905686696e-08,1.964508555829525e-09,49.65928468930409,69.03504795175184,0.0,50.22965705001923,63.146674105127495,0.0,0.9549282821845257,3.8173224080717745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426.051088519705,0.0,0.0,0.0,0.0,3.0947431451966296,0.5016089362555968,2078.859888468705,0.0,4.208333333333333,2026-09-19 15:09:19 UTC
102.0,0.00033797577937715625,4870.211244511755,17472530.923332877,54.865088031935954,1.0,1362.5,909.3333333333334,7730.833333333333,3144972.6804551147,750560.8558593268,2733.2420146892678,1.0,0.35873027886669767,0.02,0.03,1.0,1695.1569528373618,7913.802861050156,110704.94982717058,78578564.8831472,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,191.33330442705562,152.92898403522014,340516.2256657868,3154853.009259256,2212995.367967456,54103.902416877216,15340.094070726549,-0.14061672161024308,0.0003093917424877423,-1.2702609334761897e-10,7.924002905686696e-08,2.0081643015146255e-09,57.13908290691612,64.8074666741772,0.0,51.52347689855407,62.421078333106244,0.0,7.370651020345253,0.4421643408456483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18736.87211144762,0.0,0.0,0.0,0.0,3.1221065586033028,0.5771624536052135,1964.49962614517,0.0,4.25,2026-09-19 16:09:19 UTC
103.0,0.0003389832646155593,4877.3012578787475,17460883.371173084,54.82810331377064,1.0,1362.5,909.3333333333334,7730.833333333333,3174679.417107479,750560.8558593268,2755.0788797735895,1.0,0.35873027886669767,0.02,0.03,1.0,1671.377647034874,7926.386426468654,171928.3080374019,78527040.74584153,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,194.72058869294952,153.647426786323,342464.5569210115,3184019.675925923,2212995.367967456,54103.902416877216,15340.094070726549,-0.12573572357651228,0.0003215830040069134,-1.252071039440731e-10,7.799826562404633e-08,2.483526865641276e-09,71.1258323591805,64.03581899218791,0.0,49.064969111999766,61.64853453049832,0.0,24.24551569441182,0.4662098919239641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62625.522448857315,0.0,0.0,0.0,0.0,3.3872842658938684,0.7184427511028334,1948.3312552246061,0.0,4.291666666666667,2026-09-19 17:09:19 UTC
104.0,0.00033999698388574026,4883.841076485097,17453446.033707883,54.80433416513862,1.0,1362.5,909.3333333333334,7730.833333333333,3204386.1537598427,750560.8558593268,2776.9157448579112,1.0,0.35873027886669767,0.02,0.03,1.0,1652.5138660339062,7934.503201278972,217966.59948746112,78486442.761371,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,198.19519988441394,154.38000317915927,344461.58740667894,3213186.342592589,2212995.367967456,54103.902416877216,15340.094070726549,-0.1127237285917128,0.0003353225453827278,-1.2611659864584604e-10,7.799826562404633e-08,2.5659877186020217e-09,72.5250628907899,65.98524428444087,0.0,55.23810692784042,63.35488173815852,0.0,19.514586218716893,0.6508052177491285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48011.77691424933,0.0,0.0,0.0,0.0,3.4746111914643714,0.7325763928362616,1997.0304856674775,0.0,4.333333333333333,2026-09-19 18:09:19 UTC
105.0,0.00033904423014665823,4874.712534251185,17485692.197101902,54.905116541370624,1.0,1362.5,909.3333333333334,7730.833333333333,3234092.8904122063,750560.8558593268,2798.752609942232,1.0,0.35873027886669767,0.02,0.03,1.0,1646.7027900279709,7945.515961627713,234286.7766148165,78435807.08899137,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,201.51431975365435,154.98774120102598,346530.9192649341,3242353.0092592556,2212995.367967456,54103.902416877216,15340.094070726549,-0.11023116078512347,0.0003366705726327441,-1.2641976354643703e-10,7.427297532558441e-08,2.585390272239844e-09,60.16606416480229,69.29460639871449,0.0,55.541668183031526,66.55442853177188,0.0,6.472415680916424,0.6613396749811765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18340.374974625185,0.0,0.0,0.0,0.0,3.3191198692403936,0.6077380218666898,2069.331858255139,0.0,4.375,2026-09-19 19:09:19 UTC
106.0,0.0003378469264970105,4863.612211891766,17523271.734747082,55.022610627803196,1.0,1362.5,909.3333333333334,7730.833333333333,3263799.627064571,750560.8558593268,2820.589475026554,1.0,0.35873027886669767,0.02,0.03,1.0,1641.296384578117,7958.296931657888,249099.86289561892,78381405.88958238,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,204.67563704347342,155.55218169030545,348539.4947479397,3271519.675925922,2212995.367967456,54103.902416877216,15340.094070726549,-0.10915907627160658,0.00033581276159805676,-1.2581343374525508e-10,7.799826562404633e-08,2.9588894297679267e-09,55.87960843866673,66.97993079808596,0.0,51.671203578740716,64.45217360891534,0.0,5.924764715081928,0.5183592652280435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16405.71343326817,0.0,0.0,0.0,0.0,3.1613172898190314,0.5644404892794619,2008.5754830056494,0.0,4.416666666666667,2026-09-19 20:09:19 UTC
107.0,0.0003373796571621038,4857.616459373398,17551928.424802035,55.11195143803798,1.0,1362.5,909.3333333333334,7730.833333333333,3293506.3637169343,750560.8558593268,2842.426340110875,1.0,0.35873027886669767,0.02,0.03,1.0,1626.8115383448373,7974.960393158071,282945.1080461897,78316922.9653572,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,207.88765437805378,156.15730160718908,350520.4837676036,3300686.342592588,2212995.367967456,54103.902416877216,15340.094070726549,-0.10553356664764074,0.0003383804706003285,-1.252071039440731e-10,7.551473875840505e-08,2.94433751453956e-09,59.90687177147927,65.90262428984722,0.0,47.10409343758644,63.76755493777008,0.0,14.642836856661416,0.15799062338174127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34332.86723680965,0.0,0.0,0.0,0.0,3.212017334580374,0.6051199168836289,1980.9890196639253,0.0,4.458333333333333,2026-09-19 21:09:19 UTC
108.0,0.00033733744116812774,4854.45095687601,17576010.427705955,55.186916931255304,1.0,1362.5,909.3333333333334,7730.833333333333,3323213.100369299,750560.8558593268,2864.263205195197,1.0,0.35873027886669767,0.02,0.03,1.0,1608.803607834687,7992.154375899107,320792.1185961002,78252972.8362046,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,211.22085545300533,156.8035507987399,352541.59946636093,3329853.009259255,2212995.367967456,54103.902416877216,15340.094070726549,-0.10080326455179041,0.00034433827832618824,-1.2490393904348215e-10,7.551473875840505e-08,3.3614924177527428e-09,63.97866996352794,67.14417246091625,0.0,46.289170713711336,63.4831534547476,0.0,19.654624342491456,1.6466938323411664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43236.7285533105,0.0,0.0,0.0,0.0,3.3332010749515426,0.6462491915507872,2021.1156987573313,0.0,4.5,2026-09-19 22:09:19 UTC
109.0,0.0003384687960169167,4859.148740792242,17586999.72757368,55.22075332848623,1.0,1362.5,909.3333333333334,7730.833333333333,3352919.8370216624,750560.8558593268,2886.1000702795186,1.0,0.35873027886669767,0.02,0.03,1.0,1584.6398809189266,8007.128181990051,365903.79809525656,78194725.66855568,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,214.94220347462624,157.574339685704,354687.787748408,3359019.6759259216,2212995.367967456,54103.902416877216,15340.094070726549,-0.09253226690697336,0.0003608807832673352,-1.2460077414289117e-10,6.682239472866058e-08,3.5021609316269555e-09,76.3080998094415,71.61031589320935,0.0,50.45847468253087,65.43228077347447,0.0,28.19345255869929,4.0297256429385895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58616.53846725371,0.0,0.0,0.0,0.0,3.7213480216208836,0.7707888869640556,2146.188282046972,0.0,4.541666666666667,2026-09-19 23:09:19 UTC
110.0,0.00033601915518786187,4837.591476655381,17654300.66956571,55.43137663113817,1.0,1362.5,909.3333333333334,7730.833333333333,3382626.573674027,750560.8558593268,2907.9369353638394,1.0,0.35873027886669767,0.02,0.03,1.0,1586.6365048173209,8022.802062675917,356128.4747449683,78134992.67709564,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,218.28992781928298,158.11337489365005,356895.1605667079,3388186.342592588,2212995.367967456,54103.902416877216,15340.094070726549,-0.09954108954434567,0.0003510078107418681,-1.2399444434170923e-10,6.309710443019867e-08,3.880510727564494e-09,53.36448558665871,74.92174972352159,0.0,51.13301626222113,66.80689694808672,0.0,3.870576385334742,5.867200283729216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9435.366867956705,0.0,0.0,0.0,0.0,3.347724344656765,0.5390352079460475,2207.37281829992,0.0,4.583333333333333,2026-09-20 00:09:19 UTC
111.0,0.0003337367510825584,4817.864036700209,17714639.616125684,55.62011314930775,1.0,1362.5,909.3333333333334,7730.833333333333,3412333.3103263904,750560.8558593268,2929.773800448161,1.0,0.35873027886669767,0.02,0.03,1.0,1586.536414955798,8038.7498596811565,352619.49850908323,78075975.76987852,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,221.622661781632,158.6603737427561,359082.097459717,3417353.009259255,2212995.367967456,54103.902416877216,15340.094070726549,-0.10459278765334518,0.00034193989344764815,-1.227817847393453e-10,6.43388678630193e-08,3.759244767328103e-09,54.1528860614942,73.88032601666676,0.0,50.05117664861499,65.99897365385554,0.0,5.76503244383419,5.6649425823112125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14569.825478744538,0.0,0.0,0.0,0.0,3.332733962348986,0.5469988491060019,2186.9368930090836,0.0,4.625,2026-09-20 01:09:19 UTC
112.0,0.00033129303374518343,4796.859266706698,17778087.80571392,55.818525196765926,1.0,1362.5,909.3333333333334,7730.833333333333,3442040.0469787545,750560.8558593268,2951.6106655324825,1.0,0.35873027886669767,0.02,0.03,1.0,1585.5016482295857,8057.17562166087,352687.9550813187,78010347.9671188,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,224.74005941109428,159.1567508533055,361193.25405896775,3446519.675925921,2212995.367967456,54103.902416877216,15340.094070726549,-0.10999458317115612,0.00033302902386204107,-1.2217545493816337e-10,6.185534099737804e-08,3.9726728573441505e-09,49.14133394438878,70.14610393790083,0.0,43.60182841445654,62.0275903941693,0.0,7.0488971518069015,6.014130425594505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18244.10230454818,0.0,0.0,0.0,0.0,3.1173976294622943,0.4963771105493817,2111.1565992506676,0.0,4.666666666666667,2026-09-20 02:09:19 UTC
113.0,0.0003284470675449659,4773.232624658514,17844707.601757836,56.02714016190933,1.0,1362.8333333333333,909.3333333333334,7730.5,3471746.7836311185,750560.8558593268,2973.447530616804,1.0,0.35873027886669767,0.02,0.03,1.0,1584.9074087409165,8078.071683703617,354540.06807787245,77937917.62630065,1000.0,111.7189937774005,482.3310412545101,79.4168673165235,79.4168673165235,227.62966011118783,159.59196964731748,363211.39588547166,3475686.3425925877,2214935.657918648,54103.902416877216,15340.094070726549,-0.11617915573975668,0.00032238811571510016,-1.2126596023639044e-10,6.201056142648061e-08,4.103640094399452e-09,43.08666060718278,66.71330265536706,0.0,39.41252699021258,60.308589032960334,0.5805455126846968,4.417008518729998,4.403314542745716,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1940.289951191803,12765.603825323904,0.0,0.0,0.0,0.0,2.8896007000935575,0.43521879401194735,2018.1418265039247,0.3333333333333333,4.708333333333333,2026-09-20 03:09:19 UTC
