charter,branches,balance,cash,wallet_tokens,withdrawal_cash,external_spend
1,1,6380.85914037694,2.002002002002002,1495.985206006269,0.0,0.0
2,3,5287.867491216828,0.09367474027353051,0.0,1.7961639391511766,3.704491200879648
3,4,3256.9982599609275,0.17566602571760842,0.0,0.0,1.8263359762843938
4,2,7719.362794991191,0.05784918942878248,0.0,2.2711600051490506,4.215312817722271
5,0,0.0,3.4196947135649847,0.0,4.044185892161512,2.62649318059853
6,3,4595.579355417631,0.06933392264046212,0.0,1.8057380100510834,3.7384060894126234
7,0,0.0,3.1519531225157076,0.0,5.192590749997414,4.042639629483709
8,0,0.0,4.333523341555848,0.0,4.913020224459914,2.5814988849060683
9,5,6744.78247785239,0.17386195245677966,0.0,0.0,1.8281400495452225
10,0,0.0,2.6047250223450726,0.0,4.5128007819814755,3.9100777616384046
11,3,1681.7585481203944,0.09415286235117937,0.0,3.913745898435934,5.821595038086755
12,0,0.0,2.937357037334821,0.0,5.0903941188049595,4.155039083472141
13,3,2287.6539146862647,0.12736081423684587,0.0,3.1979342207166677,5.072575408481824
14,2,6964.504263310973,0.4148283265425101,0.0,5.879843268966438,7.46701694442593
15,3,4614.470774086889,0.004696361065469112,0.0,2.4148487948200565,4.41215443575659
16,3,993.8991063095842,0.056728431039892335,0.0,3.888572799500055,5.833846370462165
17,0,0.0,3.2066091649983535,0.0,5.018185358030559,3.8135781950342076
18,4,3256.9982599609275,0.1720915898471055,0.0,0.0,1.8299104121548966
19,4,2775.523860635287,0.03996403321396702,0.0,0.0,1.9620379687880352
20,0,0.0,2.6251241749948355,0.0,4.610670670200348,3.987548497207515
21,3,531.4031457296766,0.007405210160147391,0.0,4.5328809005891415,6.527477692430996
22,3,3286.5523458226808,0.05034539722808473,0.0,2.6304716566486177,4.582128261422535
23,3,531.4031457296766,0.003618657623864152,0.0,4.531859390221712,6.530242734599849
24,0,0.0,3.1276367120206117,0.0,5.251334512105052,4.125699802086443
25,3,1287.6539146862558,0.1288088471178841,0.0,3.1973237607706144,5.070516915654732
26,0,0.0,3.0014090237651465,0.0,5.121732963198855,4.122325941435711
27,4,4346.87534771392,0.08495257296007797,0.0,0.0,1.9170494290419242
28,4,4346.87534771392,0.09856020494966877,0.0,0.0,1.9034417970523334
29,1,4291.623240392558,0.7531387359893837,0.0,4.787285001396426,6.036148267409043
30,0,0.0,3.031053194933552,0.0,5.011801330137427,3.982750137205877
31,3,5755.374268443693,0.09951822345418426,0.0,1.9547073440844855,3.8571911226323037
