charter,branches,balance,cash,wallet_tokens,withdrawal_cash,external_spend
1,1,6647.394581738845,2.002002002002002,1495.985206006269,0.0,0.0
2,4,5067.218396468898,0.1404949693860793,0.0,0.49952660234866925,2.361033634964592
3,5,2056.4642603078632,0.13226621190248378,0.0,0.48519756417890675,2.354933354278425
4,1,6647.394581738845,2.242820449149588,0.0,1.4938072502423894,1.252988803094804
5,0,0.0,2.783248215366423,0.0,0.7812462133644205,0.0
6,4,3198.5856217411324,0.07573538601890462,0.0,0.9384803711915538,2.8647469871746516
7,0,0.0,2.8588809253930614,0.0,0.8568789233910592,0.0
8,0,0.0,2.9851477414474266,0.0,1.6528828316604633,0.6697370922150386
9,6,3875.191355894092,0.41626309716972654,0.0,0.5118457211424357,2.0975846259747115
10,1,6647.394581738845,2.4198766635206908,0.0,1.0047771170191482,0.5869024555004595
11,3,9007.155148185702,0.025765584025119526,0.0,0.5095811445392429,2.4858175625161256
12,1,6647.394581738845,2.3078796516019286,0.0,0.977296504933338,0.6714188553334116
13,4,1610.3684084182296,0.0027211622952414416,0.0,0.99173023794242,2.9910110776491807
14,3,9007.155148185702,0.059144283919585094,0.0,0.5457712437907504,2.488628961873167
15,2,8950.465805782078,0.537547026063829,0.0,0.5408014921435097,2.005256468081683
16,1,6647.394581738845,2.325100401393921,0.0,0.9947040486636525,0.6716056492717334
17,0,0.0,2.7139375805306667,0.0,0.7119355785286643,0.0
18,4,6816.051776392266,0.4482374729445222,0.0,0.5103671157453391,2.064131644802819
19,6,1955.0583550133433,0.1677761842351455,0.0,0.4879409903188389,2.3221668080856954
20,1,6647.394581738845,2.404119497864325,0.0,0.9895565845123202,0.5874390886499969
21,1,6647.394581738845,2.2065217491516953,0.0,1.4604963772340853,1.2559766300843918
22,1,6647.394581738845,2.2280915921784463,0.0,1.4828114784726494,1.2567218882962055
23,1,6647.394581738845,2.2298597640140656,0.0,1.485325616118189,1.2574678541061255
24,0,0.0,2.8869916836469494,0.0,0.8849896816449473,0.0
25,4,2066.742147044786,0.12059989588319464,0.0,1.419920734943662,3.3013228410624698
26,1,6647.394581738845,2.3292851123016955,0.0,0.9992606184966007,0.6719775081969075
27,6,3102.91360866622,0.07360712213074727,0.0,0.4853797385742837,2.4137746184455384
28,6,3079.123505349202,0.1934306860362498,0.0,0.4862007943847857,2.294772110350538
29,1,6647.394581738845,2.3728038334522656,0.0,1.042964404248687,0.672162572798424
30,1,6647.394581738845,2.3487236369294657,0.0,1.0190653954847675,0.6723437605573038
31,4,5089.512062527477,0.01290004019880997,0.0,0.5030693224130118,2.4921712842162043
32,1,6647.394581738845,2.3060578705181127,0.0,0.9765828796397726,0.672527011123662
33,5,572.0852059732487,0.09283841139466831,0.0,0.5126369394772156,2.4218005300845498
34,0,0.0,2.6101437616539997,0.0,1.2462774109365227,0.6381356512845253
35,3,9007.155148185702,0.05949906328807958,0.0,1.044410179076749,2.9869131177906714
36,4,5067.218396468898,0.13314746163776314,0.0,0.506747166227342,2.375601706591581
37,1,6647.394581738845,2.3591060465085896,0.0,1.0298183498126037,0.6727143053060162
38,1,6647.394581738845,2.228744964696764,0.0,1.4857266555903608,1.2589836928955989
39,4,3198.5856217411324,0.10493138055841589,0.0,0.9505136885727552,2.847584310016342
40,5,1175.0852059732442,0.10397277567285435,0.0,0.5139265877143772,2.411955814043525
41,3,2272.859806282578,0.4774133329686774,0.0,0.9729843959343271,2.4975730649676517
42,1,6647.394581738845,2.3679565191215466,0.0,1.0390377199614704,0.673083202841926
43,1,6647.394581738845,2.332056905969844,0.0,1.0033197092186128,0.6732648052507709
44,1,7062.363632251541,2.7298458467642663,0.0,1.4012903354053607,0.6734464906430965
45,1,6647.394581738845,2.19804426416302,0.0,1.4557859342210577,1.2597436720600401
46,2,7318.089803493369,1.2270955196241493,0.0,1.4789422776445007,2.253848760022354
47,0,0.0,0.6163522755892266,0.0,0.5792556100442199,1.9649053364569955
48,5,2056.4642603078632,0.13584615808212797,0.0,0.487023935272282,2.353179779192156
49,0,0.0,2.751929999761553,0.0,0.7499279977595508,0.0
50,0,0.0,2.8376141563094572,0.0,0.8356121543074551,0.0
51,5,3401.7837442538566,2.3065030307452323,0.0,0.9781352309547857,0.6736342022115553
52,0,0.0,2.778033378070024,0.0,0.776031376068022,0.0
53,1,6647.394581738845,2.347939984156622,0.0,1.0197540360934454,0.6738160539388253
54,1,6647.394581738845,2.437009667306864,0.0,1.0246007259700947,0.5895930606652323
55,3,9007.155148185702,0.008016702827507993,0.0,0.9979763606331289,2.991961659807623
56,5,572.0852059732487,0.08665304702969667,0.0,0.5077217236843353,2.423070678656641
57,0,0.0,0.6400618322105074,0.0,0.5989999257344152,1.96094009552591
58,1,6647.394581738845,2.3379681729070203,0.0,1.0101481591515948,0.6741819882465767
59,1,6647.394581738845,2.36940073541575,0.0,1.0417628230183709,0.6743640896046234
60,0,0.0,2.7967751963377236,0.0,0.7947731943357212,0.0
61,0,0.0,2.724842955316298,0.0,1.3973872275712664,0.6745462742569712
62,1,6647.394581738845,2.385160940472206,0.0,1.0578874807228205,0.6747285422526167
63,5,1120.7823292735936,0.07951606999580385,0.0,0.48895274573387726,2.4114386777400756
64,0,0.0,2.7264811253486934,0.0,0.7244791233466913,0.0
65,0,0.0,2.742406998645343,0.0,1.330899073146975,0.5904940765036346
66,3,9007.155148185702,0.058503396980444544,0.0,0.552357149305135,2.495855754326693
67,1,6647.394581738845,2.224555150953186,0.0,1.4845651923848893,1.2620120434337052
68,0,0.0,2.73029485628502,0.0,0.7282928542830178,0.0
69,5,2031.6164219733082,0.09868440596068484,0.0,0.0,1.9033175960413173
70,0,0.0,2.795320427934241,0.0,0.7933184259322389,0.0
71,0,0.0,0.5947420740729569,0.0,0.5908225598493119,1.9980824877783572
72,0,0.0,3.530290853665776,4.547473508864641e-13,1.528288851663774,0.0
73,8,670.973955480685,0.0870191064858421,0.0,0.5031655941198551,2.418148489636015
74,0,0.0,2.817254502205362,0.0,0.8152525002033599,0.0
75,6,902.5223382163231,0.06477606855227014,0.0,0.508210057006454,2.445435990456186
76,1,6647.394581738845,2.4000751867814993,0.0,0.9887477143724028,0.5906745295929055
77,3,1989.8733889424532,2.442495668617739,0.0,1.0313487327233817,0.5908550661076448
78,2,9050.465805782078,0.48713349332318545,0.0,0.49876553007543406,2.0136340387542506
79,0,0.0,2.9853342997694803,0.0,1.5743679838684101,0.5910356861009323
80,4,2591.7214333304205,0.033118727466848075,0.0,1.0351099721097854,3.0039932466449395
81,4,3198.5856217411324,0.04027867449387601,0.0,0.9189779965899106,2.8807013240980366
82,4,4741.901844990893,0.07894275706404952,0.0,0.48456076080783533,2.407620005745788
83,3,9007.155148185702,0.01620870760055526,0.0,1.0129211538489473,2.9987144482503942
84,4,6816.051776392266,0.4555482896105494,0.0,0.5142248899353945,2.0606786023268473
85,0,0.0,3.9484913711710146,0.0,1.9464893691690124,0.0
86,0,0.0,0.9146564516497779,0.0,0.6033793397769615,1.6907248901291858
87,1,6648.394581738845,2.374451346929202,0.0,1.048287124337321,0.6758377794101211
88,0,0.0,2.8628751801017023,0.0,0.8608731780997005,0.0
89,1,6647.394581738845,2.3218401936755697,0.0,0.9958588244004204,0.6760206327268528
90,3,9007.155148185702,0.018822710997352776,0.0,0.5105638926741449,2.493743183678794
91,5,1120.7823292735936,0.08693901116539682,0.0,0.4899676512572114,2.405030642093817
92,6,3079.123505349202,0.19502879643441973,0.0,0.48711552438717265,2.2940887299547548
93,0,0.0,3.333665743684012,0.0,1.9699939646478473,0.6383302229658371
94,0,0.0,0.5494791340035725,0.0,0.541493579051894,1.9940164470503237
95,4,10180.402044232955,2.3705770829957293,0.0,1.0447845991731357,0.6762095181794086
96,4,5089.512062527477,0.007719926899323548,0.0,0.5150216334504876,2.5093037085531664
97,4,4432.065035804317,0.12043040375365122,0.0,0.4996218588506963,2.381193457099047
98,0,0.0,2.625999309011706,0.0,1.2675260101616004,0.6435287031518965
99,1,6647.394581738845,2.1837235667276818,0.0,1.4460183306115142,1.2642967658858344
100,0,0.0,2.8135537981960916,0.0,0.8115517961940897,0.0
101,5,2056.4642603078632,0.1420349365236444,0.0,0.49144952773212935,2.3514165932104873
102,4,3198.5856217411324,0.038592092170489756,0.0,0.9338687001571544,2.897278609988667
103,0,0.0,2.6287159188699105,0.0,1.2654335571523008,0.6387196402843927
104,0,0.0,2.874063171191558,0.0,0.8720611691895557,0.0
105,1,6647.394581738845,2.288610140831124,0.0,0.9631917285311828,0.6765835897020614
106,6,1981.1099461112171,0.01417582821454455,0.0,0.49191399299725164,2.479740166784709
107,1,6647.394581738845,2.405625245503806,0.0,0.9959256240645118,0.5923023805627082
108,1,6647.394581738845,2.3056257398834448,0.0,0.980573789815162,0.6769500519337192
109,0,0.0,2.700752758289736,0.0,1.291415800147229,0.592665043859495
