window_hours,sold_tokens,bought_tokens,sell_pool_ETH,buy_pool_ETH,net_pool_ETH,seller_addresses,new_first_time_sellers,new_first_time_seller_tokens,remaining_inventory,constant_gross_sale_pace_hours_to_clear
0.3333333333333333,2598991.103876518,904586.921927159,247.7049280374329,85.8896509255525,-161.8152771118804,53,33,2204728.4738783296,154833.44424045229,0.01985814726459444
1.0,3886725.59076879,1239079.6894798814,381.2513373169621,121.44769448826138,-259.80364282870073,151,103,2999597.664214965,176987.23861542201,0.045536335015720554
2.0,6899532.618757246,3737971.8022478297,714.7432514215985,405.00499065167935,-309.7382607699192,299,214,4744672.424500622,879768.7384895781,0.2550227057693202
6.0,11318573.30615056,6072406.95781048,1239.737955262137,691.0812029927549,-548.656752269382,548,418,8124644.670785507,2276821.8599047503,1.2069481541463443
