target_price_ratio,target_ETH_per_token,fresh_buy_ETH_no_sellers
1.05,0.000116395006133115,88.48097712594928
1.1,0.00012193762547278714,175.09311467938957
1.25,0.00013856548349180356,422.47562262957683
1.5,0.00016627858019016426,795.2588996637695
1.7318440350859103,0.00019197904484326013,1117.323247888712
