window_hours,sold_tokens,bought_tokens,sell_pool_ETH,buy_pool_ETH,net_pool_ETH,seller_addresses,new_first_time_sellers,new_first_time_seller_tokens,remaining_inventory,constant_gross_sale_pace_hours_to_clear
0.3333333333333333,2665153.042953631,831546.7256473041,254.40900817595175,79.0658992835412,-175.34310889241056,57,38,2261327.3633521157,154281.6855091494,0.01929616336255724
1.0,4024309.5765594835,1184655.0949330695,395.94968334795294,116.6910487830774,-279.25863456487554,161,108,3103244.3882220406,190753.09838313056,0.04740020486848622
2.0,6905157.251496425,3670404.8655330013,715.3996395260531,398.8787589096681,-316.520880616385,298,214,4747658.0258027725,841870.2827112299,0.24383812042188818
6.0,11316308.5598188,5989940.43805625,1239.5288332332102,683.2872513507435,-556.2415818824667,546,416,8122368.735736955,2239614.8436073195,1.187462235640832
