tx,block,pool_ETH
0x1711511bd7fd190a0beffcc857c76584d36806207b6dfe36501548345fac7f25,64126974,0.011172617633094913
0x93f1887fb8118ef60ef480c6a035801056b856d26cfdf03fd7480d62e7ab4253,64127165,0.021340712078778704
0x7e83a261769864d8b6d9cdd1dc874dd4cc0efb540ed1db0858595825868e5082,64130586,0.004654803505628948
0x791494e2eab895c082831ff4dae045a7cd9ca4f1a774e06d28826cb42e451e16,64142684,0.6762393818685528
0x7429e9b6ac9872ffbd4a98d8ccc0da83e859ed3802dfe7ba8404be19942671d3,64160386,4.2577267450257725
