window_hours,sold_tokens,bought_tokens,sell_pool_ETH,buy_pool_ETH,net_pool_ETH,seller_addresses,new_first_time_sellers,new_first_time_seller_tokens,remaining_inventory,constant_gross_sale_pace_hours_to_clear
0.3333333333333333,2630196.1048127045,873781.9756016067,250.8545930597457,83.05349036571641,-167.80110269402928,57,37,2225703.086468975,154833.4442404523,0.01962254753009224
1.0,3914362.691318862,1225723.7351860993,384.18491269388824,120.55193392842531,-263.6329787654629,157,105,3010884.6331878407,177353.0211778294,0.0453082749769603
2.0,6907064.232702624,3697755.8944775104,715.5696707221446,401.20034999184327,-314.3693207303013,300,215,4748897.668266756,879768.738489578,0.25474462343181037
6.0,11318573.30615056,6032175.688010553,1239.737955262137,687.2748424329188,-552.4631128292181,548,418,8124644.670785507,2276821.85990475,1.2069481541463438
