hour,price,price_ratio,pool_principal_eth,wallet_100k_exit_eth,vault_eth,pending,branches,outside_pool_token_bound,eth_error,token_error,total_buy_spend_eth,speculative_buy_eth,pool_buy_principal_eth,pool_sell_eth,buyback_eth,license_buy_eth,licenses,gross_withdrawn,net_withdrawn_tokens,unsold_requested_tokens,buy_tax_eth,lp_buy_eth,elapsed_days,timestamp_utc,scenario
2.5,9.451797425681566e-05,0.8257387501553751,2107.7316055234387,9.049278355588953,111.7189937774005,1398917.7433326875,1099,64931139.888197966,8.526512829121202e-13,-1.4901161193847656e-08,87.83286923953442,87.83286923953442,85.21544973619628,402.2415596240344,0.0,0.0,0,0.0,0.0,0.0,1.7566573847906888,0.8607621185474374,0.10416666666666667,2026-09-16 01:15:58 UTC,Observed turnover persists
2.75,9.283743228446359e-05,0.8110570069341001,2080.0166592123505,8.88861736585375,111.7189937774005,1406209.4099993543,1099,64631377.04552599,9.094947017729282e-13,-1.4901161193847656e-08,96.61615616348786,96.61615616348786,93.7369947098159,438.47805090874226,0.0,0.0,0,0.0,0.0,0.0,1.9323231232697577,0.9468383304021812,0.11458333333333333,2026-09-16 01:30:58 UTC,Observed turnover persists
3.0,9.1210088534915e-05,0.7968400201187218,2052.9405715110506,8.7330381845122,111.7189937774005,1413501.076666021,1099,64333239.49236896,1.0231815394945443e-12,-1.4901161193847656e-08,105.3994430874413,105.3994430874413,102.25853968343553,474.0756835836619,0.0,0.0,0,0.0,0.0,0.0,2.1079888617488267,1.032914542256925,0.125,2026-09-16 01:45:58 UTC,Observed turnover persists
3.25,8.963383131728353e-05,0.7830693413135046,2026.48321264009,8.58233667124946,111.7189937774005,1420792.7433326878,1099,64036732.81781844,1.0800249583553523e-12,-2.9802322387695312e-08,114.18273001139474,114.18273001139474,110.78008465705516,509.05458742824226,0.0,0.0,0,0.0,0.0,0.0,2.2836546002278957,1.1189907541116688,0.13541666666666666,2026-09-16 02:00:58 UTC,Observed turnover persists
3.5,8.81065310554032e-05,0.769726365871285,2000.6252680898592,8.436307417033001,111.7189937774005,1428084.4099993545,1099,63741862.22336074,1.1368683772161603e-12,-4.470348358154297e-08,122.96601693534818,122.96601693534818,119.30162963067478,543.4340769520927,0.0,0.0,0,0.0,0.0,0.0,2.4593203387069646,1.2050669659664126,0.14583333333333334,2026-09-16 02:15:58 UTC,Observed turnover persists
3.75,8.662568406939205e-05,0.7567892208571765,1975.3482821348143,8.29471055670317,111.7189937774005,1435376.0766660213,1099,63448632.67057866,1.4779288903810084e-12,-4.470348358154297e-08,131.74930385930162,131.74930385930162,127.82317460429441,577.2326078807575,0.0,0.0,0,0.0,0.0,0.0,2.6349860771860336,1.2911431778211564,0.15625,2026-09-16 02:30:58 UTC,Observed turnover persists
4.0,8.518987820108119e-05,0.7442455692132748,1950.634626854026,8.157422623735231,111.7189937774005,1442667.743332688,1099,63157049.322543286,1.8189894035458565e-12,-4.470348358154297e-08,140.53259078325507,140.53259078325507,136.34471957791405,610.4678081351658,0.0,0.0,0,0.0,0.0,0.0,2.8106518156651026,1.3772193896759002,0.16666666666666666,2026-09-16 02:45:58 UTC,Observed turnover persists
4.25,8.379737039485237e-05,0.7320801830574868,1926.4672453919882,8.024268481486663,111.7189937774005,1449959.4099993547,1099,62867116.81580319,1.5916157281026244e-12,-5.960464477539063e-08,149.31587770720853,149.31587770720853,144.86626455153367,643.1567345708231,0.0,0.0,0,0.0,0.0,0.0,2.9863175541441715,1.463295601530644,0.17708333333333334,2026-09-16 03:00:58 UTC,Observed turnover persists
4.5,8.244644575179729e-05,0.7202780804935932,1902.829755354989,7.8950876306127675,111.7189937774005,1457251.0766660215,1099,62578839.327155024,1.9326762412674725e-12,-7.450580596923828e-08,158.09916463116198,158.09916463116198,153.3878095251533,675.3157695814423,0.0,0.0,0,0.0,0.0,0.0,3.1619832926232405,1.5493718133853878,0.1875,2026-09-16 03:15:58 UTC,Observed turnover persists
4.75,8.113552758296343e-05,0.7088254870710168,1879.706405642972,7.769728097886489,111.7189937774005,1464542.7433326882,1099,62292220.82128887,2.0463630789890885e-12,-5.960464477539063e-08,166.88245155511544,166.88245155511544,161.90935449877293,706.960664267079,0.0,0.0,0,0.0,0.0,0.0,3.3376490311023095,1.6354480252401316,0.19791666666666666,2026-09-16 03:30:58 UTC,Observed turnover persists
5.0,7.986306648533441e-05,0.6977088667177007,1857.0820477185707,7.648041738237696,111.7189937774005,1471834.409999355,1099,62007264.92490315,2.1600499167107046e-12,-5.960464477539063e-08,175.6657384790689,175.6657384790689,170.43089947239255,738.1065671650999,0.0,0.0,0,0.0,0.0,0.0,3.5133147695813784,1.7215242370948753,0.20833333333333334,2026-09-16 03:45:58 UTC,Observed turnover persists
5.25,7.862730252409401e-05,0.6869128440895695,1834.9421456974087,7.529854876909344,111.7189937774005,1479126.0766660217,1099,61723975.008657604,2.5011104298755527e-12,-7.450580596923828e-08,184.44902540302235,184.44902540302235,178.95244444601218,768.7680141598819,0.0,0.0,0,0.0,0.0,0.0,3.6889805080604474,1.8076004489496191,0.21875,2026-09-16 04:00:58 UTC,Observed turnover persists
5.5,7.742696955504239e-05,0.6764263577526757,1813.2727900379325,7.415057045096325,111.7189937774005,1486417.7433326885,1099,61442354.475649126,2.7284841053187847e-12,-8.940696716308594e-08,193.2323123269758,193.2323123269758,187.4739894196318,798.958914792978,0.0,0.0,0,0.0,0.0,0.0,3.8646462465395164,1.893676660804363,0.22916666666666666,2026-09-16 04:15:58 UTC,Observed turnover persists
5.75,7.626081496984936e-05,0.6662384645266863,1792.0605467309858,7.303524803622856,111.7189937774005,1493709.4099993552,1099,61162406.48855444,2.8421709430404007e-12,-8.940696716308594e-08,202.01559925092926,202.01559925092926,195.99553439325143,828.6927030735444,0.0,0.0,0,0.0,0.0,0.0,4.040311985018585,1.9797528726591067,0.23958333333333334,2026-09-16 04:30:58 UTC,Observed turnover persists
6.0,7.512755655556134e-05,0.6563379625959673,1771.2924651472108,7.19513734270281,111.7189937774005,1501001.076666022,1099,60884133.80779822,3.183231456205249e-12,-8.940696716308594e-08,210.7988861748827,210.7988861748827,204.51707936687106,857.9823296309394,0.0,0.0,0,0.0,0.0,0.0,4.215977723497653,2.0658290845138505,0.25,2026-09-16 04:45:58 UTC,Observed turnover persists
6.25,7.402607444145471e-05,0.6467150684176642,1750.9560621091148,7.089785888553527,111.7189937774005,1508292.7433326887,1099,60607538.94578392,3.183231456205249e-12,-1.043081283569336e-07,219.58217309883617,219.58217309883617,213.03862434049068,886.8402776426551,0.0,0.0,0,0.0,0.0,0.0,4.391643461976722,2.1519052963685943,0.2604166666666667,2026-09-16 05:00:58 UTC,Observed turnover persists
6.5,7.295520535725958e-05,0.6373596192968368,1731.0392926850388,6.987359421841611,111.7189937774005,1515584.4099993554,1099,60332624.04592749,3.296918293926865e-12,-1.1920928955078125e-07,228.36546002278962,228.36546002278962,221.5601693141103,915.2785920403508,0.0,0.0,0,0.0,0.0,0.0,4.5673092004557905,2.237981508223338,0.2708333333333333,2026-09-16 05:15:58 UTC,Observed turnover persists
6.75,7.191383877735373e-05,0.6282619133323755,1711.5305496101016,6.887751951380169,111.7189937774005,1522876.0766660222,1099,60059390.993603036,3.183231456205249e-12,-1.1920928955078125e-07,237.14874694674307,237.14874694674307,230.08171428772994,943.3088800889075,0.0,0.0,0,0.0,0.0,0.0,4.742974938934859,2.324057720078082,0.28125,2026-09-16 05:30:58 UTC,Observed turnover persists
7.0,7.090091413537416e-05,0.6194126850829722,1692.418644675708,6.79086224892439,111.7189937774005,1530167.743332689,1099,59787841.434720084,3.296918293926865e-12,-1.1920928955078125e-07,245.93203387069653,245.93203387069653,238.60325926134956,970.9423299969208,0.0,0.0,0,0.0,0.0,0.0,4.9186406774139275,2.4101339319328257,0.2916666666666667,2026-09-16 05:45:58 UTC,Observed turnover persists
7.25,6.991537887879852e-05,0.610802739118751,1673.6927932299814,6.696588716330341,111.7189937774005,1537459.4099993557,1099,59517976.778337754,3.183231456205249e-12,-1.341104507446289e-07,254.71532079464998,254.71532079464998,247.1248042349692,998.1897264162669,0.0,0.0,0,0.0,0.0,0.0,5.094306415892996,2.4962101437875694,0.3020833333333333,2026-09-16 06:00:58 UTC,Observed turnover persists
7.5,6.895626305751138e-05,0.6024236016504427,1655.34260523666,6.604839115902953,111.7189937774005,1544751.0766660224,1099,59249798.24241742,2.9558577807620168e-12,-1.4901161193847656e-07,263.4986077186034,263.4986077186034,255.64634920858882,1025.0614593832079,0.0,0.0,0,0.0,0.0,0.0,5.269972154372065,2.5822863556423132,0.3125,2026-09-16 06:15:58 UTC,Observed turnover persists
