address,sold_tokens,sell_pool_ETH,remaining_tokens,currently_empty
0xd026f7a62fad79952d2f136ebd598a71b0053da1,79353.9720964937,8.59903743425798,337804.86535601655,False
0x01f3bedb04d4090372f7b1ca0a4f0bb581faaf8f,24440.2528520159,2.4951514359353855,137652.89422977134,False
0xca8ab66188924815df38cac43165ae8c220f1a4b,50004.25924228511,5.280965333937399,101337.21790083355,False
0xf955dab8bdb1158dc0df449997a057ab9eb4f774,99488.33097153532,11.39550816025471,99488.33097153532,False
0xb9e98a981adc50aacc93625990b86a6524c3d3e7,62918.95393206863,7.006653521674629,92761.31294261571,False
0x5140087842da3cbc55ff69ba74b4239af219c4b6,19750.77,2.3963945997468628,56467.25179369697,False
0x368564edf8ec2d3cbe8ec3ad265a3207e663b93c,1000.0,0.1169346388450833,40000.17885991887,False
0x8cba145d686845b50475ab396bc0cd182a6c7e63,3733.5722819593,0.4123031660680652,38665.560087272745,False
0x2f85fb2a2d54f30ac38148166b75ce22c3c15b43,16000.0,1.945491232342707,24787.44450138905,False
0x9f01a503120cc32c472751583f5bfffc371288b9,11246.9071005473,1.263334064420408,21945.11441521388,False
0x5f1d998a2681d13e41b16276640535ae1f422bbe,776.6988007276835,0.0854828579989455,19101.116788004885,False
0x3d2fa04af6099a759fc3477fe601a9c7aadf0229,10250.0,1.0490681803010593,16653.64386723,False
0x42ba09cb0276dab9cce4afea93ea339b3553e67c,732.5549594593492,0.079461325546583,9332.17218545084,False
0xa0e72dc252da0f93de7350aa5bacf3e23c7f8626,15219.361810711343,1.741995122208716,8779.37203250664,False
0xbcd6f5f8c4e6f7561723485455393bfb001dc5a8,15013.59115386818,1.7153412125246368,8708.99568843159,False
0x725c287504f613c2c9601611800eb8dc5822c86f,15000.490884268796,1.7108037294441876,8704.628124717146,False
0x5fd9571ff8160999f7d5b2c2596de3eebada7a94,13304.55330584338,1.5253533060979336,8140.878624065956,False
0x62703263b64699da4c9c84bd96649aa7feb9738e,12893.002536602602,1.4743844658581844,8004.141838005099,False
