charter_id,cost_tokens,prior_bank_balance,new_issuance,prefunded_wallet_tokens,new_canonical_tokens,new_other_custody_tokens,tx
189,23706.385376873743,629.3747082851844,8.932464067977298,23068.07820452058,0.0,0.0,0xc1f2abaa6a8002dac7752e8efb04812a483bcd088c752d1776386a6bc8f9f74d
621,23704.2258941356,6.1235093849833495,0.4077214864431005,23697.694663264174,0.0,0.0,0x4ce381e37dae438b18c3321c40f0d674430381c91dd981d1b10bc5ca5d30ae68
380,23704.2258941356,208.76577535624222,3.006745400625884,20707.342875877825,2785.110497500909,0.0,0x2da57ef17086f831682e1779fff40b3060290ecaf42012c91e9f8f3bce1d18ee
380,23694.51079409389,208.67864641381982,3.183411166921236,20698.700612163506,2783.948124349646,0.0,0xb7e4b16aa157391966a0213447f6fe82db582996fec4c1b9f358dfb3089d22d0
888,23694.51079409389,0.0005855832134239245,0.6394868442511593,23693.870721666426,0.0,0.0,0x408169ebc726dd3dbae75d8ce5955cb29883229651cf0f7b1fa450e86d9174ee
491,23691.27336257775,1264.4675572528795,18.057711804566136,22408.74809352031,0.0,0.0,0xc23511efcd8a5cceb6af326bd6c38232f0b9395682f57e410be0218d57a40f76
621,23690.194322624524,0.0037406865627157694,0.4530491294942403,23689.737532808464,0.0,0.0,0x8bffe05315604eedfab1aaa615e0e9ce193d656aad0beabe05c024950acccfba
952,23678.328310535133,629.991647771014,9.124291297135189,14890.703086884632,0.0,8148.509284582351,0xa1fbfdf728450619e2bf126b7d862a0548194a0895e40419bc7393fa13f918c5
308,23677.249893679847,22886.22367820081,9.126535890400541,0.10054939954308945,0.0,781.7991301890959,0x46ccc5e2c42bf3f0e1c49b29a6d95c74a9f5038d8e27bf42360c36eb62987cd6
555,23675.093215692534,1.0544889422464903,0.7302828763784995,23673.30844387391,0.0,0.0,0xb91ec79e67407678bfe77e52632c201ef3b7430f0f9f47bddfc1a20180672980
669,23667.546477568776,0.982745799121407,0.6613788694983267,23665.902352900157,0.0,0.0,0x696690b537cdc0ba079d731efd8253fdc8b7e31549ee01b01f500401f10debec
744,23655.692454054468,0.0002927968757425349,1.1078330877995184,1557.921966985233,22096.66236118456,0.0,0xdc34873b2ee518146f63ea140becc4544cdcdfd7ab1e0b9ea138cda6809db2be
704,23654.615126754907,629.5545441751341,9.275049104895906,0.0,23015.78553347488,0.0,0x73379707e87766fbc73ed2c5dbed57d93aa67c851a47a8b94228e050eec81b07
826,23644.92151428568,629.7883852228102,9.34477040035665,23005.788358662514,0.0,0.0,0x68ff54769342e8ff8e8e6e1be4832c2e3d0c1730c90d2c77f82212a71fa42815
669,23640.614589860932,0.000876780087743874,0.5332659933119206,23640.080447087534,0.0,0.0,0x5f5a169f283aad5e307a2ed350c479987615669c9ca1fa8362928da31107983b
946,23637.384940699954,0.6434241037033089,1.5238284830854036,1146.58350667798,22488.634181435187,0.0,0xa7842b3479e2c4b6722e619cdbd162c347a7617a5710386df2b7ead35cb9849e
75,23629.85090610889,629.6016304794097,9.434439985904225,22990.814835643578,0.0,0.0,0x5d7434ac1339df9c3ff78e8e3a25954171a1a282216218e18a2bfe9d23a22f48
946,23620.168019597233,0.00044733968705446643,0.33576978506352945,172.04297662613226,23447.78882584635,0.0,0x8dea0aba53952d589956947a011c08dd5f82c0230e4d44a4ca26e0cee123630e
780,23538.568480302347,23528.89293949079,9.675540811555559,0.0,0.0,0.0,0x870677cdd73ac181c62f2f9e512bc7e50c8c551a13e5bb0f2a58b826c897e7f9
362,23331.62343925398,628.6145103593047,11.381701996915377,22691.62722689776,0.0,0.0,0x28d9ce14489919906c396793674de84cf78e16749d64948200bd97dd64dd9222
306,22380.18614463635,629.7987267800204,17.854530094904273,21732.532887761423,0.0,0.0,0xfd419bf8d704394148e650e4931baf6866fdceb8ab3816b52dd3a0e46977b7e0
278,20841.08954323645,628.7396533652818,28.872287295425288,70.0353557308358,5.7047575285054615,20107.737489316398,0x26bffd65e12a183620b4db63a1429a27735c91b9b698ad48ba0c7dac602521d1
264,17689.114134355994,2294.4162548342038,75.73974845267355,118.23633599279911,6.923334483123194,15193.798460593196,0x685187965a209f457b47fdf30b07bb47361bcce094e6d4e812498b7734bb285a
